horizon,term,regime,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec,panel_effect
36,mp_abs_x_ph2m,expansionary,-0.6041527556910812,-2.1545491727302526,0.9462436613480903,0.9425740939104931,0.013484248346499642,-0.008146545796960664,-0.02905247611984008,0.012759384525918755,1539,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
37,mp_abs_x_ph2m,expansionary,0.046297963390721356,-0.5699324220723417,0.6625283488537844,0.3746414728738923,0.013484248346499642,6.242932362976354e-4,-0.00768511031994551,0.008933696792540781,1512,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
38,mp_abs_x_ph2m,expansionary,1.2985801905029422,-1.3540700948839208,3.951230475889805,1.612696863673648,0.013484248346499642,0.017510377786586487,-0.018258617437983123,0.0532793730111561,1485,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
39,mp_abs_x_ph2m,expansionary,0.2741080523170295,-0.38721901565626593,0.9354351202903249,0.4020583091025441,0.013484248346499642,0.0036961410512181426,-0.005221357371596223,0.012613639474032509,1458,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
40,mp_abs_x_ph2m,expansionary,-0.4406470583148757,-1.600389444036939,0.7190953274071875,0.7050733066573828,0.013484248346499642,-0.005941794367472294,-0.021580048714510577,0.009696459979565987,1431,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
41,mp_abs_x_ph2m,expansionary,0.8646968573552021,-0.4558876904187632,2.1852814051291674,0.8028583979362965,0.013484248346499642,0.01165978716901532,-0.006147302835718749,0.02946687717374939,1404,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
42,mp_abs_x_ph2m,expansionary,1.6461392710046951,-1.0952693794325483,4.387547921441938,1.6666581180953457,0.013484248346499642,0.02219695074315319,-0.01476888431858503,0.0591627858048914,1377,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
43,mp_abs_x_ph2m,expansionary,-0.29717802439874214,-0.9838979517482669,0.38954190295078267,0.41749607144209755,0.013484248346499642,-0.0040072222841147686,-0.013267124328985953,0.005252679760756415,1350,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
44,mp_abs_x_ph2m,expansionary,2.7807821010379743,1.900204585492966,3.661359616582983,0.5353531166034803,0.013484248346499642,0.03749675644789711,0.025622830539944564,0.049370682355849654,1323,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
45,mp_abs_x_ph2m,expansionary,-1.6913720090270263,-5.517175966773202,2.1344319487191488,2.3259236536668735,0.013484248346499642,-0.02280688021603846,-0.07439497090730911,0.028781210475232192,1296,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
46,mp_abs_x_ph2m,expansionary,2.441536778997044,-0.2346631395617811,5.117736697555869,1.6270140240495585,0.013484248346499642,0.03292228827510895,-0.0031642560516203615,0.06900883260183827,1269,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
47,mp_abs_x_ph2m,expansionary,3.6270703260479946,2.787470455981096,4.466670196114894,0.5104404770794052,0.013484248346499642,0.04890831704665059,0.037586943886979696,0.06022969020632149,1242,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
48,mp_abs_x_ph2m,expansionary,-2.07648995322908,-6.154423440535523,2.001443534077363,2.479207523689739,0.013484248346499642,-0.027999906218352345,-0.08298777410169977,0.02698796166499508,1215,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
0,mp_abs_x_wh2m,expansionary,1.896591943460084,-0.3747761252036159,4.167960012123784,1.380893735130337,0.015756301808010444,0.029883275067798164,-0.005905085739144882,0.0656716358747412,2511,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
1,mp_abs_x_wh2m,expansionary,1.7170239572142971,-0.1890672690431665,3.6231151834717608,1.1588211832503073,0.015756301808010444,0.027053947681452875,-0.0029790009530604416,0.057086896315966196,2484,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
2,mp_abs_x_wh2m,expansionary,0.1901897928862632,-1.2863352505996064,1.666714836372133,0.8976634876760569,0.015756301808010444,0.0029966877775189607,-0.020267886434730147,0.026261261989768067,2457,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
3,mp_abs_x_wh2m,expansionary,1.9177593604964764,-0.512608396623361,4.348127117616314,1.477558681999089,0.015756301808010444,0.030216795279119583,-0.008076812606517998,0.06851040316475716,2430,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
4,mp_abs_x_wh2m,expansionary,2.0535543924127158,0.6467181522625256,3.460390632562906,0.8552957035803748,0.015756301808010444,0.03235642278602026,0.010189886391767206,0.05452295918027332,2403,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
5,mp_abs_x_wh2m,expansionary,0.4072345935267704,-0.5330951017498388,1.3475642888033796,0.5716798624929269,0.015756301808010444,0.00641651116227025,-0.008399607315542497,0.021232629640083,2376,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
6,mp_abs_x_wh2m,expansionary,1.0297310984602288,-1.0171162090839077,3.0765784060043653,1.2443948045016684,0.015756301808010444,0.016224753968433484,-0.016025989964145504,0.04847549790101247,2349,driscoll_kraay,cumulative,lag1_tfe_direction_dummy,twoways
