horizon,b_mp_x_ph2m,se_mp_x_ph2m,ci_lo_ph2m,ci_hi_ph2m,b_mp_x_wh2m,se_mp_x_wh2m,ci_lo_wh2m,ci_hi_wh2m,nobs,response_type,spec,shock_type
0,-0.610618751464415,1.3096629431896825,-2.9562394486772496,1.8049972509096082,-0.5472923230212801,1.2368173423538624,-2.5982419143317426,1.6624352009367052,2673,marginal,lag1_tfe,contractionary
1,1.3104825131466047,2.2045184499911032,-2.362895817614733,4.903389326522506,2.6594022973335885,1.3358889304469874,0.23148382317616442,5.048446980438806,2646,marginal,lag1_tfe,contractionary
2,0.6146859788158946,1.8900641918568477,-2.4474194796015727,3.7828516115652535,-2.227462240193313,1.5145020380011036,-5.06314295410063,-0.08756617534688943,2619,marginal,lag1_tfe,contractionary
3,-0.5241682073147848,2.052648199140087,-3.8567416630941898,2.7438864882785152,-2.255572198382501,1.9863166799414027,-5.069206088870629,1.5250337276686947,2592,marginal,lag1_tfe,contractionary
4,1.3428901872328205,1.9246562753387784,-2.2085539109940946,4.144394337809007,2.613554304996506,1.2087427396645698,-0.09325492742026452,4.816916954240065,2565,marginal,lag1_tfe,contractionary
5,-1.0289953707155783,1.797762229470583,-3.9803033146231415,2.2465708209684365,0.9451791427237836,1.8316292299800583,-2.5535614228796084,4.418052583286079,2538,marginal,lag1_tfe,contractionary
6,-1.7826806846888532,2.6090549967154417,-6.327796796005606,2.49394599359946,-5.953098115450242,2.1813916482777254,-9.140271327926872,-0.9335565384791151,2511,marginal,lag1_tfe,contractionary
7,0.39707918720019586,1.8305818256469053,-2.8210240148875623,3.282270352669382,5.37494725975934,1.3755039131193303,2.675645337572482,8.133180398884901,2484,marginal,lag1_tfe,contractionary
8,-1.5648364654381237,2.1420772035926023,-4.824110624969694,1.9334479141817205,0.07409992747662951,1.731930664474075,-3.2845773446806033,2.624137936619155,2457,marginal,lag1_tfe,contractionary
9,1.7942974361995816,2.1989502745039875,-1.6188427456703034,5.540287110682099,-3.0072452231865268,1.684762617510171,-6.22878095207163,-0.08199233544557874,2430,marginal,lag1_tfe,contractionary
10,-0.22218372441037,1.9113569707841473,-3.502564645806402,2.6212675671781236,3.3461924072120794,1.2946299413034053,1.3028828601281397,5.875347040305132,2403,marginal,lag1_tfe,contractionary
11,0.5559171992444099,2.4080625765234096,-3.1715245411598847,4.895980047281977,-1.6512624157852784,2.3202865522129104,-5.731292389988934,2.605339771196399,2376,marginal,lag1_tfe,contractionary
12,0.6854832053016723,2.1899318877149203,-3.2545071510367514,3.9853049028890934,-3.098708447090865,2.5507085507192513,-7.141505300534787,1.574354876523706,2349,marginal,lag1_tfe,contractionary
13,-0.7591355232384263,1.8911320555556088,-4.255960684017337,2.136851499316169,5.249281793372191,1.6081340302790739,2.7284968422926723,8.471786487057173,2322,marginal,lag1_tfe,contractionary
14,-1.7723845377293865,2.048149589822286,-5.400458392968642,2.318730925558648,-1.5672900173898967,2.7199155479902504,-6.3707919054528475,3.1742599699292526,2295,marginal,lag1_tfe,contractionary
15,2.771479503368073,1.887224663480135,-0.24565330160100063,5.879984039351775,-3.4608476397539776,1.8269414238162447,-7.109530695828982,-0.13182097487321,2268,marginal,lag1_tfe,contractionary
16,-1.7680066330858677,1.7577145526432802,-4.912573790521761,1.1802538051534992,5.880305360940653,1.5504451664963326,3.327776688698724,9.10965988665473,2241,marginal,lag1_tfe,contractionary
17,-1.9034454491196187,2.2112994986296988,-5.293146122059198,2.440092373553537,-5.68807846824788,1.919943422291321,-9.536163758558693,-2.5073829716170346,2214,marginal,lag1_tfe,contractionary
18,3.0936322637821623,2.26975705623512,-0.6555716919624193,6.888323488936539,1.6557447470886082,1.4452086463458935,-1.21792031557049,4.3263904177653325,2187,marginal,lag1_tfe,contractionary
19,0.18084615706023024,1.4699074139763868,-2.5369116467858284,2.5904572511692976,1.8766673003455783,1.6806409846244434,-1.4782130768413555,5.126561029520905,2160,marginal,lag1_tfe,contractionary
20,-0.1857215122881189,2.119010353062939,-3.8818402911092367,3.5280393111419492,-3.5914812334425954,2.064750644226877,-6.556518996997696,0.20962789908984564,2133,marginal,lag1_tfe,contractionary
21,1.5226100727621792,2.050313453244343,-2.2952779406521597,4.844889322248871,0.8930043266907282,1.8532602302707983,-3.053618591391277,4.082239034558583,2106,marginal,lag1_tfe,contractionary
22,-1.8047986250986878,1.5027309886908016,-4.85256675203816,0.5526146292339953,2.8064698814037214,1.876578686553926,-0.02499849632008573,6.224811152337336,2079,marginal,lag1_tfe,contractionary
23,-0.30242793404508606,1.999679943253551,-3.7971537786077882,2.8985127580983105,-5.685878401115982,2.0407886484531623,-9.3344710043446,-2.201827298364754,2052,marginal,lag1_tfe,contractionary
24,1.888154220459275,1.9325459860015233,-1.4448309440330427,5.045123269502916,4.984285678968236,2.023554144618353,0.8390033882990067,8.64603781836739,2025,marginal,lag1_tfe,contractionary
