horizon,b_mp_shock,se_mp_shock,b_mp_x_ph2m,se_mp_x_ph2m,ci_lo_ph2m,ci_hi_ph2m,b_mp_x_wh2m,se_mp_x_wh2m,ci_lo_wh2m,ci_hi_wh2m,nobs,response_type,spec,shock_type
0,-0.2961997010120369,0.2031711372253133,0.07931770598275671,0.9842672149169421,-1.539657792362799,1.6982932043283125,0.7977738216513193,0.7286864767426302,-0.40080877252928504,1.9963564158319236,2673,cumulative,lag2,expansionary
1,-0.15827018130760923,0.19227201382588538,0.7293895981356918,0.5095480075885875,-0.10874229025229232,1.567521486523676,-0.03843010543899648,0.6764283650161865,-1.1510557550087246,1.0741955441307318,2646,cumulative,lag2,expansionary
2,0.27718438695761644,0.15338020057740315,-0.9699218121263232,0.7695304715609897,-2.2356867993230933,0.295843175070447,-0.14203200422359466,0.5047552361495916,-0.9722804851269969,0.6882164766798077,2619,cumulative,lag2,expansionary
3,-0.38401357616049653,0.27012677261257406,0.6515462348902757,1.215746606084764,-1.3481789795821904,2.6512714493627416,0.7419409120437639,0.8625543459947816,-0.6768347324085071,2.160716556496035,2592,cumulative,lag2,expansionary
4,-0.34514460303509276,0.2359104076357001,1.307285512855988,0.5448090284276064,0.41115440645093226,2.2034166192610436,0.4156231621093896,0.7804947822852171,-0.8681765113491489,1.699422835567928,2565,cumulative,lag2,expansionary
5,0.15884252104856728,0.30132927937612747,-0.5101397734699105,1.0638206021077272,-2.259968949272504,1.239689402332683,-0.1771623096249137,1.151946505350691,-2.0719456970050705,1.717621077755243,2538,cumulative,lag2,expansionary
6,-0.322420127140507,0.43619419160151574,1.57109504972869,1.292635922756635,-0.5551018361453235,3.6972919356027036,-0.17071474293691596,1.3317610423756225,-2.361266723721131,2.0198372378472995,2511,cumulative,lag2,expansionary
7,-0.24222946262155023,0.34073086866374164,0.8141797692892911,0.8998004374951655,-0.6658602438571526,2.294219782435735,0.288229108716338,1.1893507164054813,-1.668078730880549,2.244536948313225,2484,cumulative,lag2,expansionary
8,0.3042844512818868,0.3201531710559495,-1.1246764124055426,0.8785633310910841,-2.569784494057279,0.3204316692461935,-0.25714328706356326,1.1702781709897654,-2.182079581158213,1.6677930070310867,2457,cumulative,lag2,expansionary
9,-0.4018588940037248,0.36675123940488097,1.0415405996615232,1.2076421645275959,-0.9448539947212184,3.027935194044265,0.5948245127530343,1.2551594334049325,-1.469729033685423,2.6593780591914915,2430,cumulative,lag2,expansionary
10,-0.42662622564468927,0.2767546984468388,0.3278990726480621,0.8079104500673284,-1.0009953613971787,1.656793506693303,1.4199806769052683,1.1281575121506175,-0.4356732987282237,3.27563465253876,2403,cumulative,lag2,expansionary
11,0.18183535233085055,0.3184723748104378,-0.28504687023058733,1.3797737947717654,-2.554572800933521,1.9844790604723463,-0.42270292793031683,0.8665595753504398,-1.8480665884150147,1.0026607325543813,2376,cumulative,lag2,expansionary
12,-0.4285712679522363,0.35436674178619204,0.9714909555928892,1.2324825953036758,-1.0557625114469247,2.9987444226327034,0.8569931173488562,0.8985160094342199,-0.620934199642983,2.3349204343406953,2349,cumulative,lag2,expansionary
13,-0.2664394677501632,0.292912784847627,1.0923680923169055,0.8823760953373672,-0.35901142843404044,2.5437476130678514,0.2568742479714458,1.1195976413689577,-1.584699993160597,2.0984484891034887,2322,cumulative,lag2,expansionary
