horizon,b_mp_shock,se_mp_shock,b_mp_x_ph2m,se_mp_x_ph2m,ci_lo_ph2m,ci_hi_ph2m,b_mp_x_wh2m,se_mp_x_wh2m,ci_lo_wh2m,ci_hi_wh2m,nobs,response_type,spec,shock_type
0,NA,NA,-0.014831193347502714,0.9822282189149052,-1.6304528417237685,1.600790455028763,0.53096990828682,0.7089249717856428,-0.6351079027912643,1.6970477193649043,2673,marginal,lag2_tfe,expansionary
1,NA,NA,0.8082680307183943,1.2634360995807015,-1.2698994200983431,2.8864354815351314,-0.5737182962239056,1.0872107932042718,-2.3620209126867384,1.2145843202389273,2646,marginal,lag2_tfe,expansionary
2,NA,NA,-1.8975334072735663,1.0024300557458072,-3.546384120232223,-0.2486826943149094,-0.29134798620184466,0.8099682560280727,-1.623627209845178,1.0409312374414887,2619,marginal,lag2_tfe,expansionary
3,NA,NA,1.5305732199006683,1.4403270828375467,-0.838554006301103,3.8997004461024396,0.7560161959513786,1.0268853486153213,-0.933059894181859,2.4450922860846163,2592,marginal,lag2_tfe,expansionary
4,NA,NA,0.8608258539546296,1.5378793856842505,-1.6687606314020107,3.39041233931127,-0.23747647854990872,1.3989374247241675,-2.5385237754856065,2.0635708183857893,2565,marginal,lag2_tfe,expansionary
5,NA,NA,-2.064085927270834,1.2897565272425409,-4.185546628990061,0.05737477444839367,-0.8316811611108212,1.558815477604167,-3.395704453196126,1.7323421309744833,2538,marginal,lag2_tfe,expansionary
6,NA,NA,1.9214375886484416,1.7428995210182971,-0.9453770099104868,4.78825218720737,-1.3292042347461057e-4,1.3361008836198127,-2.1978233048185896,2.1975574639716404,2511,marginal,lag2_tfe,expansionary
7,NA,NA,-0.4616748113735492,1.858568001883512,-3.5187471302075934,2.595397507460495,0.5782065163240455,2.388149561173986,-3.34994995107555,4.5063629837236405,2484,marginal,lag2_tfe,expansionary
8,NA,NA,-1.8977682674019662,1.2744826736833053,-3.99410571569676,0.19856918089282716,-0.9664532523133678,1.9605670947390188,-4.191299148976552,2.258392644349817,2457,marginal,lag2_tfe,expansionary
9,NA,NA,1.9862456021355124,1.624589640550407,-0.6859665604316119,4.658457764702637,1.3725119616850294,1.0625158252424558,-0.3751710471583598,3.1201949705284187,2430,marginal,lag2_tfe,expansionary
10,NA,NA,-0.6699836426243209,1.296890593650962,-2.8031788393503527,1.4632115541017112,0.5669804441269474,2.2860675602661975,-3.1932660738330094,4.327226962086904,2403,marginal,lag2_tfe,expansionary
11,NA,NA,-0.9423428978607916,1.4471496341205727,-3.3226922222855104,1.4380064265639274,-2.653586181384523,1.3203679927496037,-4.825398263169343,-0.4817740995997033,2376,marginal,lag2_tfe,expansionary
12,NA,NA,1.5320375303372362,1.8107562168832272,-1.4463914005280656,4.5104664612025385,1.946120973679998,1.4651037633817865,-0.463760265378784,4.35600221273878,2349,marginal,lag2_tfe,expansionary
13,NA,NA,0.10207053435576154,1.5073530587315254,-2.377304611395182,2.5814456801067056,-0.9368685146233882,1.8513171663793542,-3.98201427037999,2.108277241133213,2322,marginal,lag2_tfe,expansionary
14,NA,NA,-1.915490217024273,1.6749033559011242,-4.670461076771428,0.8394806427228825,-0.8092528794653854,1.788035523769446,-3.7503095958556325,2.131803836924862,2295,marginal,lag2_tfe,expansionary
15,NA,NA,1.3187253707202937,1.978273580189703,-1.935245102757012,4.572695844197599,0.6528514408013752,1.561240934545986,-1.9151613729316945,3.220864254534445,2268,marginal,lag2_tfe,expansionary
16,NA,NA,0.3797438428093854,1.5693405354352246,-2.2015916288232082,2.961079314441979,0.3060284595940355,2.1150404605395114,-3.1729035130734906,3.784960432261562,2241,marginal,lag2_tfe,expansionary
17,NA,NA,-2.556023335080332,1.6940389290120899,-5.342469411662854,0.23042274150219022,-1.0506390111727077,2.1659930500568083,-4.613380535510329,2.5121025131649137,2214,marginal,lag2_tfe,expansionary
18,NA,NA,1.345796226036998,2.0431737683458855,-2.0149255573188376,4.706518009392834,0.35825265231629577,1.5842692411437034,-2.24763835504658,2.9641436596791717,2187,marginal,lag2_tfe,expansionary
19,NA,NA,0.6151761006347102,1.4550543684912176,-1.778175354789652,3.0085275560590725,-0.15392707548259033,1.8252515419619384,-3.156198694377451,2.8483445434122703,2160,marginal,lag2_tfe,expansionary
20,NA,NA,-0.9754877189020578,1.8208233964232954,-3.970475686547012,2.019500248742897,-0.035583016587727063,1.9554531603223666,-3.252017239677689,3.180851206502235,2133,marginal,lag2_tfe,expansionary
21,NA,NA,0.6796139039364917,2.098343962368269,-2.7718547731566776,4.131082581029661,0.557602478446184,1.8482075760690584,-2.482428456410194,3.5976334133025625,2106,marginal,lag2_tfe,expansionary
22,NA,NA,0.7886786294896483,1.359871996172085,-1.4481117556037435,3.0254690145830403,-0.37089082168951953,2.111654561362718,-3.8442534858156048,3.1024718424365654,2079,marginal,lag2_tfe,expansionary
23,NA,NA,-1.3364551419021398,2.102844014495539,-4.79532574605832,2.1224154622540405,0.6402827321583153,1.755572243995155,-2.2473766407524494,3.52794210506908,2052,marginal,lag2_tfe,expansionary
24,NA,NA,-0.1284329870940099,1.9527730698788004,-3.340458853697314,3.0835928795092946,-1.5696921482842603,1.405897584728906,-3.882187889647915,0.7428035930793944,2025,marginal,lag2_tfe,expansionary
