horizon,b_mp_shock,se_mp_shock,b_mp_x_ph2m,se_mp_x_ph2m,ci_lo_ph2m,ci_hi_ph2m,b_mp_x_wh2m,se_mp_x_wh2m,ci_lo_wh2m,ci_hi_wh2m,nobs,response_type,spec,shock_type
0,-0.2961997010120369,0.2031711372253133,0.07931770598275671,0.9842672149169421,-1.539657792362799,1.6982932043283125,0.7977738216513193,0.7286864767426302,-0.40080877252928504,1.9963564158319236,2673,marginal,lag2,expansionary
1,0.14830218439984474,0.3235065676562122,0.6845352383200285,1.2023169157367954,-1.2931001012747463,2.6621705779148033,-0.913095517429912,1.0545756838100233,-2.647718155839657,0.8215271209798332,2646,marginal,lag2,expansionary
2,0.44553874767260837,0.2684897430970274,-1.720675106573354,0.9999075969387898,-3.3653767440144526,-0.07597346913225556,-0.13515399530642894,0.8291045798401269,-1.4989096705785374,1.2286016799656796,2619,marginal,lag2,expansionary
3,-0.6491372943289615,0.3183635896483792,1.6193424498732691,1.3874578744060848,-0.6628226670859589,3.901507566832497,0.8300673684929892,1.0183410701971538,-0.8449546342944422,2.5050893712804205,2592,marginal,lag2,expansionary
4,0.05115323038170018,0.45581827211369863,0.680238121395926,1.4344957505767313,-1.6792974167866839,3.0397736595785356,-0.3939692282207151,1.2296035297576466,-2.4164870538549117,1.6285485974134817,2565,marginal,lag2,expansionary
5,0.523433749214595,0.4444216356295301,-1.8384657701399327,1.2624603520717375,-3.9150282591275616,0.23809671884769634,-0.6621334962411367,1.6121303172399928,-3.313851895671765,1.9895849031894917,2538,marginal,lag2,expansionary
6,-0.4639756941490578,0.4421690222861543,2.06756438160912,1.622322203466587,-0.6009181788467988,4.736046942065038,-0.06068974384047897,1.2418660701565407,-2.1033776535254356,1.9819981658444776,2511,marginal,lag2,expansionary
7,0.08627121622899563,0.7054800471426839,-0.7359905412939598,1.6609415354643482,-3.4679962500568395,1.9960151674689197,0.4092032931752623,2.2635516942726372,-3.3140079209412336,4.132414507291758,2484,marginal,lag2,expansionary
8,0.5529411013624818,0.5313589772497047,-1.9308012453825667,1.3131221573353795,-4.090694988506007,0.22909249774087326,-0.5931820461297015,2.074463258730665,-4.005370461230404,2.8190063689710017,2457,marginal,lag2,expansionary
9,-0.7097904612555412,0.4015530752938447,1.9763330311547507,1.5647148471364625,-0.5973938603024771,4.550059922611979,1.091899673169609,1.052869702039144,-0.6399168749367923,2.82371622127601,2430,marginal,lag2,expansionary
10,-0.017724085742918005,0.5572601176705101,-0.6912689100404358,1.1886544155220289,-2.6464314366037267,1.263893616522855,0.7722623555888743,2.1479572361045935,-2.760812894754425,4.3053376059321735,2403,marginal,lag2,expansionary
11,0.6176736500001541,0.38678310087226436,-0.614497908103454,1.4525551896953453,-3.0037385802210252,1.7747427640141176,-1.8907620801852163,1.49776624445768,-4.354368319706916,0.572844159336483,2376,marginal,lag2,expansionary
12,-0.6040049574350205,0.496735866940336,1.2883400464062997,1.7345860472609684,-1.5648001046903206,4.14148019750292,1.214659792277179,1.36818796260336,-1.035809140362302,3.46512872491666,2349,marginal,lag2,expansionary
13,0.17310595109011231,0.520308908270352,0.13514112280523952,1.3813801495686369,-2.137027026411499,2.4073092720219784,-0.6569732907000534,1.6942627686507628,-3.4437875507241023,2.129840969323996,2322,marginal,lag2,expansionary
14,0.4841146876235327,0.4972460414729827,-1.751400528623147,1.638007417114428,-4.445682969637226,0.9428819123909318,-0.5344057851904731,1.8362544580406415,-3.554775590504431,2.4859640201234847,2295,marginal,lag2,expansionary
15,-0.20910209056281623,0.5510888985307407,1.1220650948779898,1.8814085030957053,-1.9725765052163198,4.2167066949722996,-0.1495638963708937,1.5872572015306579,-2.760369661213439,2.4612418684716517,2268,marginal,lag2,expansionary
16,-0.31473967564418354,0.5513026643120241,0.5753947612410529,1.3947189563667792,-1.7187137727168151,2.8695032951989212,0.894769488393052,1.8546722687428507,-2.1558949196549406,3.9454338964410445,2241,marginal,lag2,expansionary
17,0.872764040260289,0.5713022886768752,-2.6398884270379774,1.6317185598405866,-5.323826618355798,0.044049764279843195,-1.3131887621585896,2.1327124698643782,-4.821188603459643,2.1948110791424638,2214,marginal,lag2,expansionary
18,-0.3480577868025755,0.5548049434382778,1.3039747607893315,1.9316423552227102,-1.873294173171826,4.481243694750489,0.1711960456591433,1.6611480215925154,-2.561149302560567,2.9035413938788537,2187,marginal,lag2,expansionary
19,-0.16408913390511876,0.499423020650964,0.665311037275501,1.308369869831534,-1.4867658885109227,2.8173879630619245,0.1490363339784759,1.6447856498431577,-2.556395307723775,2.8544679756807265,2160,marginal,lag2,expansionary
