UF,ref_month_yyyymm,mean_income,n_obs,total_weight,uf_code,year,month,mean_income_sa,mean_income_trend
21,201401,1594.63296630482,4265,2313043.91470046,21,2014,1,1627.4410547572,1646.11685538592
21,201402,1700.44832372305,4171,2358044.28774523,21,2014,2,1693.08509552051,1640.06770889788
21,201403,1706.68858162271,4276,2373327.61466009,21,2014,3,1628.48882623866,1634.01856240984
21,201404,1564.97451372043,4293,2294426.65050726,21,2014,4,1621.63231100627,1627.9694159218
21,201405,1610.02702309042,4126,2370947.77140419,21,2014,5,1590.39239874902,1628.55577436815
21,201406,1580.49233067807,4154,2355545.93343843,21,2014,6,1537.90251407605,1629.1421328145
21,201407,1527.91289555105,4228,2311227.6356149,21,2014,7,1557.49462361754,1629.72849126085
21,201408,1642.33608386076,4274,2379385.91766673,21,2014,8,1655.87982086383,1630.67425993128
21,201409,1656.3405799573,4322,2437918.83977352,21,2014,9,1625.65704049952,1631.62002860171
21,201410,1659.26154505514,4256,2301086.22765436,21,2014,10,1700.11088687205,1632.56579727214
21,201411,1615.91333825875,4393,2433541.26569895,21,2014,11,1665.55061206265,1635.48280238769
21,201412,1722.61353248204,4219,2408184.09513779,21,2014,12,1677.44879100135,1638.39980750324
21,201501,1646.34459959052,4161,2251082.60959115,21,2015,1,1682.39737491237,1641.31681261879
21,201502,1607.92853412134,4107,2362629.28503114,21,2015,2,1601.62314118461,1642.68365183187
21,201503,1688.13201507929,4233,2330674.39687252,21,2015,3,1603.8773980796,1644.05049104494
21,201504,1606.16832000532,4136,2251746.46373346,21,2015,4,1665.39909017093,1645.41733025802
21,201505,1598.90288282398,4225,2390843.81242442,21,2015,5,1578.58488984167,1643.99861520142
21,201506,1694.34070521029,4191,2327510.4852049,21,2015,6,1648.90476494715,1642.57990014483
21,201507,1679.41498427303,4242,2308952.21967495,21,2015,7,1711.03755577353,1641.16118508823
21,201508,1572.96025490474,4347,2418193.74849451,21,2015,8,1588.8764226539,1640.3215328506
21,201509,1674.30980479119,4271,2419493.49961245,21,2015,9,1641.98670163171,1639.48188061296
21,201510,1677.91809007762,4157,2343178.0410306,21,2015,10,1720.54291189153,1638.64222837533
21,201511,1561.15992614341,4200,2389007.50911796,21,2015,11,1610.40290090419,1640.63962561075
21,201512,1671.26353893514,4228,2355180.80052481,21,2015,12,1624.25474733704,1642.63702284617
21,201601,1687.51765914199,4208,2355647.14054159,21,2016,1,1726.82444916742,1644.63442008159
21,201602,1477.97785143197,4274,2318748.75197197,21,2016,2,1472.7187347099,1648.73950132455
21,201603,1659.2440535728,4140,2266094.70192792,21,2016,3,1568.90212902107,1652.84458256752
21,201604,1664.85598826771,4156,2285571.50484994,21,2016,4,1726.60336386572,1656.94966381049
21,201605,1597.14930255626,4183,2263645.03784297,21,2016,5,1576.06765197471,1663.56160422907
21,201606,1689.53089773993,3989,2208924.04304337,21,2016,6,1641.14577555656,1670.17354464764
21,201607,1718.5867252281,3957,2204677.2687021,21,2016,7,1752.12431260268,1676.78548506622
21,201608,1714.85237593541,3928,2173641.29429646,21,2016,8,1732.99141734199,1688.83443137298
21,201609,1686.7074715554,4034,2196696.95923791,21,2016,9,1652.57151807678,1700.88337767974
21,201610,1651.0388935341,3931,2175666.00684349,21,2016,10,1695.24616847119,1712.9323239865
21,201611,1698.45440551108,3933,2193020.45792129,21,2016,11,1747.09031409853,1725.08356913355
21,201612,1779.99098473853,3877,2137804.86336588,21,2016,12,1730.91904149862,1737.2348142806
21,201701,1618.14307224773,3838,2154734.53172472,21,2017,1,1665.59859136955,1749.38605942766
21,201702,1795.92004452028,3836,2167745.1359289,21,2017,2,1796.95976487858,1756.86705574224
21,201703,1935.4696468883,3880,2159998.87307732,21,2017,3,1828.33788166399,1764.34805205682
21,201704,1656.07552044429,3822,2104822.59409392,21,2017,4,1723.18869348758,1771.8290483714
21,201705,1899.9743242126,3730,2168989.76540301,21,2017,5,1877.56855825367,1776.80851855546
21,201706,2056.81532300929,3787,2121405.58323047,21,2017,6,2001.37046661779,1781.78798873953
21,201707,1671.04236652113,3800,2115297.78111434,21,2017,7,1708.12972634549,1786.7674589236
21,201708,1765.08039821377,3875,2216124.4211045,21,2017,8,1788.46259008631,1789.67555805676
21,201709,2215.12082653276,4027,2261542.53783586,21,2017,9,2178.0239620717,1792.58365718992
21,201710,1721.73340181244,3845,2076152.62590384,21,2017,10,1771.77772599546,1795.49175632309
21,201711,1752.37053657719,3804,2235271.50797986,21,2017,11,1799.53251886564,1796.32355792229
21,201712,2257.78518965977,3640,2216961.44778409,21,2017,12,2204.12009019613,1797.1553595215
21,201801,1715.28130824514,3758,2014032.95900733,21,2018,1,1770.92737459896,1797.98716112071
21,201802,1774.82807660539,3515,2065945.52179441,21,2018,2,1782.28042693737,1802.00017867141
21,201803,2065.7781630159,3465,2160419.03223218,21,2018,3,1942.04232476998,1806.01319622212
21,201804,1648.61699235648,3436,1911566.34801315,21,2018,4,1721.36296162181,1810.02621377282
21,201805,1822.9528254157,3383,2000423.43096594,21,2018,5,1799.57117398194,1816.75740854817
21,201806,1966.24154671613,3321,2057680.72012942,21,2018,6,1904.17413033946,1823.48860332352
21,201807,1726.68010962939,3531,1932965.49724609,21,2018,7,1767.84336044692,1830.21979809886
21,201808,1747.37203787303,3457,1984955.67370266,21,2018,8,1776.61277658607,1835.2561553488
21,201809,1950.1298651966,3428,2069087.38427658,21,2018,9,1910.77676395878,1840.29251259874
21,201810,1722.02575707608,3625,1977217.39837607,21,2018,10,1778.66268485378,1845.32886984867
21,201811,1862.99183198435,3453,2040401.75958065,21,2018,11,1909.48632246562,1846.2662058263
21,201812,2038.96177493916,3213,1988902.0038742,21,2018,12,1981.48833703421,1847.20354180394
21,201901,1684.29368547088,3345,1852716.40584837,21,2019,1,1733.37387563693,1848.14087778157
21,201902,1969.57690680398,3205,1892762.13912355,21,2019,2,1974.06532944416,1847.89860934355
21,201903,2026.25863932675,3146,1952143.93092992,21,2019,3,1913.81579902911,1847.65634090554
21,201904,1730.040134977,3339,1915198.50723961,21,2019,4,1795.09208038276,1847.41407246752
21,201905,1813.52507519527,3396,1992891.41699258,21,2019,5,1783.50462185768,1846.89997257139
21,201906,1894.40292638021,3510,2177333.55426565,21,2019,6,1843.09769136191,1846.38587267526
21,201907,1782.60862615397,3472,1964878.26767917,21,2019,7,1818.52728517948,1845.87177277912
21,201908,1720.40527832969,3535,2086868.14842614,21,2019,8,1745.50250489331,1849.10692908819
21,201909,2081.93232585408,3514,2257827.85896103,21,2019,9,2050.12440388681,1852.34208539726
21,201910,1731.02368912428,3689,2103046.20142765,21,2019,10,1779.05379592728,1855.57724170633
21,201911,1793.06591188343,3553,2166426.82214128,21,2019,11,1843.70608441577,1862.51518215952
21,201912,2080.65412836402,3398,2335341.71672279,21,2019,12,2038.37292088976,1869.45312261271
21,202001,1806.75659994908,3562,2041071.2639679,21,2020,1,1848.364164109,1876.39106306589
21,202002,1754.71666887213,3336,2057258.96931123,21,2020,2,1755.31638727583,1878.49133007912
21,202003,2120.77573781198,2227,2183947.70447233,21,2020,3,2018.6830921916,1880.59159709235
21,202004,1852.34765282342,1962,1879050.41434727,21,2020,4,1908.79771735439,1882.69186410558
21,202005,1953.94066168016,1721,1913267.65799989,21,2020,5,1916.40849567931,1877.43089044055
21,202006,1990.84383410549,1629,1951495.08043965,21,2020,6,1949.47952222132,1872.16991677553
21,202007,1871.63475047729,2039,1767665.32442681,21,2020,7,1901.53921202173,1866.9089431105
21,202008,1866.47991563614,1969,1891878.13228768,21,2020,8,1886.72867507945,1856.61091238952
21,202009,1790.87367338238,2150,2050791.12949057,21,2020,9,1765.97062643294,1846.31288166854
21,202010,1823.99143235969,1951,1860828.92684705,21,2020,10,1862.85300169101,1836.01485094756
21,202011,1728.00017589037,1824,2022837.11074571,21,2020,11,1782.30290173253,1824.84276895553
21,202012,1722.56097555239,1947,2251852.47994672,21,2020,12,1695.07924447412,1813.6706869635
21,202101,1884.35781487212,1870,1864974.27572311,21,2021,1,1917.2971939924,1802.49860497147
21,202102,2119.59778808611,1764,1996714.03152699,21,2021,2,2123.36258443339,1794.86615988769
21,202103,1679.5902221155,1763,2230591.20072151,21,2021,3,1586.17130491746,1787.23371480391
21,202104,1742.40302614919,1789,1959635.54451589,21,2021,4,1790.24854033696,1779.60126972012
21,202105,1939.78894338549,1936,2222232.29008393,21,2021,5,1902.11670588387,1775.01587809374
21,202106,1730.39419143947,2270,2121455.03858577,21,2021,6,1689.97470573327,1770.43048646735
21,202107,1676.61756150968,2667,2103700.55630907,21,2021,7,1701.808459151,1765.84509484096
21,202108,1824.87175947345,2564,2259926.47682527,21,2021,8,1845.70332995604,1762.20538001507
21,202109,1804.50409539717,2648,2220589.45471329,21,2021,9,1780.45800767696,1758.56566518919
21,202110,1673.46912047696,2831,2174658.52605553,21,2021,10,1704.05308156657,1754.9259503633
21,202111,1756.99375331128,2700,2282543.09010354,21,2021,11,1814.0347277597,1754.38024064128
21,202112,1728.57561036809,2747,2303939.25468839,21,2021,12,1709.97628819879,1753.83453091925
21,202201,1645.1548252789,2967,2121732.00926539,21,2022,1,1670.09812774455,1753.28882119722
21,202202,1799.73090831093,2850,2309987.56248561,21,2022,2,1807.2908266262,1758.53438213903
21,202203,1833.59936586503,2702,2272609.58516008,21,2022,3,1749.44215675313,1763.77994308084
21,202204,1686.08155836625,3022,2232671.34958035,21,2022,4,1725.83404265205,1769.02550402264
21,202205,1766.39976034967,3168,2399052.69900483,21,2022,5,1729.02251256598,1781.13400154042
21,202206,1723.8347806983,3211,2463384.6980449,21,2022,6,1684.70355866513,1793.2424990582
21,202207,1890.50191332891,3460,2378413.75895973,21,2022,7,1911.23106083852,1805.35099657598
21,202208,1783.01628981156,3296,2438768.78636325,21,2022,8,1804.59046455837,1820.80090278342
21,202209,1816.38044581015,3358,2577695.32815328,21,2022,9,1793.25908999765,1836.25080899086
21,202210,1889.34482267378,3449,2485488.66819324,21,2022,10,1911.64630359096,1851.7007151983
21,202211,1732.63809147807,3240,2429596.30274873,21,2022,11,1792.33979799282,1864.30069904769
21,202212,1963.29210640774,3184,2461229.81994119,21,2022,12,1953.45399837398,1876.90068289708
21,202301,1916.36786105983,3225,2389185.38357831,21,2023,1,1938.08395824708,1889.50066674647
21,202302,2001.66444857633,2967,2230941.02514492,21,2023,2,2009.86414295571,1897.67028313381
21,202303,1919.473108825,2936,2330459.79698588,21,2023,3,1839.22996155627,1905.83989952115
21,202304,1942.09463043418,3122,2396459.9432367,21,2023,4,1978.59271207111,1914.00951590849
21,202305,1952.96608129153,3005,2314360.37164517,21,2023,5,1915.23475010124,1919.06884576478
21,202306,1892.05891282369,3081,2259507.80790624,21,2023,6,1854.52060492176,1924.12817562108
21,202307,1880.91424996104,3243,2410593.65274266,21,2023,7,1899.60947306468,1929.18750547738
21,202308,1981.14032925355,3197,2486635.34891882,21,2023,8,2002.21375192222,1934.74160817642
21,202309,1884.1483142282,3158,2276647.74292752,21,2023,9,1861.93917651743,1940.29571087547
21,202310,1946.48632240706,3178,2432536.8019809,21,2023,10,1965.38156902731,1945.84981357452
21,202311,1899.56004965017,3220,2459508.78591562,21,2023,11,1960.4213271717,1957.43817260662
21,202312,1880.54326952684,3026,2278451.47993319,21,2023,12,1874.03415811507,1969.02653163872
21,202401,2065.6224846707,3072,2231612.36961721,21,2024,1,2084.20253560863,1980.61489067082
21,202402,1928.24952592306,3024,2258239.15441228,21,2024,2,1937.19772639911,1993.49070102226
21,202403,1961.6182361869,3052,2268011.82175026,21,2024,3,1885.41545179738,2006.3665113737
21,202404,2044.02098300819,3213,2335201.26751498,21,2024,4,2077.39223043273,2019.24232172514
21,202405,2179.1497591054,3125,2360247.43937159,21,2024,5,2141.19318034547,2028.67198455574
21,202406,2014.765675178,3190,2338015.49696511,21,2024,6,1978.94090274549,2038.10164738635
21,202407,2108.12950927946,3391,2408798.5696006,21,2024,7,2124.90321481654,2047.53131021695
21,202408,2075.32395664915,3193,2353134.64862489,21,2024,8,2095.9921903249,2052.13888017171
21,202409,2050.40094228259,3284,2441580.10286672,21,2024,9,2029.18274200459,2056.74645012648
21,202410,2167.86479130948,3447,2492356.66732525,21,2024,10,2183.41263351302,2061.35402008124
21,202411,1998.81745612425,3171,2431545.41065676,21,2024,11,2060.87724508196,2061.54649720921
21,202412,1987.80940983506,3026,2318122.53167614,21,2024,12,1984.65254388441,2061.73897433718
21,202501,2108.13347617662,3389,2456658.69388232,21,2025,1,2124.05549020482,2061.93145146515
21,202502,1963.29328276585,3051,2379266.21055639,21,2025,2,1972.62912119814,2060.93887463368
21,202503,2096.8907185322,3239,2400987.16362967,21,2025,3,2024.23743670569,2059.94629780221
21,202504,2117.12550072539,3388,2443580.10024192,21,2025,4,2147.91657507661,2058.95372097074
21,202505,1963.29713308272,3204,2527959.51618402,21,2025,5,1925.03079002927,2057.59355030312
21,202506,2250.71485967373,3344,2528988.46443316,21,2025,6,2216.62109164654,2056.23337963549
21,202507,2058.42997436288,3644,2653062.19456664,21,2025,7,2073.55961336578,2054.87320896787
21,202508,1918.79300246118,3308,2721142.08845876,21,2025,8,1938.85267396913,2053.80788301194
21,202509,2130.80149443525,3586,2606834.47903825,21,2025,9,2110.64749050825,2052.74255705601
21,202510,2090.89209475019,3829,2802062.91666861,21,2025,10,2103.59701029977,2051.67723110008
21,202511,1960.13678307853,3014,2766277.62098944,21,2025,11,2023.09778760685,2050.74464809883
21,202512,2026.62592042488,3265,2656918.19633744,21,2025,12,2026.18216147277,2049.81206509758
22,201201,1671.91243893988,1704,1230108.80424769,22,2012,1,1792.17612988983,1794.06442444007
22,201202,1939.68271103847,1618,1251021.00567027,22,2012,2,1899.73131040185,1797.7651174187
22,201203,1798.46594083443,1602,1179549.5292619,22,2012,3,1699.30447996173,1801.46581039732
22,201204,1665.36077666079,1808,1282117.8608854,22,2012,4,1755.64710570078,1805.16650337595
22,201205,1893.25630783869,1652,1226198.95101239,22,2012,5,1871.7747311489,1808.94481054525
22,201206,1854.27445891197,1725,1228355.50079965,22,2012,6,1792.93685773085,1812.72311771456
22,201207,1639.61224619168,1844,1284732.62548667,22,2012,7,1765.58475529523,1816.50142488387
22,201208,1959.2002750477,1668,1236722.1308521,22,2012,8,1899.96281520905,1820.90732803887
22,201209,1964.83091937699,1714,1251866.44914788,22,2012,9,1890.12804669484,1825.31323119386
22,201210,1689.9516705535,1812,1248360.66708513,22,2012,10,1770.91621561637,1829.71913434886
22,201211,1805.2934717703,1678,1287083.7444444,22,2012,11,1806.24336055941,1839.52370487615
22,201212,1899.42044214259,1637,1199663.57145243,22,2012,12,1839.51224959927,1849.32827540344
22,201301,1690.29202837866,1736,1209611.97518515,22,2013,1,1807.89216410722,1859.13284593073
22,201302,1895.03143203061,1611,1252998.06675745,22,2013,2,1855.77761993459,1874.76577034548
22,201303,1901.21292479292,1700,1232177.0482317,22,2013,3,1802.17763042443,1890.39869476023
22,201304,1797.56725502139,1732,1209954.60527264,22,2013,4,1884.61127654947,1906.03161917498
22,201305,1939.95116485623,1625,1257106.50718672,22,2013,5,1919.68679338291,1922.46498553005
22,201306,1951.40706422697,1734,1273727.76973037,22,2013,6,1891.86272473236,1938.89835188511
22,201307,1963.64068694849,1747,1217445.31935175,22,2013,7,2086.08929657435,1955.33171824018
22,201308,2148.91469012973,1614,1234609.79137475,22,2013,8,2091.46848552347,1969.2399983192
22,201309,2059.07750503546,1709,1270575.57518566,22,2013,9,1987.65553132492,1983.14827839823
22,201310,1943.4017175841,1748,1234734.79492418,22,2013,10,2023.1268749793,1997.05655847726
22,201311,2025.17990196202,1646,1280559.99996503,22,2013,11,2023.49971728408,2002.80702755296
22,201312,2120.45187487307,1717,1268907.38760773,22,2013,12,2065.27260909315,2008.55749662867
22,201401,1707.63801937377,1812,1271063.85680783,22,2014,1,1822.53637504523,2014.30796570437
22,201402,2101.46462202568,1690,1318046.76975269,22,2014,2,2062.87525682459,2012.53344111841
22,201403,2204.69177531996,1699,1255511.12320077,22,2014,3,2105.75458900004,2010.75891653244
22,201404,1814.03079034477,1818,1277627.69581237,22,2014,4,1897.8142500437,2008.98439194648
22,201405,2143.04825688458,1747,1379559.95859806,22,2014,5,2123.99264044893,2007.59208267191
22,201406,2059.42715626588,1713,1245113.48394034,22,2014,6,2001.67875370764,2006.19977339734
22,201407,1753.2647840721,1804,1258903.06490367,22,2014,7,1872.20329489874,2004.80746412277
22,201408,2165.43774753995,1770,1434112.68376144,22,2014,8,2109.80597968212,2002.48962868909
22,201409,2003.41918151318,1749,1272480.0182896,22,2014,9,1935.31066912784,2000.17179325542
22,201410,1923.3153081494,1839,1262652.66370204,22,2014,10,2001.83762535001,1997.85395782175
22,201411,2023.66088697625,1744,1378796.11979032,22,2014,11,2019.39116142382,1995.58442492104
22,201412,2044.08898109392,1719,1302948.36459295,22,2014,12,1993.67479913875,1993.31489202033
22,201501,1931.68625409358,1738,1224529.02156682,22,2015,1,2042.96631374021,1991.04535911962
22,201502,1985.64916167641,1715,1337746.37597712,22,2015,2,1948.6491621456,1990.30875729778
22,201503,2031.78811333539,1757,1284794.88620862,22,2015,3,1932.68531758737,1989.57215547594
22,201504,1956.73142383777,1774,1241614.58563001,22,2015,4,2035.43095299583,1988.8355536541
22,201505,1964.56801437329,1665,1322389.27527511,22,2015,5,1947.10663163635,1988.47768357071
22,201506,2118.81110416255,1749,1323406.36670052,22,2015,6,2063.82206456317,1988.11981348732
22,201507,1797.42537859232,1787,1278875.41445291,22,2015,7,1910.90932082912,1987.76194340394
22,201508,1991.11855432497,1642,1289435.84142806,22,2015,8,1938.52353934194,1989.12675650238
22,201509,2174.62255437813,1657,1241803.01340838,22,2015,9,2112.42355875357,1990.49156960082
22,201510,1893.83030183144,1711,1274793.89812955,22,2015,10,1969.79916783317,1991.85638269925
22,201511,1902.67552241766,1575,1294055.0711764,22,2015,11,1893.93207843109,1994.15898556176
22,201512,2257.32866785462,1663,1226207.39911662,22,2015,12,2214.45701839341,1996.46158842427
22,201601,1804.00606928526,1669,1203714.55656204,22,2016,1,1911.57379859389,1998.76419128678
22,201602,1986.72342068071,1547,1297539.52813214,22,2016,2,1951.2707330149,2000.8970233311
22,201603,2258.42176000717,1582,1181821.46720617,22,2016,3,2159.16328153366,2003.02985537541
22,201604,1773.22972114277,1665,1170646.2418414,22,2016,4,1846.93172772998,2005.16268741973
22,201605,2067.18051462493,1479,1233680.27822107,22,2016,5,2051.47625482414,2008.93057339316
22,201606,2323.90432927605,1571,1216734.93480286,22,2016,6,2271.91543763407,2012.69845936658
22,201607,1790.30659080174,1541,1120685.09282155,22,2016,7,1898.65464520832,2016.46634534
22,201608,1968.89725291995,1532,1313417.4477974,22,2016,8,1919.71216755787,2020.61639380928
22,201609,2195.2222113827,1605,1187737.0017867,22,2016,9,2139.36040525156,2024.76644227855
22,201610,1966.65084409835,1570,1112530.87664237,22,2016,10,2040.49919896247,2028.91649074782
22,201611,1847.51896015965,1577,1324938.37760016,22,2016,11,1834.74000512881,2027.15550181972
22,201612,2150.53102162365,1630,1224765.36142774,22,2016,12,2115.57717584166,2025.39451289161
22,201701,1994.14968539655,1545,1100081.82629295,22,2017,1,2089.21621835067,2023.63352396351
22,201702,2063.2923766673,1450,1229251.09988118,22,2017,2,2031.44002029283,2019.28124144535
22,201703,2350.87900006529,1574,1179930.51566056,22,2017,3,2251.69914941086,2014.92895892719
22,201704,1934.32942036084,1603,1205323.33391043,22,2017,4,1993.93584060565,2010.57667640902
22,201705,1899.68345533191,1447,1214150.06175148,22,2017,5,1889.17552256075,2008.64417470393
22,201706,2404.34236410928,1567,1185342.79161507,22,2017,6,2359.16193210288,2006.71167299883
22,201707,1828.99588343759,1612,1211229.92976024,22,2017,7,1923.80518679795,2004.77917129374
22,201708,1897.43102612423,1551,1279282.42090446,22,2017,8,1862.04149996555,2000.492300654
22,201709,2394.05792434052,1580,1167966.95519414,22,2017,9,2352.08259828506,1996.20543001426
22,201710,1837.8617089729,1603,1217638.04443069,22,2017,10,1906.03837324764,1991.91855937452
22,201711,2043.1541451676,1512,1201410.72667727,22,2017,11,2018.79394114132,1992.03436340596
22,201712,2201.39045166196,1511,1155085.61702702,22,2017,12,2187.30419909233,1992.15016743739
22,201801,1928.35988142806,1565,1203094.57394615,22,2018,1,2009.80280175894,1992.26597146883
22,201802,1975.57434923482,1463,1146221.42056461,22,2018,2,1946.24540891535,1993.73055017532
22,201803,2079.92413905864,1504,1160643.80974169,22,2018,3,1979.79150201931,1995.19512888182
22,201804,2056.60248523353,1569,1183215.21631892,22,2018,4,2101.15761670916,1996.65970758831
22,201805,1909.21012459724,1483,1151858.90082366,22,2018,5,1903.01852820616,1997.60498097647
22,201806,1972.63901574002,1546,1190748.33250192,22,2018,6,1933.47825037087,1998.55025436463
22,201807,2000.53425581281,1653,1229639.02753052,22,2018,7,2081.10721277983,1999.49552775279
22,201808,1975.8129179285,1540,1195485.36176419,22,2018,8,1953.61856888517,2004.56780792968
22,201809,1896.86748559907,1573,1209509.68675217,22,2018,9,1868.2754707903,2009.64008810656
22,201810,2015.89596108048,1707,1254284.04588081,22,2018,10,2077.99124795314,2014.71236828345
22,201811,2081.11232089284,1493,1187745.22954158,22,2018,11,2044.85466307471,2018.5771999634
22,201812,1935.17924921785,1509,1201608.77309581,22,2018,12,1941.72894335898,2022.44203164335
22,201901,2247.90890669306,1620,1195001.16392741,22,2019,1,2319.49514062653,2026.3068633233
22,201902,2085.21681684282,1438,1143229.81128874,22,2019,2,2040.60598145919,2024.7659838467
22,201903,2098.03417185336,1556,1246556.28326429,22,2019,3,2029.75984396548,2023.2251043701
22,201904,2170.84271911499,1585,1200009.15447733,22,2019,4,2201.39862737885,2021.6842248935
22,201905,2058.25527876221,1497,1184920.43556357,22,2019,5,2036.15550068767,2012.06931750658
22,201906,1925.89303865487,1561,1258714.87097654,22,2019,6,1919.67987361402,2002.45441011966
22,201907,1992.06737469924,1665,1310067.98976326,22,2019,7,2032.82550267175,1992.83950273274
22,201908,2089.08009256604,1485,1191764.63595594,22,2019,8,2058.21535573477,1980.86375036473
22,201909,1922.59324391036,1566,1276765.63214029,22,2019,9,1929.79973189704,1968.88799799671
22,201910,1823.24481952165,1555,1215027.91733743,22,2019,10,1882.39428796524,1956.9122456287
22,201911,1998.19860317924,1467,1160415.99041042,22,2019,11,1933.65728015896,1954.44648609184
22,201912,1827.53278802113,1518,1297224.87152774,22,2019,12,1867.45181302464,1951.98072655498
22,202001,1840.04721820893,1488,1161788.31402311,22,2020,1,1902.08697931629,1949.51496701812
22,202002,1905.62349842751,1433,1153053.75361584,22,2020,2,1845.97318858381,1957.299096097
22,202003,2048.86292712898,952,1206588.22465927,22,2020,3,2012.62153602943,1965.08322517588
22,202004,1926.28826555477,850,1085399.28782735,22,2020,4,1942.94744113006,1972.86735425476
22,202005,1908.58939219566,882,964546.522146401,22,2020,5,1870.61178584714,1981.14847687015
22,202006,2193.73285344527,829,1010956.59139755,22,2020,6,2220.44088773996,1989.42959948553
22,202007,2035.13599430661,903,1083367.38494027,22,2020,7,2035.99613788961,1997.71072210091
22,202008,2076.38845406481,867,1034965.59478265,22,2020,8,2036.7517028104,1998.55693903656
22,202009,2066.15471139075,912,1220585.35503431,22,2020,9,2109.03960429749,1999.40315597221
22,202010,2065.94546506568,845,1176676.53911188,22,2020,10,2122.06971495123,2000.24937290787
22,202011,2053.21933473392,728,1101454.38973184,22,2020,11,1960.35564412892,1989.91285602662
22,202012,1925.87622535601,809,1272296.74638154,22,2020,12,1999.22017607702,1979.57633914538
22,202101,1899.51478672549,830,1167439.78123788,22,2021,1,1953.92876501932,1969.23982226413
22,202102,2071.24699378439,663,1095259.84628996,22,2021,2,2002.72407471408,1958.80577791311
22,202103,1891.61314641161,754,1273369.9935185,22,2021,3,1874.59509591969,1948.37173356209
22,202104,1727.39970309524,869,1207242.95144568,22,2021,4,1739.14716996858,1937.93768921106
22,202105,2066.42498757082,799,1144688.11460807,22,2021,5,2018.24003547029,1933.61183070171
22,202106,1825.78077278387,1000,1302940.55743179,22,2021,6,1865.48038565238,1929.28597219237
22,202107,1756.97202936845,1089,1217469.14611905,22,2021,7,1742.77028065123,1924.96011368302
22,202108,2359.68538826251,1035,1263007.46783881,22,2021,8,2311.88642690316,1929.60392652472
22,202109,1906.84723537024,1151,1289206.6399594,22,2021,9,1964.61900881835,1934.24773936642
22,202110,1867.738702212,1141,1234696.66076053,22,2021,10,1926.68134380829,1938.89155220811
22,202111,2259.72427246106,1146,1331173.71046552,22,2021,11,2151.83608093282,1953.18276081501
22,202112,1771.65478371867,1342,1312422.65743047,22,2021,12,1856.0007181686,1967.47396942191
22,202201,1754.31082558471,1312,1207499.58357688,22,2022,1,1802.41406985452,1981.76517802881
22,202202,2154.61543648217,1216,1330118.87689563,22,2022,2,2078.43592572248,1996.25794677111
22,202203,1816.0720801707,1387,1294284.6364293,22,2022,3,1819.39435657132,2010.75071551341
22,202204,2105.8156434418,1280,1211564.5551768,22,2022,4,2113.61973950678,2025.24348425572
22,202205,2220.73301575495,1278,1347769.04468239,22,2022,5,2163.16040740467,2040.36171863483
22,202206,1853.53339662432,1411,1366722.50604304,22,2022,6,1906.88103008692,2055.47995301395
22,202207,2301.00968105972,1352,1259093.56180196,22,2022,7,2272.23923458056,2070.59818739306
22,202208,2639.80452635441,1318,1382985.68628973,22,2022,8,2584.18415641439,2086.81075481353
22,202209,1937.34457598581,1372,1291916.78853504,22,2022,9,2010.19163848555,2103.023322234
22,202210,2093.35414269872,1314,1250845.30664072,22,2022,10,2155.18445216153,2119.23588965447
22,202211,2830.22527871417,1296,1439197.63933083,22,2022,11,2707.26273006399,2134.40154417121
22,202212,1943.25282463258,1301,1219442.7947697,22,2022,12,2038.48571321734,2149.56719868794
22,202301,2205.70418216663,1285,1234202.63539875,22,2023,1,2252.47845314207,2164.73285320468
22,202302,3240.4542145895,1212,1385410.52402448,22,2023,2,3160.3674201224,2178.64819834025
22,202303,2194.22121301074,1301,1225136.30047729,22,2023,3,2206.60029897787,2192.56354347583
22,202304,2133.22074560833,1238,1204059.27697719,22,2023,4,2140.22968324719,2206.47888861141
22,202305,3219.89875588985,1171,1344911.37807074,22,2023,5,3157.13506198058,2219.90450701018
22,202306,2206.03275342393,1310,1241492.58471868,22,2023,6,2265.11545492753,2233.33012540895
22,202307,2462.69030491387,1363,1307491.1194477,22,2023,7,2427.93116707264,2246.75574380772
22,202308,2776.44617389939,1285,1362503.75057007,22,2023,8,2716.62985527582,2259.02600424231
22,202309,2089.80033087028,1314,1257434.20017338,22,2023,9,2168.77987234263,2271.2962646769
22,202310,2192.25849939205,1230,1276410.08157078,22,2023,10,2255.05712007648,2283.56652511148
22,202311,2427.96366373273,1206,1272382.0374361,22,2023,11,2298.52134491838,2292.61411179432
22,202312,2223.19013776414,1201,1218804.85036581,22,2023,12,2323.852025249,2301.66169847715
22,202401,2208.01664379459,1329,1387939.9624265,22,2024,1,2253.50404097806,2310.70928515999
22,202402,2546.12795364645,1194,1187818.95028369,22,2024,2,2462.18443501604,2315.11510732554
22,202403,2016.85679705067,1342,1296843.81389971,22,2024,3,2038.35171217011,2319.52092949109
22,202404,2425.46831205739,1401,1420686.66174578,22,2024,4,2431.74145289993,2323.92675165664
22,202405,2513.97888888347,1235,1252755.56323416,22,2024,5,2446.08381308902,2326.17505136738
22,202406,1996.43533418186,1354,1280877.0379978,22,2024,6,2061.30795108089,2328.42335107812
22,202407,2467.12876063158,1437,1432257.0359688,22,2024,7,2426.43092246336,2330.67165078887
22,202408,2439.93918686566,1247,1253950.44382271,22,2024,8,2375.96917359297,2325.99517032179
22,202409,1959.51619998718,1413,1293502.96339553,22,2024,9,2044.66273746592,2321.31868985472
