target_share_PH2M,target_share_WH2M,target_share_Ricardian,model_share_PH2M,model_share_WH2M,model_share_Ricardian,a_ph2m_max,a_wh2m_max,C_PH2M_ss,C_WH2M_ss,C_RIC_ss
0.20014244602176137,0.24644839327809903,0.5534091607001388,0.2096555676581436,0.23798090158936747,0.5523635307522845,0.041148046150985884,0.5030652665882616,0.20109146422921745,0.23608149405039053,0.5628270472591304
