target_h2m_share,model_h2m_share,h2m_abs_error,rho_monthly_target,sigma_monthly_target,B_calibrated,beta_calibrated,vphi_calibrated,A_ss,C_ss,Y_ss
0.44659083929986115,0.4476031226535781,0.0010122833537169473,0.9644322149363704,0.0290573828453528,1.26,0.9944712008756013,0.8331407066859148,1.2599999999993143,1.0000000055387401,1.0
