bin_key,p_ph2m,p_wh2m,p_ric,weighted_n,raw_n,small_bin_flag
Central_West|35-44|female|primary|Q2|formal,0.540416096968798,0.14660341840955812,0.3129804846216439,16108.69709878,17,0
Central_West|35-44|female|primary|Q2|informal,0.3112915792211653,0.2668478295618881,0.42186059121694675,19542.01347819,29,0
Central_West|35-44|female|primary|Q2|unemployed,0.9999452562022413,1.8026505069890516e-05,3.6717292688919414e-05,1302.42353572,2,0
Central_West|35-44|female|primary|Q3|formal,0.22987618084349556,0.08293734594110294,0.6871864732154015,8098.12065037,13,0
Central_West|35-44|female|primary|Q3|informal,0.21313896107577712,0.15083536055035046,0.6360256783738725,9832.55903947,12,0
Central_West|35-44|female|primary|Q3|self_employed,0.00011227353503412691,0.9997006028126427,0.0001871236523231332,255.48039992,1,0
Central_West|35-44|female|primary|Q3|unemployed,0.3512550782417577,1.1644958266833745e-05,0.6487332767999754,2016.2187005300002,2,0
Central_West|35-44|female|primary|Q4|formal,3.2530561151613098e-06,0.15958061783697688,0.8404161291069079,8820.80992858,12,0
Central_West|35-44|female|primary|Q4|informal,0.02826751542526861,0.17030754543816773,0.8014249391365639,18649.07872491,20,0
Central_West|35-44|female|primary|Q4|unemployed,6.061545974044616e-05,0.999838358183421,0.00010102635683850526,473.2926808,1,0
Central_West|35-44|female|primary|Q5|formal,6.5651496316784075e-06,5.372009858618931e-06,0.9999880628405097,4370.69375099,7,0
Central_West|35-44|female|primary|Q5|informal,3.7207075607753817e-06,0.08314560770467704,0.9168506715877621,7712.11992477,12,0
Central_West|35-44|female|primary|Q5|self_employed,1.8007562775297398e-05,1.4734897174592766e-05,0.9999672575400501,1593.39243107,1,0
Central_West|35-44|female|secondary|Q1|formal,0.5821862909757326,0.4178068347708464,6.874253420979693e-06,6957.03919264,5,0
Central_West|35-44|female|secondary|Q1|informal,0.4455623760876785,0.5544325715590313,5.052353290088414e-06,9465.8132387,11,0
Central_West|35-44|female|secondary|Q1|unemployed,0.9999818963875735,5.9613120490534274e-06,1.2142300377496636e-05,3938.6213632,2,0
Central_West|35-44|female|secondary|Q2|formal,0.12920146442731073,0.3709635265960015,0.49983500897668776,6154.10864554,5,0
Central_West|35-44|female|secondary|Q2|informal,0.24601666652162568,0.5149889399508131,0.23899439352756136,27101.89340982,25,0
Central_West|35-44|female|secondary|Q2|self_employed,2.5248905515073402e-05,2.066020988947909e-05,0.9999540908845955,1136.38153847,2,0
Central_West|35-44|female|secondary|Q2|unemployed,0.9999706199078675,9.674527553123618e-06,1.970556457936928e-05,2426.88643333,3,0
Central_West|35-44|female|secondary|Q3|formal,0.5473729243599047,0.11678192644083861,0.33584514919925673,5579.51132211,5,0
Central_West|35-44|female|secondary|Q3|informal,0.17285012087541532,0.3756241798942833,0.4515256992303014,36147.37007836,42,0
Central_West|35-44|female|secondary|Q3|self_employed,4.711359144438016e-05,0.9998743632970989,7.852311145678798e-05,608.95811051,1,0
Central_West|35-44|female|secondary|Q3|unemployed,5.852070221624998e-06,0.6468512486810956,0.3531428992486828,4903.27844519,3,0
Central_West|35-44|female|secondary|Q4|formal,6.5882798523702214e-06,5.390936430069625e-06,0.9999880207837175,4355.34871005,5,0
