beta,vphi,A,C,Y,w,r,rho_s_used,sigma_s_used
0.9901963061228458,0.8219235918312863,5.600000000000969,1.0000000018898554,1.0,0.8333333333333334,0.004999999999999893,0.9644322149363704,0.290573828453528
