share_PH2M,share_WH2M,share_Ricardian,mpc_PH2M,mpc_WH2M,mpc_Ricardian,mpc_aggregate
0.20014244602176137,0.24644839327809903,0.5534091607001388,0.61,0.62,0.2,0.38556672804572356
