dataset,mae_struct,mae_augmented,improvement
lp_controls,0.03425393413651606,0.005069982537425564,0.0291839515990905
lp_income,0.03280906106947665,0.015569182488718657,0.01723987858075799
lp_wealth,0.23538335078129166,0.10131797358581786,0.1340653771954738
