metric,baseline,candidate,delta_candidate_minus_baseline
controls_gap,0.11602456655441956,0.034253934136516,-0.08177063241790355
income_gap,0.11331400443935442,0.032809061069476626,-0.08050494336987779
wealth_gap,0.25131412474169085,0.2423782521252586,-0.00893587261643225
controls_ci_hit,0.0,0.19,0.19
income_ci_hit,0.01,0.35000000000000003,0.34
wealth_ci_hit,0.57,0.6699999999999999,0.09999999999999998
h0_sign_mismatches,1.0,1.0,0.0
h0_near_zero_ignored,6.0,6.0,0.0
overall_corr,0.11132938471486481,0.2334450392735318,0.12211565455866699
