uf_code,uf_abbrev,state,year,month,consumption_index,share_ph2m,share_wh2m,share_ricardian,unemployment_rate,labour_force_participation_rate,formal_share,informal_share,conta_propria_share,population,mp_shock,log_consumption,t_index,lag1_log_consumption,lag2_log_consumption,lag1_share_ph2m,lag1_share_wh2m,lag1_share_ricardian,mp_shock_x_share_ph2m,mp_shock_x_share_wh2m,uf_code_str,date_str,state_name,macro_region,num_families_bf_old,num_families_bf_new,total_value_bf_old,total_value_bf_new,avg_benefit_bf_old,avg_benefit_bf_new,ipca_index,date
11,RO,Rond̫nia,2012,1,83.625053,.25098684,.27233046,.47668269,.082085848,.74323046,.49901345,.393448,.2458128,1683908,0,4.426343,24145,,,,,,,,11,2012-01,Rondonia,North,112913,,13645506,,"120,85",,3422.79,2012m1
11,RO,Rond̫nia,2012,2,81.689453,.2480281,.28235859,.46961331,.084982343,.73619139,.45464405,.43072942,.27596498,1512525.1,0,4.402925,24146,4.426343,,.25098684,.27233046,.47668269,0,0,11,2012-02,Rondonia,North,114342,,13836390,,"121,01",,3438.1899,2012m2
11,RO,Rond̫nia,2012,3,82.309334,.25608119,.27997676,.46394205,.070573427,.74394917,.46007556,.42773288,.25492364,1622742.4,-.15765186,4.4104843,24147,4.402925,4.426343,.2480281,.28235859,.46961331,-.039102092,-.044514358,11,2012-03,Rondonia,North,114546,,13949600,,"121,78",,3445.4099,2012m3
11,RO,Rond̫nia,2012,4,85.275101,.25242829,.27856144,.46901026,.058175918,.7507171,.50298601,.40466174,.2582626,1653112.1,0,4.4458823,24148,4.4104843,4.402925,.25608119,.27997676,.46394205,0,0,11,2012-04,Rondonia,North,114585,,14256310,,"124,42",,3467.46,2012m4
11,RO,Rond̫nia,2012,5,83.395332,.25069341,.29012606,.45918053,.068287365,.73993593,.45772558,.45259342,.29267615,1599560.6,0,4.4235921,24149,4.4458823,4.4104843,.25242829,.27856144,.46901026,0,0,11,2012-05,Rondonia,North,113753,,14201362,,"124,84",,3479.9399,2012m5
11,RO,Rond̫nia,2012,6,86.944138,.25259843,.27866396,.4687376,.058858413,.74728107,.47447008,.43641776,.25945589,1600428.3,0,4.4652658,24150,4.4235921,4.4458823,.25069341,.29012606,.45918053,0,0,11,2012-06,Rondonia,North,112525,,15227440,,"135,32",,3482.72,2012m6
11,RO,Rond̫nia,2012,7,87.096527,.25223622,.27347499,.47428879,.051778074,.750907,.5057078,.41889423,.26104638,1623044,0,4.4670172,24151,4.4652658,4.4235921,.25259843,.27866396,.4687376,0,0,11,2012-07,Rondonia,North,112267,,15252008,,"135,85",,3497.7,2012m7
11,RO,Rond̫nia,2012,8,89.281212,.24699846,.28975853,.46324301,.061461847,.74206138,.47347707,.45057279,.2661382,1611822.8,0,4.4917912,24152,4.4670172,4.4652658,.25223622,.27347499,.47428879,0,0,11,2012-08,Rondonia,North,116929,,15958734,,"136,48",,3512.04,2012m8
11,RO,Rond̫nia,2012,9,89.996178,.24902144,.2848351,.46614346,.063183926,.75352591,.4953016,.42476553,.27256739,1603643,0,4.4997673,24153,4.4917912,4.4670172,.24699846,.28975853,.46324301,0,0,11,2012-09,Rondonia,North,116042,,15920374,,"137,19",,3532.0601,2012m9
11,RO,Rond̫nia,2012,10,89.934769,.24990545,.28287569,.46721885,.047196392,.74245077,.47719386,.44782776,.26193252,1636642.1,0,4.4990845,24154,4.4997673,4.4917912,.24902144,.2848351,.46614346,0,0,11,2012-10,Rondonia,North,116389,,15991350,,"137,40",,3552.8999,2012m10
11,RO,Rond̫nia,2012,11,84.375664,.25816771,.29971343,.44211885,.050442755,.74039876,.48235023,.44292521,.2646572,1633079.8,0,4.4352789,24155,4.4990845,4.4997673,.24990545,.28287569,.46721885,0,0,11,2012-11,Rondonia,North,117282,,16078210,,"137,09",,3574.22,2012m11
11,RO,Rond̫nia,2012,12,88.534622,.24743514,.28249744,.47006744,.061100215,.74706489,.49418813,.41201109,.26857165,1602247.9,0,4.4833937,24156,4.4352789,4.4990845,.25816771,.29971343,.44211885,0,0,11,2012-12,Rondonia,North,117806,,16871250,,"143,21",,3602.46,2012m12
11,RO,Rond̫nia,2013,1,89.138939,.2522836,.27473664,.47297975,.060084101,.74817604,.50151235,.40338802,.2473885,1682333.4,0,4.4901962,24157,4.4833937,4.4352789,.24743514,.28249744,.47006744,0,0,11,2013-01,Rondonia,North,117264,,16461952,,"140,38",,3633.4399,2013m1
11,RO,Rond̫nia,2013,2,90.731133,.25160426,.2784304,.46996534,.071938716,.74992204,.47411945,.43327859,.25314969,1589992.3,0,4.5079007,24158,4.4901962,4.4833937,.2522836,.27473664,.47297975,0,0,11,2013-02,Rondonia,North,113711,,16120690,,"141,77",,3655.24,2013m2
11,RO,Rond̫nia,2013,3,91.88945,.25539649,.28024128,.46436223,.05537951,.74827927,.48841241,.42846528,.26429754,1639732.1,0,4.520586,24159,4.5079007,4.4901962,.25160426,.2784304,.46996534,0,0,11,2013-03,Rondonia,North,116928,,16937156,,"144,85",,3672.4199,2013m3
11,RO,Rond̫nia,2013,4,91.388359,.24800743,.28472608,.46726647,.050181028,.75318801,.51184458,.40873635,.2661055,1693715.8,-.15223604,4.5151181,24160,4.520586,4.5079007,.25539649,.28024128,.46436223,-.038880549,-.042662825,11,2013-04,Rondonia,North,115647,,16728640,,"144,65",,3692.6201,2013m4
11,RO,Rond̫nia,2013,5,93.91346,.25536948,.29290393,.45172662,.046151448,.74623454,.4825682,.45439041,.28001225,1605931.5,.17075574,4.5423737,24161,4.5151181,4.520586,.24800743,.28472608,.46726647,.042348694,.048618615,11,2013-05,Rondonia,North,115390,,16741232,,"145,08",,3706.28,2013m5
11,RO,Rond̫nia,2013,6,94.041672,.24984038,.28958789,.46057174,.048842989,.75760758,.5232951,.4075878,.26958466,1618096.5,0,4.5437379,24162,4.5423737,4.5151181,.25536948,.29290393,.45172662,0,0,11,2013-06,Rondonia,North,113528,,16602178,,"146,24",,3715.9199,2013m6
11,RO,Rond̫nia,2013,7,95.097809,.24583252,.27312765,.48103982,.064562157,.75388277,.48041314,.41555464,.27039585,1693369.5,0,4.5549059,24163,4.5437379,4.5423737,.24984038,.28958789,.46057174,0,0,11,2013-07,Rondonia,North,116023,,16960652,,"146,18",,3717.03,2013m7
11,RO,Rond̫nia,2013,8,95.038872,.25150374,.28806925,.46042702,.037612267,.74651009,.54392856,.40147969,.262707,1585418,0,4.554286,24164,4.5549059,4.5437379,.24583252,.27312765,.48103982,0,0,11,2013-08,Rondonia,North,116265,,16948312,,"145,77",,3725.95,2013m8
11,RO,Rond̫nia,2013,9,94.733101,.25161096,.28928542,.45910361,.033981144,.7527988,.51762837,.43486211,.31827617,1630009.9,0,4.5510635,24165,4.554286,4.5549059,.25150374,.28806925,.46042702,0,0,11,2013-09,Rondonia,North,116448,,16946352,,"145,53",,3738.99,2013m9
11,RO,Rond̫nia,2013,10,94.068657,.25531408,.2760953,.46859062,.049531199,.76147574,.48501542,.42927673,.29092264,1653666.8,0,4.5440249,24166,4.5510635,4.554286,.25161096,.28928542,.45910361,0,0,11,2013-10,Rondonia,North,116226,,16892302,,"145,34",,3760.3,2013m10
11,RO,Rond̫nia,2013,11,96.238411,.25081071,.28666908,.46252021,.041167963,.75050932,.52211273,.41777739,.28092331,1651761.4,0,4.5668287,24167,4.5440249,4.5510635,.25531408,.2760953,.46859062,0,0,11,2013-11,Rondonia,North,115741,,16754700,,"144,76",,3780.6101,2013m11
11,RO,Rond̫nia,2013,12,101.61746,.24708112,.27916247,.4737564,.056990448,.76382357,.50621009,.40573329,.27458259,1630558.5,0,4.6212153,24168,4.5668287,4.5440249,.25081071,.28666908,.46252021,0,0,11,2013-12,Rondonia,North,117832,,16976094,,"144,07",,3815.3899,2013m12
11,RO,Rond̫nia,2014,1,97.43895,.25004944,.27743655,.472514,.048616942,.7670548,.48770785,.43151206,.2886444,1701592.3,.14190964,4.579226,24169,4.6212153,4.5668287,.24708112,.27916247,.4737564,.035063192,.039615847,11,2014-01,Rondonia,North,117056,,16537790,,"141,28",,3836.3701,2014m1
11,RO,Rond̫nia,2014,2,98.505013,.25670159,.27863756,.46466085,.048540391,.7605741,.54539937,.39261428,.26008886,1632090.8,0,4.5901074,24170,4.579226,4.6212153,.25004944,.27743655,.472514,0,0,11,2014-02,Rondonia,North,117067,,16595104,,"141,76",,3862.8401,2014m2
11,RO,Rond̫nia,2014,3,93.988663,.25282922,.27273199,.47443879,.05326847,.76990134,.50044215,.42168236,.29230031,1618365.8,0,4.5431743,24171,4.5901074,4.579226,.25670159,.27863756,.46466085,0,0,11,2014-03,Rondonia,North,116123,,16458768,,"141,74",,3898.3799,2014m3
11,RO,Rond̫nia,2014,4,101.44366,.2503179,.28106385,.46861827,.039362065,.77515352,.51807314,.42145941,.27350846,1687366.5,0,4.6195035,24172,4.5431743,4.5901074,.25282922,.27273199,.47443879,0,0,11,2014-04,Rondonia,North,116903,,16419982,,"140,46",,3924.5,2014m4
11,RO,Rond̫nia,2014,5,106.57625,.25174263,.28877398,.45948339,.037879501,.75748682,.53103083,.41176662,.26995325,1618608.9,0,4.6688609,24173,4.6195035,4.5431743,.2503179,.28106385,.46861827,0,0,11,2014-05,Rondonia,North,115154,,16202658,,"140,70",,3942.55,2014m5
11,RO,Rond̫nia,2014,6,104.64565,.23728719,.28317189,.47954091,.048091333,.76097137,.50328255,.41609368,.26331183,1621048,0,4.6505799,24174,4.6688609,4.6195035,.25174263,.28877398,.45948339,0,0,11,2014-06,Rondonia,North,115948,,18329260,,"158,08",,3958.3201,2014m6
11,RO,Rond̫nia,2014,7,99.804077,.25695583,.28248486,.46055931,.03078407,.77249402,.51898062,.4189043,.29047257,1711373.6,0,4.603209,24175,4.6505799,4.6688609,.23728719,.28317189,.47954091,0,0,11,2014-07,Rondonia,North,117917,,18703984,,"158,62",,3958.72,2014m7
11,RO,Rond̫nia,2014,8,105.91338,.25054252,.28031531,.46914217,.045568682,.76659441,.54476953,.38283443,.28848112,1602404.8,0,4.6626215,24176,4.603209,4.6505799,.25695583,.28248486,.46055931,0,0,11,2014-08,Rondonia,North,115350,,18286674,,"158,53",,3968.6201,2014m8
11,RO,Rond̫nia,2014,9,106.43839,.2432242,.28044686,.47632897,.050436296,.77462381,.51978642,.40202776,.31025803,1611247.1,0,4.6675663,24177,4.6626215,4.603209,.25054252,.28031531,.46914217,0,0,11,2014-09,Rondonia,North,115389,,18281537,,"158,43",,3991.24,2014m9
11,RO,Rond̫nia,2014,10,107.27888,.24811099,.28588042,.4660086,.039055891,.76234317,.4970676,.42853114,.27715319,1795496.5,.23126179,4.6754317,24178,4.6675663,4.6626215,.2432242,.28044686,.47632897,.056248467,.064856641,11,2014-10,Rondonia,North,115195,,18118137,,"157,28",,4008,2014m10
11,RO,Rond̫nia,2014,11,105.66831,.25808927,.28808141,.45382935,.032741971,.77661651,.52431655,.41578418,.28246522,1606406.4,0,4.660305,24179,4.6754317,4.6675663,.24811099,.28588042,.4660086,0,0,11,2014-11,Rondonia,North,115481,,18100144,,"156,74",,4028.4399,2014m11
11,RO,Rond̫nia,2014,12,106.42588,.24264646,.27472901,.48262456,.037391327,.77027321,.52827555,.39756674,.27195609,1554993.6,0,4.667449,24180,4.660305,4.6754317,.25808927,.28808141,.45382935,0,0,11,2014-12,Rondonia,North,114170,,17828767,,"156,16",,4059.8601,2014m12
11,RO,Rond̫nia,2015,1,103.90483,.24996807,.27688375,.47314817,.046166919,.75877237,.51873112,.40189278,.27437881,1789930.4,.092851244,4.6434755,24181,4.667449,4.660305,.24264646,.27472901,.48262456,.022530025,.025508929,11,2015-01,Rondonia,North,113806,,17484220,,"153,63",,4110.2002,2015m1
11,RO,Rond̫nia,2015,2,101.70226,.2589649,.26288697,.47814813,.041402552,.76660174,.52401251,.40200329,.26522776,1595198.5,0,4.6220493,24182,4.6434755,4.667449,.24996807,.27688375,.47314817,0,0,11,2015-02,Rondonia,North,113469,,17407294,,"153,41",,4160.3398,2015m2
11,RO,Rond̫nia,2015,3,100.41288,.2459088,.26585293,.48823828,.044407684,.76571238,.53205758,.38481,.27365848,1544026.8,0,4.6092906,24183,4.6220493,4.6434755,.2589649,.26288697,.47814813,0,0,11,2015-03,Rondonia,North,113100,,17357863,,"153,47",,4215.2598,2015m3
11,RO,Rond̫nia,2015,4,101.38339,.25411338,.27698785,.46889877,.051070627,.7493962,.50293267,.41629884,.27146229,1777984.8,0,4.6189094,24184,4.6092906,4.6220493,.2459088,.26585293,.48823828,0,0,11,2015-04,Rondonia,North,110869,,16896489,,"152,40",,4245.1899,2015m4
11,RO,Rond̫nia,2015,5,99.377991,.25325951,.25771165,.48902884,.043446988,.76831669,.54680789,.3924832,.27174786,1545826.1,0,4.5989308,24185,4.6189094,4.6092906,.25411338,.27698785,.46889877,0,0,11,2015-05,Rondonia,North,110646,,16856523,,"152,35",,4276.6001,2015m5
11,RO,Rond̫nia,2015,6,96.700211,.24467185,.26983923,.48548892,.052330829,.76146013,.52394301,.38865617,.27333954,1609100.8,0,4.5716157,24186,4.5989308,4.6189094,.25325951,.25771165,.48902884,0,0,11,2015-06,Rondonia,North,110463,,16740528,,"151,55",,4310.3901,2015m6
11,RO,Rond̫nia,2015,7,96.279091,.23886025,.28969631,.47144344,.062970117,.74293607,.50792801,.40490556,.2849586,1823201.8,.077390701,4.5672512,24187,4.5716157,4.5989308,.24467185,.26983923,.48548892,.018935326,.020883048,11,2015-07,Rondonia,North,109764,,16614018,,"151,36",,4337.1099,2015m7
11,RO,Rond̫nia,2015,8,94.290947,.24647799,.26966232,.48385969,.063643001,.78032863,.52393687,.38977328,.26888278,1554972,0,4.5463853,24188,4.5672512,4.5716157,.23886025,.28969631,.47144344,0,0,11,2015-08,Rondonia,North,108705,,16405698,,"150,92",,4346.6499,2015m8
11,RO,Rond̫nia,2015,9,93.434967,.24236067,.27489802,.4827413,.071289681,.75630313,.51088542,.39863566,.27561921,1594542,0,4.5372658,24189,4.5463853,4.5672512,.24647799,.26966232,.48385969,0,0,11,2015-09,Rondonia,North,106884,,16004934,,"149,74",,4370.1201,2015m9
11,RO,Rond̫nia,2015,10,94.246658,.24953468,.28456733,.46589801,.071621403,.74098659,.48244548,.42134824,.30557382,1747100.3,0,4.5459156,24190,4.5372658,4.5463853,.24236067,.27489802,.4827413,0,0,11,2015-10,Rondonia,North,106619,,15832196,,"148,49",,4405.9502,2015m10
11,RO,Rond̫nia,2015,11,92.400421,.25296947,.26709387,.47993663,.041405894,.77388698,.52460289,.40916675,.27197102,1562681.6,0,4.5261316,24191,4.5459156,4.5372658,.24953468,.28456733,.46589801,0,0,11,2015-11,Rondonia,North,105193,,15388869,,"146,29",,4450.4502,2015m11
11,RO,Rond̫nia,2015,12,92.713547,.25493878,.27427426,.47078696,.074883424,.73985499,.50128204,.39721054,.28212643,1657073.6,0,4.5295148,24192,4.5261316,4.5459156,.25296947,.26709387,.47993663,0,0,11,2015-12,Rondonia,North,105855,,15459857,,"146,05",,4493.1699,2015m12
11,RO,Rond̫nia,2016,1,93.336197,.24542949,.27591902,.47865149,.083524369,.74614602,.5268926,.36102387,.286181,1759669.4,-.20760003,4.5362082,24193,4.5295148,4.5261316,.25493878,.27427426,.47078696,-.052925296,-.056939345,11,2016-01,Rondonia,North,103668,,14843113,,"143,18",,4550.23,2016m1
11,RO,Rond̫nia,2016,2,93.234131,.25226876,.26376578,.48396546,.067082688,.78080314,.53539437,.37521386,.29139769,1494778.3,0,4.5351138,24194,4.5362082,4.5295148,.24542949,.27591902,.47865149,0,0,11,2016-02,Rondonia,North,103094,,"14637601,00",,"141,98",,4591.1802,2016m2
11,RO,Rond̫nia,2016,3,87.89991,.24737526,.27829376,.47433096,.069372497,.74300599,.48037151,.42152083,.27633491,1616180.5,0,4.4761987,24195,4.5351138,4.5362082,.25226876,.26376578,.48396546,0,0,11,2016-03,Rondonia,North,99776,,"14108745,00",,"141,40",,4610.9199,2016m3
11,RO,Rond̫nia,2016,4,84.903763,.24909326,.27354315,.47736359,.073644765,.74879259,.49601051,.4008584,.28567806,1738604.1,0,4.4415183,24196,4.4761987,4.5351138,.24737526,.27829376,.47433096,0,0,11,2016-04,Rondonia,North,99901,,14134381,,"141,48",,4639.0498,2016m4
11,RO,Rond̫nia,2016,5,84.602829,.24594784,.25878435,.49526781,.077259913,.78304744,.49264804,.4102416,.26724532,1512158.8,0,4.4379678,24197,4.4415183,4.4761987,.24909326,.27354315,.47736359,0,0,11,2016-05,Rondonia,North,99178,,14041283,,"141,58",,4675.23,2016m5
11,RO,Rond̫nia,2016,6,86.538788,.24768534,.27491355,.47740108,.083472699,.73622024,.4763808,.40896347,.28014174,1658449.8,0,4.4605927,24198,4.4379678,4.4415183,.24594784,.25878435,.49526781,0,0,11,2016-06,Rondonia,North,99204,,14049383,,"141,62",,4691.5898,2016m6
11,RO,Rond̫nia,2016,7,84.173393,.2396477,.27667722,.48367506,.096900254,.73965067,.49700209,.37425727,.27158651,1839079.5,0,4.432879,24199,4.4605927,4.4379678,.24768534,.27491355,.47740108,0,0,11,2016-07,Rondonia,North,97655,,"15654069,00",,"160,30",,4715.9902,2016m7
11,RO,Rond̫nia,2016,8,82.400711,.24872454,.26999924,.48127624,.065777242,.77834445,.51455176,.39857584,.30763954,1460555,0,4.4115939,24200,4.432879,4.4605927,.2396477,.27667722,.48367506,0,0,11,2016-08,Rondonia,North,97104,,15569734,,"160,34",,4736.7402,2016m8
11,RO,Rond̫nia,2016,9,79.175751,.24762753,.2724095,.47996297,.081491046,.74306631,.50239646,.3820568,.2576654,1571173.8,0,4.3716702,24201,4.4115939,4.432879,.24872454,.26999924,.48127624,0,0,11,2016-09,Rondonia,North,97284,,15442143,,"158,73",,4740.5298,2016m9
11,RO,Rond̫nia,2016,10,80.9925,.2433783,.2611517,.49546999,.086458959,.74708092,.48759308,.38238952,.26449588,1788838.8,0,4.3943567,24202,4.3716702,4.4115939,.24762753,.2724095,.47996297,0,0,11,2016-10,Rondonia,North,96907,,15374953,,"158,66",,4752.8599,2016m10
11,RO,Rond̫nia,2016,11,80.324837,.24499176,.26588351,.48912472,.071520478,.77495521,.46804339,.43750024,.26774776,1470405.6,0,4.3860788,24203,4.3943567,4.3716702,.2433783,.2611517,.49546999,0,0,11,2016-11,Rondonia,North,93762,,14991369,,"159,89",,4761.4199,2016m11
11,RO,Rond̫nia,2016,12,81.427429,.24436094,.27592361,.47971544,.073906876,.755566,.4884569,.4068549,.26765731,1564182.4,0,4.3997121,24204,4.3860788,4.3943567,.24499176,.26588351,.48912472,0,0,11,2016-12,Rondonia,North,93533,,14403149,,"153,99",,4775.7002,2016m12
11,RO,Rond̫nia,2017,1,87.468681,.25212234,.25681606,.4910616,.06693095,.75604129,.50739819,.39622995,.23949045,1801523.1,-.22458753,4.4712806,24205,4.3997121,4.3860788,.24436094,.27592361,.47971544,-.054880422,-.061969001,11,2017-01,Rondonia,North,90534,,13622591,,"150,47",,4793.8501,2017m1
11,RO,Rond̫nia,2017,2,85.64679,.24332008,.2623975,.49428239,.092681929,.76245707,.47391975,.39721963,.29945433,1413805.4,0,4.4502316,24206,4.4712806,4.3997121,.25212234,.25681606,.4910616,0,0,11,2017-02,Rondonia,North,90453,,13692316,,"151,37",,4809.6699,2017m2
11,RO,Rond̫nia,2017,3,87.941101,.2437999,.259565,.49663511,.076859832,.76419264,.4989222,.39416689,.24531488,1565128.4,0,4.4766674,24207,4.4502316,4.4712806,.24332008,.2623975,.49428239,0,0,11,2017-03,Rondonia,North,89810,,13473303,,"150,02",,4821.6899,2017m3
11,RO,Rond̫nia,2017,4,87.533272,.24939756,.24908312,.50151932,.10015444,.76346803,.42838573,.42181176,.27441749,1739524,0,4.4720187,24208,4.4766674,4.4502316,.2437999,.259565,.49663511,0,0,11,2017-04,Rondonia,North,88397,,13297651,,"150,43",,4828.4399,2017m4
11,RO,Rond̫nia,2017,5,90.039253,.25059664,.25506651,.49433684,.090056114,.75816315,.48057768,.41203833,.26882008,1460071.6,0,4.5002456,24209,4.4720187,4.4766674,.24939756,.24908312,.50151932,0,0,11,2017-05,Rondonia,North,86087,,13023303,,"151,28",,4843.4102,2017m5
11,RO,Rond̫nia,2017,6,89.20211,.24523702,.26408875,.49067423,.076555438,.76837814,.47791648,.41065109,.2543807,1592499.8,0,4.4909048,24210,4.5002456,4.4720187,.25059664,.25506651,.49433684,0,0,11,2017-06,Rondonia,North,85762,,12950163,,"151,00",,4832.27,2017m6
11,RO,Rond̫nia,2017,7,89.315308,.2478715,.25068849,.50143999,.084901601,.76776606,.43829432,.43403995,.27906421,1786630.4,-.32846051,4.4921727,24211,4.4909048,4.5002456,.24523702,.26408875,.49067423,-.080550678,-.086742729,11,2017-07,Rondonia,North,81010,,12252849,,"151,25",,4843.8701,2017m7
11,RO,Rond̫nia,2017,8,94.474022,.2531139,.26001468,.48687139,.085387386,.75142056,.49888873,.38986784,.25166494,1489832.6,0,4.5483251,24212,4.4921727,4.4909048,.2478715,.25068849,.50143999,0,0,11,2017-08,Rondonia,North,85125,,12763643,,"149,94",,4853.0698,2017m8
11,RO,Rond̫nia,2017,9,90.260246,.2426381,.25870925,.49865264,.072342925,.77866739,.49110854,.41135538,.26043656,1552299.5,0,4.502697,24213,4.5483251,4.4921727,.2531139,.26001468,.48687139,0,0,11,2017-09,Rondonia,North,83181,,12411721,,"149,21",,4860.8301,2017m9
11,RO,Rond̫nia,2017,10,93.005112,.25165597,.25191331,.49643075,.070504248,.78444463,.49634874,.39969066,.24804248,1890396.9,-.1950354,4.5326543,24214,4.502697,4.5483251,.2426381,.25870925,.49865264,-.047323018,-.050457463,11,2017-10,Rondonia,North,83849,,12503032,,"149,11",,4881.25,2017m10
11,RO,Rond̫nia,2017,11,88.11319,.24362442,.25847754,.49789804,.086973771,.76063055,.48547679,.3912628,.25361601,1460096,0,4.4786224,24215,4.5326543,4.502697,.25165597,.25191331,.49643075,0,0,11,2017-11,Rondonia,North,82814,,12391272,,"149,63",,4894.9199,2017m11
11,RO,Rond̫nia,2017,12,93.566841,.24842846,.25953904,.4920325,.07137724,.77730793,.48368639,.40697455,.2775985,1516522,0,4.5386763,24216,4.4786224,4.5326543,.24362442,.25847754,.49789804,0,0,11,2017-12,Rondonia,North,83334,,12421276,,"149,05",,4916.46,2017m12
11,RO,Rond̫nia,2018,1,92.691513,.24033572,.23424533,.52541894,.11611287,.78486025,.48829874,.3692894,.23906371,1877134.8,0,4.5292768,24217,4.5386763,4.4786224,.24842846,.25953904,.4920325,0,0,11,2018-01,Rondonia,North,83862,,12398420,,"147,84",,4930.7202,2018m1
11,RO,Rond̫nia,2018,2,93.064957,.24150284,.25104478,.50745237,.10329632,.77116209,.46080887,.40150574,.25858292,1449328.6,0,4.5332975,24218,4.5292768,4.5386763,.24033572,.23424533,.52541894,0,0,11,2018-02,Rondonia,North,84129,,12355862,,"146,87",,4946.5,2018m2
11,RO,Rond̫nia,2018,3,95.552818,.24770904,.26358002,.48871094,.097360119,.77169377,.4792513,.39381522,.26390186,1542831.4,0,4.559679,24219,4.5332975,4.5292768,.24150284,.25104478,.50745237,0,0,11,2018-03,Rondonia,North,84185,,12340125,,"146,58",,4950.9502,2018m3
11,RO,Rond̫nia,2018,4,96.240303,.24288897,.26100561,.4961054,.075723074,.77405602,.48992428,.39219648,.24063031,1903387.9,0,4.5668483,24220,4.559679,4.5332975,.24770904,.26358002,.48871094,0,0,11,2018-04,Rondonia,North,81161,,11924119,,"146,92",,4961.8398,2018m4
11,RO,Rond̫nia,2018,5,93.833076,.24403468,.25442132,.501544,.087491617,.77870077,.47149405,.39566976,.24896654,1438080,.088986762,4.5415173,24221,4.5668483,4.559679,.24288897,.26100561,.4961054,.021613903,.023226045,11,2018-05,Rondonia,North,81915,,12052432,,"147,13",,4981.6899,2018m5
11,RO,Rond̫nia,2018,6,94.342979,.24524128,.25647348,.49828523,.083339259,.77633923,.47227821,.41324055,.28397354,1584324,0,4.546937,24222,4.5415173,4.5668483,.24403468,.25442132,.501544,0,0,11,2018-06,Rondonia,North,81957,,12049717,,"147,02",,5044.46,2018m6
11,RO,Rond̫nia,2018,7,90.230042,.24237183,.25925255,.49837562,.075442262,.77813941,.48574552,.40330669,.24512558,1889021.5,0,4.5023623,24223,4.546937,4.5415173,.24524128,.25647348,.49828523,0,0,11,2018-07,Rondonia,North,82357,,12741198,,"154,71",,5061.1099,2018m7
11,RO,Rond̫nia,2018,8,95.491463,.24358994,.25496927,.50144082,.10635,.77527279,.45573863,.41006842,.26143715,1475648.4,0,4.5590367,24224,4.5023623,4.546937,.24237183,.25925255,.49837562,0,0,11,2018-08,Rondonia,North,83411,,12908857,,"154,76",,5056.5601,2018m8
11,RO,Rond̫nia,2018,9,98.407928,.24985796,.25269291,.49744913,.087120965,.78654897,.44052675,.4456642,.29201481,1584664.9,0,4.5891213,24225,4.5590367,4.5023623,.24358994,.25496927,.50144082,0,0,11,2018-09,Rondonia,North,81505,,12644971,,"155,14",,5080.8301,2018m9
11,RO,Rond̫nia,2018,10,96.61274,.24392089,.26054862,.49553049,.094523892,.77847028,.47859919,.38817495,.26206851,1929728.6,0,4.5707107,24226,4.5891213,4.5590367,.24985796,.25269291,.49744913,0,0,11,2018-10,Rondonia,North,82356,,12739112,,"154,68",,5103.6899,2018m10
11,RO,Rond̫nia,2018,11,98.354507,.2425891,.26330304,.49410784,.096432544,.77684444,.4713054,.39609823,.24972604,1493615.1,0,4.5885782,24227,4.5707107,4.5891213,.24392089,.26054862,.49553049,0,0,11,2018-11,Rondonia,North,83758,,12923341,,"154,29",,5092.9702,2018m11
11,RO,Rond̫nia,2018,12,98.727379,.24912973,.25708696,.49378332,.08457426,.78555018,.45080677,.44234774,.30755678,1545177.9,0,4.5923624,24228,4.5885782,4.5707107,.2425891,.26330304,.49410784,0,0,11,2018-12,Rondonia,North,81759,,12584145,,"153,92",,5100.6099,2018m12
11,RO,Rond̫nia,2019,1,97.114861,.23663346,.27118811,.49217844,.094612963,.77529013,.46564955,.41641623,.27330729,1963537.4,0,4.5758944,24229,4.5923624,4.5885782,.24912973,.25708696,.49378332,0,0,11,2019-01,Rondonia,North,79114,,12118141,,"153,17",,5116.9302,2019m1
11,RO,Rond̫nia,2019,2,97.205009,.24416329,.25441885,.50141788,.098277256,.76835489,.46098709,.41111556,.2596541,1485637.9,0,4.5768223,24230,4.5758944,4.5923624,.23663346,.27118811,.49217844,0,0,11,2019-02,Rondonia,North,79619,,"12169696,00",,"152,85",,5138.9302,2019m2
11,RO,Rond̫nia,2019,3,94.725014,.2442534,.25423303,.5015136,.079599842,.78780705,.47978061,.41543409,.30195749,1567040.4,0,4.5509782,24231,4.5768223,4.5758944,.24416329,.25441885,.50141788,0,0,11,2019-03,Rondonia,North,80526,,12294643,,"152,68",,5177.4702,2019m3
11,RO,Rond̫nia,2019,4,95.361557,.23945297,.25482741,.5057196,.091071129,.78197938,.45453525,.42254606,.28664097,1903967.3,0,4.5576754,24232,4.5509782,4.5768223,.2442534,.25423303,.5015136,0,0,11,2019-04,Rondonia,North,80673,,"12300288,00",,"152,47",,5206.98,2019m4
11,RO,Rond̫nia,2019,5,93.011047,.26090786,.26646051,.47263163,.064902529,.76827049,.4778035,.42214844,.27761459,1508282.8,0,4.5327182,24233,4.5576754,4.5509782,.23945297,.25482741,.5057196,0,0,11,2019-05,Rondonia,North,81571,,12461625,,"152,77",,5213.75,2019m5
