t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP
11,-0.005334730494287035,0.012479323024221608,-0.04164801889228539,-0.0170353637727358,-0.004545132556444112,0.0012114400759749015,0.002401045710713842,0.012525914553593738,0.008798464312741358,-0.1515220762556681,-0.14221868257848702,-0.0,-0.0,-0.0,-0.0
12,-0.00527169194853453,0.013386632090920957,-0.04350018155932617,-0.016985843163699953,-0.0045971326941474195,0.0011108863717043292,0.002349706170060269,0.012537033455460525,0.009518194995826219,-0.16003185221494723,-0.149997998590505,-0.0,-0.0,-0.0,-0.0
13,-0.005212191687484709,0.014242601616966733,-0.04524746583059529,-0.016939042622914367,-0.004646346857764415,0.0010158267573369053,0.0023012484457046343,0.012547465915072607,0.010197315402433797,-0.16806328197540518,-0.15734018101717454,-0.0,-0.0,-0.0,-0.0
14,-0.005156027380215539,0.015050113418656875,-0.046895749095405295,-0.01689479884450432,-0.004692948747776207,0.0009259323969113316,0.0022555097194787922,0.0125572430460947,0.010838105011866581,-0.17564338800148263,-0.16426993879825882,-0.0,-0.0,-0.0,-0.0
15,-0.005103007626274396,0.015811886494121175,-0.04845057537336857,-0.016852956318171367,-0.0047371043819759385,0.0008408906134703976,0.002212336361321402,0.012566393204956484,0.011442714530633898,-0.18279767315217135,-0.17081059195425782,-0.0,-0.0,-0.0,-0.0
16,-0.005052951270990045,0.016530486211428084,-0.04991717395004489,-0.016813366695412925,-0.0047789728072594895,0.0007604036688241717,0.002171583418248558,0.01257494201105661,0.012013173167166241,-0.1895502063633634,-0.17698414988606664,-0.0,-0.0,-0.0,-0.0
17,-0.005005686749132522,0.01720833298566215,-0.051300476950718016,-0.01677588816318642,-0.004818706808832876,0.0006841875700977556,0.0021331141330484028,0.012582912346423994,0.012551395503476623,-0.19592370348425003,-0.18281138523783835,-0.0,-0.0,-0.0,-0.0
18,-0.004961051454271923,0.01784771047469606,-0.05260513591145667,-0.016740384821727888,-0.0048564536223591375,0.0006119708960224833,0.002096799491419135,0.012590324334035974,0.01305918798739139,-0.20193960353681764,-0.18831190356813418,-0.0,-0.0,-0.0,-0.0
19,-0.004918891130870775,0.0184507733221007,-0.053835537402944444,-0.016706726062147098,-0.004892355654805145,0.0005434936353885869,0.0020625177961895616,0.012597195293168505,0.013538255068033902,-0.20761814065169512,-0.19350420905961252,-0.0,-0.0,-0.0,-0.0
20,-0.004879059286049747,0.01901955447427577,-0.054995817759290765,-0.016674785938954065,-0.00492655122020947,0.00047850602958450505,0.0020301542673376283,0.012603539669758926,0.01399020499620347,-0.21297841191858996,-0.19840576648355068,-0.0,-0.0,-0.0,-0.0
21,-0.0048414166178859085,0.019555972097598903,-0.056089876960970085,-0.01664444253225712,-0.004959175297161621,0.00041676741058015724,0.001999600666620909,0.012609368939407319,0.01441655531030819,-0.2180384413752674,-0.20303305962221263,-0.0,-0.0,-0.0,-0.0
22,-0.00480583045700271,0.020061836120205317,-0.05712139171813967,-0.01661557729391609,-0.00499036031544925,0.0003580450250384962,0.0019707549457316695,0.012614691480263996,0.014818738027606958,-0.22281524034542574,-0.2074016463393944,-0.0,-0.0,-0.0,-0.0
23,-0.004772174218086529,0.020538854421922492,-0.05809382779784519,-0.016588074371422602,-0.005020236980101673,0.0003021128344460629,0.0019435209169806943,0.012619512412638515,0.015198104559694284,-0.22732486432284785,-0.2115262104773449,-0.0,-0.0,-0.0,-0.0
24,-0.004740326857821179,0.020988638694888692,-0.05901045163603604,-0.016561819902726392,-0.005048935141943131,0.00024875028022408173,0.0019178079455914395,0.012623833401729203,0.01555593037041493,-0.23158246658681889,-0.21542061074663116,-0.0,-0.0,-0.0,-0.0
25,-0.0047101723355834355,0.021412709996465638,-0.05987434127288427,-0.016536701274670603,-0.0050765847247758586,0.00019774100170211992,0.0018935306627342662,0.012627652419437703,0.015893419393710466,-0.2356023487219505,-0.2190979267643683,-0.0,-0.0,-0.0,-0.0
26,-0.004681599073123995,0.021812504015185412,-0.06068839664765731,-0.0165126063372349,-0.005103316720440647,0.00014887149359141014,0.0018706086984166261,0.012630963460864989,0.01621170822824775,-0.23939800820422252,-0.2225705023855725,-0.0,-0.0,-0.0,-0.0
27,-0.004654499409446187,0.022189376069587544,-0.06145534928739817,-0.016489422565623437,-0.005129264264233719,0.00010192968817278008,0.0018489664332016866,0.01263375621092783,0.01651187012499795,-0.24298218320425632,-0.22584998646229507,-0.0,-0.0,-0.0,-0.0
28,-0.004628769047353347,0.022544605858774738,-0.06217777142205739,-0.016467036162825632,-0.005154563804437411,5.6703445811251754e-05,0.001828532767311457,0.012636015656895568,0.016794918783094224,-0.24636689474865414,-0.22894737115587574,-0.0,-0.0,-0.0,-0.0
29,-0.004604306489014203,0.022879401982071702,-0.06285808455780265,-0.016445331097579216,-0.005179356380908711,1.2978935643300132e-05,0.001809240904682319,0.012637721644181747,0.017061811968021146,-0.24956348637091985,-0.2318730279196296,-0.0,-0.0,-0.0,-0.0
30,-0.00458101246012702,0.023194906242739528,-0.06349856754064534,-0.016424188078689585,-0.005203789028447527,-2.946111358192727e-05,0.0017910281473570945,0.012638848376810032,0.01731345496390386,-0.2525826613755747,-0.23463674126369957,-0.0,-0.0,-0.0,-0.0
31,-0.004558789327383006,0.02349219774608213,-0.06410136414561574,-0.016403483480620658,-0.005228016320347531,-7.083931432271977e-05,0.0017738356909170454,0.012639363873491703,0.01755070386716354,-0.2554345178338345,-0.237247740413112,-0.0,-0.0,-0.0,-0.0
32,-0.00453754052514503,0.023772296792984683,-0.06466849023530392,-0.016383088265973907,-0.005252202064648273,-0.00011138569588628596,0.0017576084017678869,0.012639229411225287,0.0177743687195708,-0.2581285814292507,-0.23971472897944265,-0.0,-0.0,-0.0,-0.0
33,-0.004517170031260554,0.024036168550738077,-0.06520184055153624,-0.01636286701627989,-0.005276521157062678,-0.00015133997810317745,0.0017422945363448612,0.012638399033321665,0.01798521645950723,-0.26067383628259677,-0.24204591279678678,-0.0,-0.0,-0.0,-0.0
