t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP
35,6.264045587714823e-06,-5.156219334540766e-05,6.469128586802195e-07,0.000388306226034619,4.5709628303856134e-06,7.190670871559342e-06,2.2126250413188333e-06,1.4432311749520996e-06,-4.798609290180641e-05,0.00011027935646665449,6.21477810810949e-05,-0.0,-0.0,-0.0,0.008304169199380356
36,5.782227906978812e-06,-4.934956830408883e-05,9.871661328978092e-07,0.00036846182735818787,4.9780458302404515e-06,7.567129675514123e-06,2.1240467729273242e-06,1.6523288049297276e-06,-4.591895034424071e-05,0.00010975837036989957,6.36945008691991e-05,-0.0,-0.0,-0.0,0.007888960739411338
37,5.309263600856102e-06,-4.722552153116151e-05,1.2216561865070864e-06,0.0003495629465620264,5.443082902586767e-06,8.011883898740643e-06,2.039308888518696e-06,1.8846985869572045e-06,-4.393982272777308e-05,0.0001090284602673306,6.494455353763666e-05,-0.0,-0.0,-0.0,0.0074945127024407705
38,4.845430901443329e-06,-4.518621264264281e-05,1.358859189644944e-06,0.000331564451822444,5.972575010221943e-06,8.53340545075805e-06,1.961080936262946e-06,2.1376498740623627e-06,-4.2044597841175246e-05,0.00010811073292808894,6.592315936466656e-05,-0.0,-0.0,-0.0,0.007119787067318732
39,4.3946230704603195e-06,-4.3225131706379866e-05,1.4099310255453588e-06,0.0003144334228507311,6.572324514495084e-06,9.140872533385923e-06,1.8952376956244114e-06,2.401818280002739e-06,-4.02264926271594e-05,0.00010702663210692399,6.665857737873523e-05,-0.0,-0.0,-0.0,0.006763797713952795
40,3.9684750003898166e-06,-4.132989401075546e-05,1.3923855079426685e-06,0.0002981603646036384,7.245634837761637e-06,9.843785171298134e-06,1.8543713289665848e-06,2.653409601890951e-06,-3.84728170325644e-05,0.00010580143160000446,6.718886426790737e-05,-0.0,-0.0,-0.0,0.006425607828255154
41,3.5950027633564627e-06,-3.947552268178887e-05,1.3377334279114883e-06,0.0002827828133138578,7.989413842331642e-06,1.0651003038093924e-05,1.8651128001124891e-06,2.8379703082673325e-06,-3.675819600313054e-05,0.00010447148931280933,6.757596835573778e-05,-0.0,-0.0,-0.0,0.006104327436842396
42,3.3366494789515416e-06,-3.7610409881676384e-05,1.3073771060307587e-06,0.000268434765198321,8.785890237981487e-06,1.156855776843261e-05,1.983389353983513e-06,2.8364966556043776e-06,-3.5030408156959004e-05,0.00010309936576373699,6.793513798323891e-05,-0.0,-0.0,-0.0,0.005799111065000276
43,3.327929577625781e-06,-3.562702052769287e-05,1.425700999229895e-06,0.0002554499010756297,9.585168414449123e-06,1.2594887186900515e-05,2.326213601684091e-06,2.3947458117287956e-06,-3.318083842651444e-05,0.00010180533383222175,6.849623812820684e-05,-0.0,-0.0,-0.0,0.005509155511750262
44,3.8538561036127345e-06,-3.330080692600878e-05,1.9488611320705203e-06,0.00024457674548424024,1.0268673585216495e-05,1.3710670276844206e-05,3.137883119103992e-06,9.759782202766725e-07,-3.098288210233077e-05,0.00010083257387851947,6.973091616131536e-05,-0.0,-0.0,-0.0,0.005233697736162749
45,5.5123182982752305e-06,-3.0162923806904794e-05,3.4053652261545347e-06,0.00023742412337391695,1.0572787157740233e-05,1.4857380826947466e-05,4.927289787564078e-06,-2.543799015337072e-06,-2.7963774598100044e-05,0.00010067261206661267,7.260365688365994e-05,-0.0,-0.0,-0.0,0.0049720128493546106
46,9.530940429259369e-06,-2.5235634019340716e-05,6.834327989787011e-06,0.0002373281658623345,9.930091039383433e-06,1.5892279681343887e-05,8.741822055815666e-06,-1.0468073723995979e-05,-2.3141665395388613e-05,0.00010211593566761674,7.881298829155137e-05,-0.0,-0.0,-0.0,0.00472341220688688
47,1.7995494558701036e-05,-1.6493811963525048e-05,1.3184309578623156e-05,0.0002499272441206407,7.1504576255282295e-06,1.6493811963525048e-05,1.6493811963525048e-05,-2.6654290353609624e-05,-1.4561125320249693e-05,0.00010211926281327891,8.562545084975386e-05,-0.0,-0.0,-0.0,0.004487241596542535
