horizon,shock_col,shock_label,direction,htm_type,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec
11,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,38.840374748915316,-11.840574788836442,89.52132428666707,30.81182951925181,0.014305356073497411,0.5556253908113112,-0.16938363846918172,1.280634420091804,2317,driscoll_kraay,cumulative,hp
12,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,112.81922037308954,37.070462562782964,188.56797818339612,46.05197481960589,0.014305356073497411,1.6139191193714193,0.5303061667698656,2.697532071972973,2290,driscoll_kraay,cumulative,hp
13,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,85.73059981347565,20.737383185757906,150.72381644119338,39.5130700767426,0.014305356073497411,1.22640675672628,0.29665565050482495,2.1561578629477345,2263,driscoll_kraay,cumulative,hp
14,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,75.99630971512354,9.973358473790455,142.01926095645663,40.139104270146085,0.014305356073497411,1.0871542707466328,0.14267244421620515,2.031636097277061,2236,driscoll_kraay,cumulative,hp
15,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,162.664622370525,114.52330448807646,210.80594025297353,29.26784310387082,0.014305356073497411,2.3269753435713527,1.638296649415498,3.015654037727207,2209,driscoll_kraay,cumulative,hp
16,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,36.11136703358667,-33.35470231926089,105.57743638643421,42.23237144912045,0.014305356073497411,0.5165859637162132,-0.4771508934025369,1.5103228208349633,2182,driscoll_kraay,cumulative,hp
17,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,107.95523838107857,35.04565289637537,180.86482386578177,44.32588060728048,0.014305356073497411,1.5443381250406232,0.5013405435108456,2.587335706570401,2155,driscoll_kraay,cumulative,hp
18,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,84.51717788778275,4.298664755300024,164.73569102026548,48.76939310469687,0.014305356073497411,1.2090483240118541,0.06149392996516046,2.356602718058548,2128,driscoll_kraay,cumulative,hp
19,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,-35.07433951347054,-106.40525026083822,36.25657123389714,43.36611451535084,0.014305356073497411,-0.5017509157829361,-1.522164993070894,0.518663161505022,2101,driscoll_kraay,cumulative,hp
20,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,-43.27868879865963,-98.86143218385794,12.30405458653869,33.79190857743003,0.014305356073497411,-0.6191170536589099,-1.4142479893260047,0.17601388200818494,2074,driscoll_kraay,cumulative,hp
21,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,-2.9449258875190463,-75.20930647202228,69.31945469698418,43.933623880220964,0.014305356073497411,-0.04212821343102034,-1.075895909123072,0.9916394822610313,2047,driscoll_kraay,cumulative,hp
22,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,-82.07931983173377,-192.490671255508,28.33203159204048,67.12533541869482,0.014305356073497411,-1.1741738964634292,-2.753647593136575,0.4052998002097168,2020,driscoll_kraay,cumulative,hp
23,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,-78.27534001918946,-173.4936488588511,16.94296882047219,57.88862138215712,0.014305356073497411,-1.1197566107485868,-2.4818884234161924,0.2423752019190191,1993,driscoll_kraay,cumulative,hp
24,mp_shock_di,DI Surprise,Full (Signed),PH2M,mp_x_ph2m,-19.025809136932782,-75.87491954791406,37.823301274048504,34.56180506246257,0.014305356073497411,-0.2721709742902239,-1.0854177411808799,0.5410757926004321,1966,driscoll_kraay,cumulative,hp
