horizon,shock_col,shock_label,direction,htm_type,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec
0,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-15.174157306467027,-108.45314569443792,78.10483108150387,56.70959826428551,0.011528546534001646,-0.1749359786218662,-1.2503071368971879,0.9004351796534555,2614,driscoll_kraay,cumulative,hp
1,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-1.1437641714219084,-54.09221319901874,51.80468485617492,32.19037132545957,0.011528546534001646,-0.013185938474161307,-0.6236045969920255,0.597232720043703,2587,driscoll_kraay,cumulative,hp
2,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-36.46657818976506,-129.44572409405305,56.512567714522916,56.527306977833085,0.011528546534001646,-0.42040664359651597,-1.4923210538458285,0.6515077666527964,2560,driscoll_kraay,cumulative,hp
3,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-17.986143402154116,-101.60913098101827,65.63684417671004,50.839166603443495,0.011528546534001646,-0.2073540911789604,-1.1714055947941373,0.7566974124362167,2533,driscoll_kraay,cumulative,hp
4,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-90.87600553663583,-152.02733980263156,-29.724671270640115,37.17737144753238,0.011528546534001646,-1.0476682586532973,-1.7526542613551186,-0.3426822559514764,2506,driscoll_kraay,cumulative,hp
5,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-130.28488915636493,-201.51893350605738,-59.05084480667247,43.307223927101504,0.011528546534001646,-1.5019954073163995,-2.323220402406966,-0.680770412225833,2479,driscoll_kraay,cumulative,hp
6,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-39.684187232195335,-111.47586983252558,32.1074953681349,43.64624391131207,0.011528546534001646,-0.4575009991703979,-1.2851547527825813,0.37015275444178547,2452,driscoll_kraay,cumulative,hp
7,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-73.27540859891253,-203.02656385156365,56.47574665373857,78.8831012842939,0.011528546534001646,-0.8447589578305474,-2.340601189001208,0.6510832733401128,2425,driscoll_kraay,cumulative,hp
8,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-106.17915371772426,-243.27444826934044,30.916140833891916,83.34802094561142,0.011528546534001646,-1.224091314575698,-2.8046007974066676,0.3564181682552714,2398,driscoll_kraay,cumulative,hp
9,mp_shock_di,DI Surprise,Expansionary,PH2M,mp_neg_x_ph2m,-93.87250906488818,-170.7689463731823,-16.976071756594067,46.74971441125248,0.011528546534001646,-1.0822135890180546,-1.9687177448256636,-0.19570943321044576,2371,driscoll_kraay,cumulative,hp
