horizon,shock_col,shock_label,direction,htm_type,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec
0,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,74.77785645909844,32.730453063383735,116.82525985481315,25.56300615857489,0.015225064354863913,1.13849767690855,0.49832325425387003,1.7786720995632297,2614,driscoll_kraay,cumulative,hp
1,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,-0.7497356458039135,-74.1658470304124,72.66637573880458,44.633826488668156,0.015225064354863913,-0.011414773456500039,-1.1291797939710213,1.1063502470580213,2587,driscoll_kraay,cumulative,hp
2,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,-32.759835731986755,-83.92600851871472,18.406337054741222,31.106824308469328,0.015225064354863913,-0.49877060727426864,-1.2777788807442887,0.2802376661957514,2560,driscoll_kraay,cumulative,hp
3,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,31.079297778904152,-34.23843516636832,96.39703072417662,39.710361989066854,0.015225064354863913,0.47318430878779477,-0.5212823788177934,1.4676509963933828,2533,driscoll_kraay,cumulative,hp
4,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,1.6007290030047263,-74.48716439178284,77.6886223977923,46.258154615135496,0.015225064354863913,0.024371202085444108,-1.1340718714762215,1.1828142756471098,2506,driscoll_kraay,cumulative,hp
5,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,37.73969209929412,-50.51880080425242,125.99818500284066,53.657353734947534,0.015225064354863913,0.5745892409445021,-0.7691519933752939,1.918330475264298,2479,driscoll_kraay,cumulative,hp
6,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,49.62017433961467,-11.431305295772887,110.67165397500223,37.11666414265613,0.015225064354863913,0.7554703476202003,-0.17404235878823887,1.6849830540286395,2452,driscoll_kraay,cumulative,hp
7,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,34.96986650148961,-50.18680742225654,120.12654042523576,51.7715816948243,0.015225064354863913,0.5324184679661791,-0.7640973727690177,1.8289343087013759,2425,driscoll_kraay,cumulative,hp
8,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,17.888651846441334,-68.96130662547536,104.73861031835803,52.80102560425521,0.015225064354863913,0.27235587558382446,-1.0499403313683655,1.5946520825360144,2398,driscoll_kraay,cumulative,hp
9,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,-9.999146047215948,-94.62903527349106,74.63074317905917,51.4513193390502,0.015225064354863913,-0.15223764206254592,-1.4407331518775885,1.1362578677524968,2371,driscoll_kraay,cumulative,hp
10,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,-48.81005692011986,-167.5663478635267,69.94623402328698,72.19869841154598,0.015225064354863913,-0.7431362577733955,-2.551208429931707,1.064935914384916,2344,driscoll_kraay,cumulative,hp
11,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,70.10473701607084,-5.503033488437893,145.71250752057958,45.96626062383325,0.015225064354863913,1.067349132650489,-0.08378403900843817,2.2184823043094157,2317,driscoll_kraay,cumulative,hp
12,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,12.004989156611012,-69.31737541535014,93.32735372857218,49.44048712874342,0.015225064354863913,0.1827767324888461,-1.0553615016089675,1.4209149665866598,2290,driscoll_kraay,cumulative,hp
13,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,72.34556853921032,-22.370451650444693,167.06158872886533,57.583251565793844,0.015225064354863913,1.1014659367986952,-0.3405915660253921,2.543523439622782,2263,driscoll_kraay,cumulative,hp
14,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,46.160466973251054,-48.55071483804007,140.87164878454217,57.58031004061214,0.015225064354863913,0.7027960803183175,-0.7391877578838063,2.1447799185204413,2236,driscoll_kraay,cumulative,hp
15,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,8.873775691292446,-89.49609266247026,107.24364404505516,59.8046335199314,0.015225064354863913,0.1351038059705545,-1.3625837702949737,1.6327913822360829,2209,driscoll_kraay,cumulative,hp
16,eps_rr,eps_rr (OLS),Contractionary,PH2M,mp_pos_x_ph2m,-2.7069689333834535,-92.88979137683621,87.47585351006931,54.82726302558316,0.015225064354863913,-0.0412137762173804,-1.4142530516222143,1.3318254991874536,2182,driscoll_kraay,cumulative,hp
