horizon,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec,shock_series
0,eps_tvp_pos_x_ph2m,-1.7181725279522457,-3.451046081086812,0.014701025182320748,1.0535123154673822,0.01413041042509374,-0.024278483001086076,-0.04876469752166798,2.077315194958307e-4,2511,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
1,eps_tvp_pos_x_ph2m,-2.2530539728408443,-3.634407999954072,-0.8716999457276169,0.8398036180723222,0.01413041042509374,-0.03183657734612913,-0.051355676691595104,-0.012317478000663164,2484,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
2,eps_tvp_pos_x_ph2m,-2.985852393827157,-5.004393133188274,-0.9673116544660401,1.2271856329868254,0.01413041042509374,-0.04219131979352636,-0.07071412890047112,-0.013668510686581606,2457,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
3,eps_tvp_pos_x_ph2m,-1.851212799144522,-4.133585619321115,0.43116002103207185,1.3875841489960925,0.01413041042509374,-0.026158396636098716,-0.05840926132827265,0.006092468056075224,2430,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
4,eps_tvp_pos_x_ph2m,-1.4823797498440996,-3.838136514947055,0.873377015258856,1.4321984196667112,0.01413041042509374,-0.020946634271144914,-0.054234444223740824,0.012341175681450992,2403,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
5,eps_tvp_pos_x_ph2m,-0.4455632678701034,-2.8583896116506344,1.9672630759104277,1.4668942599180694,0.01413041042509374,-0.006295991845350544,-0.04039021836744777,0.027798234676746685,2376,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
6,eps_tvp_pos_x_ph2m,-1.8732255993824243,-4.4267339251768645,0.6802827264120159,1.5524228320103142,0.01413041042509374,-0.026469446538065877,-0.0625515672054353,0.009612674129303542,2349,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
7,eps_tvp_pos_x_ph2m,-3.410393363506242,-7.2309827755987595,0.4101960485862759,2.3227534350114167,0.01413041042509374,-0.04819025793735911,-0.10217675439599397,0.005796238521275771,2322,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
8,eps_tvp_pos_x_ph2m,-1.0783358361850959,-3.9943461761006125,1.8376745037304207,1.7728084080769992,0.01413041042509374,-0.015237327941382054,-0.05644175084820541,0.0259670949654413,2295,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
9,eps_tvp_pos_x_ph2m,1.5534955227809029,-2.221076203219341,5.328067248781147,2.2947766683628474,0.01413041042509374,0.021951529330439718,-0.031384718336898196,0.07528777699777764,2268,driscoll_kraay,cumulative,twfe_directional_dummies,Time-Varying Param
