uf_code,year,month,ref_month_yyyymm,share_PH2M,share_WH2M,share_Ricardian,share_H2M,total_weight,n_obs,n_unmatched
16,2015,2,201502,0.236135557497803,0.28564528606137,0.478219156440828,0.521780843559172,497804.193145351,1151,506
17,2015,2,201502,0.251505118564899,0.26046690209073,0.488027979344371,0.511972020655629,1022854.66202556,2007,796
21,2015,2,201502,0.251766843312099,0.265575171501295,0.482657985186606,0.517342014813394,4862940.72273187,9005,3934
22,2015,2,201502,0.237832486582338,0.265629755407271,0.496537758010391,0.503462241989609,2544725.02325599,3408,1413
23,2015,2,201502,0.252218602401799,0.249114228707009,0.498667168891192,0.501332831108808,6615473.32334953,7822,3205
24,2015,2,201502,0.23094576977917,0.25393150047753,0.515122729743301,0.4848772702567,2597717.33298468,2867,1094
25,2015,2,201502,0.243201993820569,0.251842929610603,0.504955076568828,0.495044923431172,2956761.21582952,4028,1604
26,2015,2,201502,0.235502850031758,0.247846651647651,0.516650498320592,0.483349501679408,6599534.42985013,5362,2311
27,2015,2,201502,0.232123937683603,0.247071003838841,0.520805058477556,0.479194941522444,2361134.12314686,5555,2629
28,2015,2,201502,0.25856825709674,0.254886730857793,0.486545012045467,0.513454987954533,1529219.67235141,2754,1062
29,2015,2,201502,0.229573397928687,0.266361356468646,0.504065245602667,0.495934754397333,10912122.4024392,6967,2624
31,2015,2,201502,0.191352058883611,0.276308731284464,0.532339209831924,0.467660790168076,16456523.0597039,11134,4021
32,2015,2,201502,0.202942865153472,0.250700058982775,0.546357075863753,0.453642924136247,3088446.97226426,5516,2085
33,2015,2,201502,0.193520689151133,0.226154190544054,0.580325120304812,0.419674879695188,13746318.6037763,10730,4184
35,2015,2,201502,0.197504326102705,0.241319870954201,0.561175802943095,0.438824197056905,34590424.85209,11532,3951
41,2015,2,201502,0.196193737441505,0.283662063312393,0.520144199246102,0.479855800753898,8506753.2317297,7490,3450
42,2015,2,201502,0.180686772898506,0.277966286755511,0.541346940345983,0.458653059654017,5417147.3421453,9114,4211
43,2015,2,201502,0.184340958023328,0.273719148459612,0.54193989351706,0.45806010648294,8825510.99507249,7843,3558
50,2015,2,201502,0.22112140319851,0.238047331223868,0.540831265577622,0.459168734422378,1992900.5141866,2855,1076
51,2015,2,201502,0.205736516351327,0.242104932472172,0.552158551176501,0.447841448823499,2492718.14533745,3729,1406
52,2015,2,201502,0.216674307276263,0.22925110868891,0.554074584034828,0.445925415965172,4999238.4305379,4773,1784
53,2015,2,201502,0.193384437590374,0.203625109325428,0.602990453084198,0.397009546915802,2160080.27212045,2487,1015
11,2015,3,201503,0.242785114508329,0.271397050243548,0.485817835248123,0.514182164751877,1149978.9603864,2365,1061
12,2015,3,201503,0.243717007093639,0.258372800476955,0.497910192429407,0.502089807570593,580415.912969919,2654,1265
13,2015,3,201503,0.24050087772553,0.28948849475662,0.47001062751785,0.52998937248215,2550051.89591717,4039,1809
14,2015,3,201503,0.248504097773833,0.287590567493194,0.463905334732973,0.536094665267027,339054.691204014,1561,649
15,2015,3,201503,0.239349702075018,0.294974408731258,0.465675889193724,0.534324110806276,5755347.70587069,5195,2181
16,2015,3,201503,0.258535573398138,0.24947721023856,0.491987216363302,0.508012783636698,557095.519385743,1057,499
17,2015,3,201503,0.246168800868194,0.254281718713783,0.499549480418022,0.500450519581978,1038593.64288003,2053,881
21,2015,3,201503,0.248144668159536,0.269460206384639,0.482395125455825,0.517604874544175,4762299.7003327,9012,3927
22,2015,3,201503,0.233303767486761,0.286714736715513,0.479981495797725,0.520018504202275,2419290.97148936,3443,1362
23,2015,3,201503,0.243269992089397,0.247217694746206,0.509512313164397,0.490487686835603,6468012.72360427,7594,3215
24,2015,3,201503,0.215272344571109,0.24829527275804,0.536432382670851,0.463567617329149,2590716.46369263,3191,1267
25,2015,3,201503,0.233329392046304,0.25355271645502,0.513117891498676,0.486882108501324,2985964.5382697,3913,1598
26,2015,3,201503,0.228683865795923,0.231882897296978,0.5394332369071,0.4605667630929,6929312.32948318,5590,2384
27,2015,3,201503,0.237465228927445,0.247301059121812,0.515233711950743,0.484766288049257,2334830.78595563,5664,2699
28,2015,3,201503,0.243118985219376,0.240508640330644,0.51637237444998,0.48362762555002,1656079.69938512,2961,1203
29,2015,3,201503,0.227770545594529,0.268087446251811,0.50414200815366,0.49585799184634,10725515.2657839,7115,2503
31,2015,3,201503,0.196166625679271,0.272669981750252,0.531163392570478,0.468836607429522,16052131.3943428,11181,4022
32,2015,3,201503,0.199909912414571,0.266299038638285,0.533791048947144,0.466208951052856,2951289.61803249,5501,2083
33,2015,3,201503,0.192424981458176,0.242872483425881,0.564702535115943,0.435297464884057,13618627.0675982,10811,4028
35,2015,3,201503,0.203269893334438,0.238954059674571,0.557776046990991,0.442223953009009,36166687.9055579,11955,4228
41,2015,3,201503,0.192875907442286,0.266405797371483,0.540718295186231,0.459281704813769,8656902.22861449,8266,3926
42,2015,3,201503,0.193144456218425,0.279221150730311,0.527634393051265,0.472365606948735,5408235.17756339,8799,4089
43,2015,3,201503,0.196011767848813,0.266419921699212,0.537568310451975,0.462431689548025,8544790.81810193,8045,3650
50,2015,3,201503,0.20639134411686,0.231065974091421,0.562542681791719,0.437457318208281,1882360.6565946,3126,1197
51,2015,3,201503,0.222028982923363,0.232228262424318,0.545742754652319,0.454257245347681,2482556.3336179,3655,1451
52,2015,3,201503,0.210513475760819,0.237898865174471,0.55158765906471,0.44841234093529,5072229.86213786,4754,1770
53,2015,3,201503,0.201350576827307,0.200769134219184,0.597880288953509,0.402119711046491,2140351.24923722,2800,1151
11,2015,4,201504,0.254540301658167,0.279549147222196,0.465910551119637,0.534089448880363,1301129.05800317,2544,1181
12,2015,4,201504,0.241164420760554,0.264670852012961,0.494164727226485,0.505835272773515,511255.123557493,2615,1282
13,2015,4,201504,0.225141792399967,0.276783933189338,0.498074274410696,0.501925725589305,2551066.82694998,3722,1728
14,2015,4,201504,0.238744561401989,0.295412557808657,0.465842880789354,0.534157119210646,334053.457620494,1538,682
15,2015,4,201504,0.249086030997227,0.301560010635736,0.449353958367036,0.550646041632964,5778751.87373553,5232,2202
16,2015,4,201504,0.224457911953807,0.319119324797491,0.456422763248702,0.543577236751298,486822.838788084,984,437
17,2015,4,201504,0.236942166129794,0.274134850148674,0.488922983721532,0.511077016278469,1057062.42259091,2213,880
21,2015,4,201504,0.256050480867857,0.264935078890541,0.479014440241602,0.520985559758398,4701107.50676848,8985,3920
22,2015,4,201504,0.236591876535191,0.265039843780806,0.498368279684003,0.501631720315997,2440945.90043579,3542,1454
23,2015,4,201504,0.231335207738506,0.251930110651044,0.51673468161045,0.48326531838955,6883780.71904395,7769,3305
24,2015,4,201504,0.217589599477734,0.248459363177355,0.533951037344912,0.466048962655088,2465995.73051046,3302,1334
25,2015,4,201504,0.230009352530064,0.25086114466681,0.519129502803126,0.480870497196874,2980413.2325419,4164,1737
26,2015,4,201504,0.232050036865185,0.250596856637676,0.517353106497139,0.482646893502861,6748882.46114051,5543,2259
27,2015,4,201504,0.231040993395937,0.23870475716049,0.530254249443573,0.469745750556427,2289372.82625642,5535,2640
28,2015,4,201504,0.252265170388099,0.256343428181738,0.491391401430164,0.508608598569836,1705945.63698472,3044,1185
29,2015,4,201504,0.223569176283801,0.260428190862453,0.516002632853746,0.483997367146254,11307817.5276726,7414,2748
31,2015,4,201504,0.18783939178258,0.27078357159356,0.54137703662386,0.45862296337614,16223410.1044502,11006,4028
32,2015,4,201504,0.194129157464296,0.255975517534222,0.549895325001482,0.450104674998518,3028935.83298431,5719,2151
33,2015,4,201504,0.18552769772949,0.233463423941339,0.581008878329172,0.418991121670828,14030357.958683,10941,4219
35,2015,4,201504,0.190021887922338,0.250209928213585,0.559768183864078,0.440231816135922,34184495.3020366,12303,4290
41,2015,4,201504,0.186368575684951,0.276427478249025,0.537203946066024,0.462796053933976,8790274.79381099,7965,3767
42,2015,4,201504,0.199637023713656,0.281075486194427,0.519287490091917,0.480712509908083,5493259.77177908,8891,4141
43,2015,4,201504,0.185907657346676,0.264830496915419,0.549261845737905,0.450738154262095,8954234.68796026,8165,3651
50,2015,4,201504,0.20777896837088,0.22946915669144,0.56275187493768,0.43724812506232,1941696.36147467,3094,1188
51,2015,4,201504,0.203347855864066,0.23853205816964,0.558120085966294,0.441879914033706,2427760.32279325,3722,1418
52,2015,4,201504,0.216751996950318,0.244473679488014,0.538774323561667,0.461225676438333,5116156.69228177,5220,1939
53,2015,4,201504,0.214247870675039,0.212821648895034,0.572930480429927,0.427069519570073,2269676.57531118,2647,1147
11,2015,5,201505,0.255288758865358,0.258639362034555,0.486071879100087,0.513928120899914,1165613.36643031,2330,1134
12,2015,5,201505,0.256043264019891,0.257315068075043,0.486641667905066,0.513358332094935,568142.613098276,2668,1292
13,2015,5,201505,0.236906164795606,0.292086385314527,0.471007449889867,0.528992550110133,2632542.12437348,3688,1685
14,2015,5,201505,0.244621448391349,0.283417642342865,0.471960909265786,0.528039090734214,335473.175412471,1633,730
15,2015,5,201505,0.240861636328615,0.287703606856878,0.471434756814507,0.528565243185493,5717036.85679596,5244,2243
16,2015,5,201505,0.229448868221734,0.305611847817267,0.464939283961,0.535060716039001,492285.112015419,1174,482
17,2015,5,201505,0.254373558178919,0.272245678253772,0.473380763567309,0.526619236432691,1050900.62430176,2001,824
21,2015,5,201505,0.248312185145497,0.275659092512256,0.476028722342247,0.523971277657753,4775940.79271153,8857,3749
22,2015,5,201505,0.239220832185566,0.280112503989615,0.480666663824819,0.519333336175181,2520540.35765315,3372,1400
23,2015,5,201505,0.246909065582213,0.255076544969715,0.498014389448072,0.501985610551928,6636252.41373684,7863,3152
24,2015,5,201505,0.241955507329279,0.254444180103416,0.503600312567305,0.496399687432695,2706777.73765636,2921,1116
25,2015,5,201505,0.247469123439031,0.247719794186064,0.504811082374905,0.495188917625095,3010758.28790669,4049,1620
26,2015,5,201505,0.23242459742038,0.243220296418251,0.524355106161369,0.475644893838631,6475868.55691188,5342,2303
27,2015,5,201505,0.229302954105473,0.224052457790019,0.546644588104508,0.453355411895492,2316072.97373061,5613,2746
28,2015,5,201505,0.241349557793086,0.267173661865583,0.491476780341331,0.508523219658669,1536778.71784978,2840,1130
29,2015,5,201505,0.224271024649962,0.256147605085839,0.5195813702642,0.4804186297358,10905296.2482224,7083,2627
31,2015,5,201505,0.191506721569293,0.272387548946044,0.536105729484663,0.463894270515337,16162302.8513054,11106,3925
32,2015,5,201505,0.202904637471449,0.256600510897974,0.540494851630577,0.459505148369423,3061588.03205211,5494,2095
33,2015,5,201505,0.198498137342628,0.231546616873411,0.569955245783961,0.430044754216039,13556618.7058111,10361,3901
35,2015,5,201505,0.197568141047032,0.249553045440654,0.552878813512315,0.447121186487685,35550733.9294466,11739,4086
41,2015,5,201505,0.189169451634866,0.285626042785751,0.525204505579383,0.474795494420617,8503899.30132483,7572,3474
42,2015,5,201505,0.195094196054115,0.282268260931874,0.52263754301401,0.47736245698599,5567158.08736449,9345,4230
43,2015,5,201505,0.185584936521666,0.276564799711359,0.537850263766975,0.462149736233025,8867513.2643412,8062,3638
50,2015,5,201505,0.222147802007414,0.226035735635914,0.551816462356672,0.448183537643328,2002730.54834615,2872,1063
51,2015,5,201505,0.207461230596116,0.223474345318738,0.569064424085146,0.430935575914854,2433053.9798232,3679,1386
52,2015,5,201505,0.224068112756895,0.227225962894035,0.54870592434907,0.45129407565093,5018502.69287201,4738,1728
53,2015,5,201505,0.198588792091222,0.190570538542586,0.610840669366192,0.389159330633808,2159501.88433842,2515,997
11,2015,6,201506,0.23720445641444,0.285532070459179,0.477263473126381,0.522736526873619,1199171.35515902,2469,1125
12,2015,6,201506,0.244616090314999,0.27303097002132,0.482352939663681,0.517647060336319,587828.320476216,2725,1280
13,2015,6,201506,0.236483659964103,0.281274427906973,0.482241912128924,0.517758087871076,2536647.73540939,3986,1854
14,2015,6,201506,0.225258125708546,0.294479824617275,0.48026204967418,0.51973795032582,335810.515435397,1497,598
15,2015,6,201506,0.242947537880559,0.290501539899553,0.466550922219888,0.533449077780112,5804601.65057818,5024,2142
16,2015,6,201506,0.253038688565077,0.254763857332803,0.49219745410212,0.50780254589788,547952.760590743,1079,481
17,2015,6,201506,0.237882432728363,0.258868984261249,0.503248583010388,0.496751416989612,1024545.64919186,2037,840
21,2015,6,201506,0.240117381635338,0.272316587688155,0.487566030676506,0.512433969323494,4756972.86324684,9080,4030
22,2015,6,201506,0.245421875234566,0.268814479425685,0.48576364533975,0.51423635466025,2459169.503408,3406,1334
23,2015,6,201506,0.234548310568217,0.246294990649745,0.519156698782038,0.480843301217962,6507186.53162102,7603,3185
24,2015,6,201506,0.219421098590209,0.247439780053831,0.53313912135596,0.46686087864404,2490945.33939947,3191,1255
25,2015,6,201506,0.233902161894761,0.25190641023665,0.514191427868589,0.485808572131411,2982708.54641798,3857,1609
26,2015,6,201506,0.223172757761131,0.241208839722795,0.535618402516074,0.464381597483926,7146759.37780872,5707,2402
27,2015,6,201506,0.235861077926599,0.240971064498095,0.523167857575306,0.476832142424694,2367434.88151018,5740,2838
28,2015,6,201506,0.248357640751225,0.262473646483833,0.489168712764942,0.510831287235058,1659278.18238893,3001,1233
29,2015,6,201506,0.216555850841109,0.264347033443602,0.519097115715289,0.480902884284711,10729997.1503137,7131,2563
31,2015,6,201506,0.195681848297484,0.272353475438176,0.53196467626434,0.46803532373566,16391626.0210176,11306,3967
32,2015,6,201506,0.204938203057182,0.265485498332278,0.52957629861054,0.47042370138946,2964028.03748107,5442,2050
33,2015,6,201506,0.182923049152655,0.243995210224971,0.573081740622374,0.426918259377626,13713676.2901226,10868,3967
35,2015,6,201506,0.199337657868097,0.243282148253534,0.557380193878368,0.442619806121632,36062803.8207731,11876,4113
41,2015,6,201506,0.192410222437324,0.273662369632772,0.533927407929904,0.466072592070096,8672677.40711415,8334,3838
42,2015,6,201506,0.19213627439917,0.277640978910674,0.530222746690157,0.469777253309844,5518069.46532882,9008,4148
43,2015,6,201506,0.18571951194476,0.272418572310361,0.541861915744879,0.458138084255121,8617260.38507676,8086,3649
50,2015,6,201506,0.199857353033557,0.235240218448087,0.564902428518356,0.435097571481644,1877811.40310114,3152,1226
51,2015,6,201506,0.214890237353198,0.221996574083428,0.563113188563373,0.436886811436627,2448631.32681234,3670,1480
52,2015,6,201506,0.218474309574606,0.231248105378908,0.550277585046486,0.449722414953514,5037377.4504497,4798,1784
53,2015,6,201506,0.205233744321736,0.210217769380735,0.584548486297529,0.415451513702471,2054876.23497279,2666,1118
11,2015,7,201507,0.241760842789271,0.291984597828498,0.466254559382232,0.533745440617768,1325980.86440926,2575,1149
12,2015,7,201507,0.236070642533006,0.247837082655683,0.516092274811311,0.483907725188689,505297.744006223,2586,1282
13,2015,7,201507,0.238740363698345,0.289626508989634,0.47163312731202,0.52836687268798,2572052.24975858,3627,1638
14,2015,7,201507,0.24404815573844,0.291006944093695,0.464944900167866,0.535055099832134,337904.343622776,1512,665
15,2015,7,201507,0.257869315068274,0.292563618747476,0.44956706618425,0.55043293381575,5892035.7440714,5195,2125
16,2015,7,201507,0.248266095922122,0.28319594606739,0.468537958010488,0.531462041989512,487368.686845404,984,417
17,2015,7,201507,0.228603891423569,0.268625893092522,0.502770215483909,0.497229784516091,1012921.55686327,2193,926
21,2015,7,201507,0.247888459275,0.271502663040331,0.480608877684669,0.519391122315331,4745684.67109507,9155,4014
22,2015,7,201507,0.238783101322292,0.28364877692159,0.477568121756119,0.522431878243881,2452211.30475088,3509,1407
23,2015,7,201507,0.23409936636266,0.254543403580954,0.511357230056387,0.488642769943613,6908430.19381856,7696,3154
24,2015,7,201507,0.20490069897659,0.262571001983807,0.532528299039603,0.467471700960397,2487073.18420594,3316,1278
25,2015,7,201507,0.226913727141938,0.249858199914936,0.523228072943127,0.476771927056873,2996466.75178766,4139,1726
26,2015,7,201507,0.222702512984342,0.240728251222939,0.53656923579272,0.46343076420728,6772846.55286697,5521,2221
27,2015,7,201507,0.233386673386151,0.238395063033045,0.528218263580805,0.471781736419195,2275475.02025883,5505,2672
28,2015,7,201507,0.259260220130862,0.256724128508802,0.484015651360336,0.515984348639664,1751770.21389266,3022,1225
29,2015,7,201507,0.229343250358936,0.257679089153283,0.512977660487781,0.487022339512219,11292290.6944239,7564,2834
31,2015,7,201507,0.189131520134924,0.272626231154312,0.538242248710764,0.461757751289236,16293600.4191225,11039,3905
32,2015,7,201507,0.190694194582258,0.248567859227782,0.560737946189961,0.439262053810039,3047184.4348951,5761,2148
33,2015,7,201507,0.184550252814637,0.233911915059218,0.581537832126145,0.418462167873855,14042628.0204314,11038,4262
35,2015,7,201507,0.186122191044825,0.242793722619552,0.571084086335624,0.428915913664376,34211229.5264343,12272,4223
41,2015,7,201507,0.190978902417673,0.275164353248472,0.533856744333854,0.466143255666146,8798628.55878071,7981,3686
42,2015,7,201507,0.191559456646137,0.282464565002009,0.525975978351853,0.474024021648147,5551254.60938227,9004,4153
43,2015,7,201507,0.189023537929786,0.270750837765954,0.54022562430426,0.45977437569574,8965626.03146086,8273,3683
50,2015,7,201507,0.222738983826279,0.223650372941734,0.553610643231987,0.446389356768013,1939171.14436943,3121,1173
51,2015,7,201507,0.201649717485001,0.229348019327036,0.569002263187963,0.430997736812037,2457695.35749688,3747,1488
52,2015,7,201507,0.21531643351732,0.22631804032687,0.558365526155811,0.441634473844189,5139224.44913438,5266,2011
53,2015,7,201507,0.206683370209112,0.210534040643471,0.582782589147418,0.417217410852582,2297341.52619077,2656,1135
11,2015,8,201508,0.237083631009352,0.268062140373327,0.494854228617321,0.505145771382679,1185668.41657683,2446,1108
12,2015,8,201508,0.255387475192917,0.270108813373843,0.47450371143324,0.52549628856676,566475.088882935,2748,1318
13,2015,8,201508,0.238010949032381,0.272703848892928,0.489285202074692,0.510714797925309,2710239.84607913,3740,1755
14,2015,8,201508,0.234310914942801,0.282777045465515,0.482912039591685,0.517087960408315,342367.226856473,1684,736
15,2015,8,201508,0.237259403816495,0.300305060654001,0.462435535529505,0.537564464470495,5796156.81119138,5329,2273
16,2015,8,201508,0.243713526591581,0.280093696433442,0.476192776974977,0.523807223025023,504563.70689439,1185,492
17,2015,8,201508,0.224878325273451,0.29212268876571,0.482998985960839,0.517001014039161,1036300.71831564,1965,799
21,2015,8,201508,0.256655836641952,0.271862026171584,0.471482137186464,0.528517862813536,4833317.26973249,8969,3782
22,2015,8,201508,0.235373113554996,0.272749022050927,0.491877864394077,0.508122135605923,2450331.85210564,3315,1339
23,2015,8,201508,0.24204295618447,0.25213194368241,0.50582510013312,0.49417489986688,6605950.64222792,7726,3065
24,2015,8,201508,0.253592783929914,0.241477472624597,0.504929743445488,0.495070256554512,2777003.90495423,2950,1116
25,2015,8,201508,0.232085538760069,0.257132091869985,0.510782369369946,0.489217630630055,2975491.08064111,3909,1503
26,2015,8,201508,0.233358219393035,0.250182546843873,0.516459233763092,0.483540766236908,6499922.20157264,5349,2239
27,2015,8,201508,0.219855795014581,0.238315965632088,0.54182823935333,0.45817176064667,2329749.49499729,5595,2805
28,2015,8,201508,0.250135324912776,0.259533996805342,0.490330678281882,0.509669321718118,1513761.42306777,2841,1154
29,2015,8,201508,0.228356208710714,0.258946952355391,0.512696838933895,0.487303161066105,10721088.5072496,7076,2552
31,2015,8,201508,0.186245542713672,0.274354250787605,0.539400206498723,0.460599793501277,16290801.106935,11040,3931
32,2015,8,201508,0.194154055488532,0.253312913770551,0.552533030740916,0.447466969259084,2963108.80082232,5353,2023
33,2015,8,201508,0.186207425490086,0.236295599079822,0.577496975430092,0.422503024569908,13520540.9521554,10645,4015
35,2015,8,201508,0.19293998871707,0.255453210646209,0.551606800636722,0.448393199363279,35886599.1515314,11506,3972
41,2015,8,201508,0.188372131831031,0.285119151295043,0.526508716873926,0.473491283126074,8621973.61237119,7648,3549
42,2015,8,201508,0.197002026900409,0.271385461774333,0.531612511325258,0.468387488674742,5583685.71576461,9298,4318
43,2015,8,201508,0.181719014851385,0.274595166925704,0.543685818222911,0.456314181777089,8849336.59507858,8016,3604
50,2015,8,201508,0.212821951903006,0.23470113381633,0.552476914280664,0.447523085719336,1968639.29222871,2807,1002
51,2015,8,201508,0.203934115237015,0.224958930275221,0.571106954487764,0.428893045512236,2462983.68943104,3671,1387
52,2015,8,201508,0.218056687429016,0.235853343948354,0.54608996862263,0.45391003137737,5129028.59479162,4819,1852
53,2015,8,201508,0.193182006978632,0.185757515333679,0.621060477687689,0.378939522312311,2177065.15367608,2519,1040
11,2015,9,201509,0.239271468843786,0.283557037209881,0.477171493946333,0.522828506053667,1179263.02012837,2447,1079
12,2015,9,201509,0.238256083763966,0.271444919232941,0.490298997003094,0.509701002996906,594418.933940995,2840,1322
13,2015,9,201509,0.246211800790042,0.283944329809082,0.469843869400876,0.530156130599125,2585757.60349553,3870,1827
14,2015,9,201509,0.230400631618432,0.278721709240067,0.490877659141501,0.509122340858499,334751.007750247,1528,636
15,2015,9,201509,0.235305239853303,0.308016894881187,0.45667786526551,0.54332213473449,5675253.78891068,4939,2082
16,2015,9,201509,0.244739401012859,0.274770610583333,0.480489988403808,0.519510011596192,546983.15416664,1080,469
17,2015,9,201509,0.234240270544703,0.265692516114339,0.500067213340958,0.499932786659043,1020800.14911602,1940,786
21,2015,9,201509,0.24994245894938,0.27366377872807,0.47639376232255,0.52360623767745,4790608.04593595,8941,3821
22,2015,9,201509,0.244600810892589,0.272697656308403,0.482701532799008,0.517298467200992,2371629.32466985,3305,1315
23,2015,9,201509,0.237900339010912,0.250101925185797,0.51199773580329,0.48800226419671,6697025.04828616,7589,3111
24,2015,9,201509,0.221775415277545,0.246620917765073,0.531603666957383,0.468396333042617,2473040.48577899,3167,1242
25,2015,9,201509,0.221736720123565,0.25305651256995,0.525206767306486,0.474793232693514,2983296.94258254,3859,1596
26,2015,9,201509,0.222676919740834,0.250749671649671,0.526573408609495,0.473426591390505,7114938.21517092,5655,2273
27,2015,9,201509,0.23885766262419,0.242150037244756,0.518992300131054,0.481007699868946,2379412.71090913,5696,2729
28,2015,9,201509,0.239851625748788,0.271602925687016,0.488545448564196,0.511454551435805,1657422.10033865,2980,1231
29,2015,9,201509,0.22646920603533,0.263526459650108,0.510004334314563,0.489995665685437,10888508.6809331,7173,2482
31,2015,9,201509,0.195319793782793,0.269214232311413,0.535465973905794,0.464534026094206,16520168.8186412,11262,3933
32,2015,9,201509,0.20722726509966,0.265330388338692,0.527442346561648,0.472557653438352,2982995.28218906,5554,2095
33,2015,9,201509,0.181917798019778,0.240822774185676,0.577259427794546,0.422740572205454,13743544.6720417,10809,4022
35,2015,9,201509,0.19360257725573,0.232693801102587,0.573703621641683,0.426296378358317,35686661.2829842,11859,4143
41,2015,9,201509,0.195241671046634,0.265974822304925,0.53878350664844,0.46121649335156,8782803.92127797,8383,3895
42,2015,9,201509,0.189500999805847,0.273236810077536,0.537262190116617,0.462737809883383,5547627.25755791,8899,4097
43,2015,9,201509,0.18426089697566,0.262226850914274,0.553512252110066,0.446487747889934,8712424.29169639,8112,3675
50,2015,9,201509,0.217667712433536,0.227562129982853,0.554770157583611,0.445229842416389,1970611.30262726,3182,1249
51,2015,9,201509,0.209119496405982,0.227990974436419,0.562889529157599,0.437110470842401,2432290.90272361,3631,1485
52,2015,9,201509,0.219049040502009,0.231805481278647,0.549145478219344,0.450854521780656,5192232.75821878,4812,1771
53,2015,9,201509,0.201941403029277,0.182200567960385,0.615858029010337,0.384141970989663,2061245.42163556,2730,1122
11,2015,10,201510,0.265405121385971,0.290292998705441,0.444301879908588,0.555698120091412,1273419.9013263,2322,942
12,2015,10,201510,0.232939791653318,0.264007036895586,0.503053171451097,0.496946828548904,520917.399580302,2598,1257
13,2015,10,201510,0.240293064833201,0.305375303443709,0.45433163172309,0.54566836827691,2632359.68977447,3572,1647
14,2015,10,201510,0.232205390463233,0.298495221617358,0.46929938791941,0.53070061208059,343726.852024765,1519,640
15,2015,10,201510,0.252223536011373,0.300754809084885,0.447021654903742,0.552978345096258,5941089.13775041,5157,2191
16,2015,10,201510,0.242365898796155,0.290894653775054,0.466739447428791,0.533260552571209,479943.298407452,951,419
17,2015,10,201510,0.233922762273068,0.26501880149384,0.501058436233091,0.498941563766909,1041048.73796363,2095,899
21,2015,10,201510,0.24584265179228,0.269110496720675,0.485046851487045,0.514953148512955,4754602.04137078,8845,3819
22,2015,10,201510,0.230229759850498,0.286578106530351,0.483192133619151,0.516807866380849,2468771.93842116,3431,1406
23,2015,10,201510,0.233739234118307,0.258843933124527,0.507416832757166,0.492583167242834,6785573.65301198,7504,3060
24,2015,10,201510,0.215595956778534,0.27405665763083,0.510347385590636,0.489652614409364,2528379.93542725,3297,1307
25,2015,10,201510,0.226657110219539,0.273080569381041,0.50026232039942,0.49973767960058,3018885.16171689,4086,1720
26,2015,10,201510,0.22158447044143,0.259789688605598,0.518625840952972,0.481374159047028,6637062.73771663,5256,2150
27,2015,10,201510,0.229427824168001,0.248307775520374,0.522264400311625,0.477735599688375,2376013.76550836,5405,2589
28,2015,10,201510,0.240794730276446,0.273690242431616,0.485515027291938,0.514484972708062,1778058.07260341,3000,1225
29,2015,10,201510,0.226706826001183,0.251602219723288,0.521690954275529,0.478309045724472,11161288.4919824,7313,2679
31,2015,10,201510,0.184082325927204,0.268628227018396,0.5472894470544,0.4527105529456,16209116.5759063,10959,3881
32,2015,10,201510,0.193227809803189,0.259312072707673,0.547460117489139,0.452539882510861,3060532.30509528,5571,2043
33,2015,10,201510,0.193314960113447,0.227573402663231,0.579111637223322,0.420888362776678,14142407.6793609,10782,4182
35,2015,10,201510,0.185625417653497,0.244874536879446,0.569500045467057,0.430499954532943,34356325.3446021,11990,4065
41,2015,10,201510,0.188087947574906,0.287191608013027,0.524720444412067,0.475279555587933,8939924.67631062,8005,3680
42,2015,10,201510,0.189828624705043,0.285326723186624,0.524844652108333,0.475155347891667,5664445.5382933,8832,3973
43,2015,10,201510,0.183969436858857,0.273571014396888,0.542459548744255,0.457540451255746,9071597.51660609,8189,3594
50,2015,10,201510,0.206410414946884,0.237250070317343,0.556339514735772,0.443660485264228,1941539.41050077,3093,1126
51,2015,10,201510,0.204644921146383,0.239229960965489,0.556125117888129,0.443874882111872,2500328.10358182,3636,1411
52,2015,10,201510,0.212281674911558,0.233754387494577,0.553963937593865,0.446036062406135,5133090.09520398,5055,1876
53,2015,10,201510,0.192955823201393,0.203113002126834,0.603931174671774,0.396068825328226,2262549.65446485,2615,1116
11,2015,11,201511,0.248535563634652,0.270314005626604,0.481150430738744,0.518849569261256,1186753.42351633,2347,1053
12,2015,11,201511,0.25949619277329,0.263301471227529,0.477202335999181,0.522797664000819,569684.952482633,2694,1280
13,2015,11,201511,0.244266571857899,0.279520114694214,0.476213313447887,0.523786686552113,2768616.90455336,3726,1782
14,2015,11,201511,0.223187709684837,0.304281027113936,0.472531263201227,0.527468736798773,334458.322874359,1554,657
15,2015,11,201511,0.235957034821812,0.304347473534103,0.459695491644085,0.540304508355915,5835143.86866568,5169,2084
16,2015,11,201511,0.243755891637997,0.26260036320711,0.493643745154893,0.506356254845107,500572.024894001,1231,528
17,2015,11,201511,0.251027910202084,0.277800433800602,0.471171655997314,0.528828344002686,1074011.22544171,1965,790
21,2015,11,201511,0.246910533447884,0.284210302134048,0.468879164418068,0.531120835581932,4808695.71246225,8823,3851
22,2015,11,201511,0.248293492977077,0.278517237395914,0.473189269627009,0.526810730372991,2459021.00278888,3239,1298
23,2015,11,201511,0.244084031312158,0.247211918959826,0.508704049728016,0.491295950271984,6559184.87638143,7671,3149
24,2015,11,201511,0.229438697976253,0.254753374855335,0.515807927168412,0.484192072831588,2725732.07003744,2861,1112
25,2015,11,201511,0.221701874693087,0.269755989387092,0.508542135919822,0.491457864080178,3016455.61814709,3907,1528
