uf_code,year,month,ref_month_yyyymm,share_PH2M,share_WH2M,share_Ricardian,share_H2M,total_weight,n_obs,n_unmatched
50,2012,7,201207,0.220935393437904,0.239309944476462,0.539754662085633,0.460245337914367,1928780.47966545,3003,1140
51,2012,7,201207,0.204980998113545,0.24240520328573,0.552613798600725,0.447386201399275,2386553.75837232,3481,1399
52,2012,7,201207,0.223717692610593,0.252497184900179,0.523785122489228,0.476214877510772,4864904.4561602,4619,1729
53,2012,7,201207,0.195655025332333,0.200679827073838,0.603665147593829,0.396334852406171,2096703.37155876,2407,985
11,2012,8,201208,0.241481523726063,0.296997977990064,0.461520498283874,0.538479501716127,1164391.20743001,2337,1023
12,2012,8,201208,0.264884814008511,0.267546097449648,0.467569088541842,0.532430911458159,504931.782842048,2481,1167
13,2012,8,201208,0.237238020675894,0.297511210363,0.465250768961106,0.534749231038894,2374072.69923285,3767,1772
14,2012,8,201208,0.24121972133,0.284216324648914,0.474563954021086,0.525436045978914,311532.350075454,1307,578
15,2012,8,201208,0.236667087810244,0.303684321054648,0.459648591135109,0.540351408864891,5276546.06268717,4618,1998
16,2012,8,201208,0.240435928032546,0.299688307176712,0.459875764790742,0.540124235209258,450036.401197492,1093,404
17,2012,8,201208,0.238189895553798,0.304887104849154,0.456922999597047,0.543077000402953,994074.311353581,1794,751
21,2012,8,201208,0.25018155563852,0.276324318307385,0.473494126054096,0.526505873945904,4607062.94208923,8423,3800
22,2012,8,201208,0.241207783954546,0.285906847548029,0.472885368497425,0.527114631502575,2400380.39094768,3378,1391
23,2012,8,201208,0.234813557981029,0.261220236671014,0.503966205347958,0.496033794652042,6469487.82633598,7508,3218
24,2012,8,201208,0.223382906875468,0.261406663883144,0.515210429241388,0.484789570758612,2454272.27953471,2984,1169
25,2012,8,201208,0.23839879051026,0.265239891437496,0.496361318052244,0.503638681947756,2898128.19581668,3842,1517
26,2012,8,201208,0.227748622498951,0.256583376596594,0.515668000904455,0.484331999095545,6719307.3052293,5463,2434
27,2012,8,201208,0.210920269025459,0.267292842668571,0.521786888305971,0.478213111694029,2269683.91382706,5559,2657
28,2012,8,201208,0.223447834752502,0.283068476449126,0.493483688798372,0.506516311201628,1555156.65401276,2810,1080
29,2012,8,201208,0.239492058827652,0.2771455461684,0.483362395003948,0.516637604996052,11042920.1884017,7073,2576
31,2012,8,201208,0.198961087362392,0.283928879773325,0.517110032864283,0.482889967135717,15677231.215472,10852,3850
32,2012,8,201208,0.205701350646088,0.270670750140137,0.523627899213775,0.476372100786225,2850876.32528694,4997,1890
33,2012,8,201208,0.193957709461523,0.258998384956402,0.547043905582075,0.452956094417925,12998338.3909823,10481,3823
35,2012,8,201208,0.192650376179293,0.264847458942925,0.542502164877782,0.457497835122218,34205565.0983993,11562,3960
41,2012,8,201208,0.184878784791878,0.296505965199914,0.518615250008208,0.481384749991792,8215041.87875332,7472,3488
42,2012,8,201208,0.191259245651078,0.292876069565962,0.51586468478296,0.48413531521704,5150415.04771861,8982,4163
43,2012,8,201208,0.193213380906695,0.277251487120428,0.529535131972877,0.470464868027123,8877591.43248024,7986,3748
50,2012,8,201208,0.209971968337023,0.248609210978154,0.541418820684823,0.458581179315177,1795518.90685582,2815,1057
51,2012,8,201208,0.209471723613034,0.237825248964978,0.552703027421987,0.447296972578013,2345981.43116863,3467,1381
52,2012,8,201208,0.213870646563965,0.241592553923639,0.544536799512396,0.455463200487604,4713040.73473226,4341,1743
53,2012,8,201208,0.211567296554123,0.214347746510609,0.574084956935268,0.425915043064732,2071428.42576087,2527,981
11,2012,9,201209,0.260261295673116,0.295168293763106,0.444570410563778,0.555429589436222,1175313.15234022,2392,1036
12,2012,9,201209,0.259078932399394,0.272505428957566,0.46841563864304,0.53158436135696,513018.805106314,2328,1100
13,2012,9,201209,0.231371015991137,0.300664007532529,0.467964976476334,0.532035023523666,2385645.29811216,4025,1881
14,2012,9,201209,0.245595913509757,0.295712175575146,0.458691910915097,0.541308089084903,294247.457762862,1239,504
15,2012,9,201209,0.246622087334773,0.31030351054583,0.443074402119397,0.556925597880603,5455219.21228031,4545,1990
16,2012,9,201209,0.254902447199712,0.285349409104173,0.459748143696116,0.540251856303885,500168.598970519,1070,466
17,2012,9,201209,0.233261624697789,0.309229803930094,0.457508571372117,0.542491428627883,980177.186312328,1838,774
21,2012,9,201209,0.249695835116479,0.25935978235999,0.490944382523531,0.509055617476469,4724920.78026481,8490,3841
22,2012,9,201209,0.247729459505297,0.286284320230959,0.465986220263744,0.534013779736256,2412285.07585823,3425,1428
23,2012,9,201209,0.238426533199112,0.259627919674948,0.50194554712594,0.49805445287406,6455946.10233208,7476,3307
24,2012,9,201209,0.223767107781039,0.267980169149837,0.508252723069124,0.491747276930876,2299000.11471265,3045,1169
25,2012,9,201209,0.237916179845127,0.287146688222498,0.474937131932375,0.525062868067625,2858896.30581742,3429,1423
26,2012,9,201209,0.219697573680133,0.262884659378154,0.517417766941713,0.482582233058287,6737635.19829806,5396,2300
27,2012,9,201209,0.227319206310815,0.256829623593105,0.51585117009608,0.48414882990392,2262991.28302914,5304,2561
28,2012,9,201209,0.249265219761812,0.257112255879007,0.493622524359181,0.50637747564082,1577450.01746063,2908,1147
29,2012,9,201209,0.241751407800508,0.258325511663432,0.49992308053606,0.50007691946394,10700616.3693381,6956,2504
31,2012,9,201209,0.192856818936802,0.280333147053782,0.526810034009417,0.473189965990583,15678581.7134422,11045,3953
32,2012,9,201209,0.197470669298821,0.267677318215877,0.534852012485302,0.465147987514698,2824858.18788232,5023,1852
33,2012,9,201209,0.192275605063215,0.261345235572619,0.546379159364166,0.453620840635834,13587174.9470369,10687,4004
35,2012,9,201209,0.196459645270732,0.264153956800092,0.539386397929176,0.460613602070824,34244525.5235431,11358,3902
41,2012,9,201209,0.202677503079145,0.284674770678298,0.512647726242557,0.487352273757443,8421656.15221228,7849,3660
42,2012,9,201209,0.191293947209684,0.298711676885925,0.509994375904391,0.490005624095609,5109589.93180148,8582,3926
43,2012,9,201209,0.195915370689853,0.265205130855808,0.538879498454339,0.461120501545661,8513533.47701881,7875,3654
50,2012,9,201209,0.219460314216613,0.251928626406102,0.528611059377285,0.471388940622715,1799252.68670872,2979,1132
51,2012,9,201209,0.199496315835225,0.257855626535241,0.542648057629533,0.457351942370467,2306409.10020997,3304,1308
52,2012,9,201209,0.222651969912014,0.252297138500226,0.525050891587761,0.47494910841224,4706144.83074535,4471,1661
53,2012,9,201209,0.192052749126314,0.233575290312566,0.57437196056112,0.42562803943888,2119159.91586204,2570,1068
11,2012,10,201210,0.24741944872963,0.286131911084303,0.466448640186067,0.533551359813933,1186955.93735879,2410,1014
12,2012,10,201210,0.23114921578522,0.27472112027804,0.49412966393674,0.50587033606326,508474.347734979,2393,1114
