ref_month_yyyymm,year,month,n_obs,n_unmatched,unmatched_share,total_weight,national_share_PH2M,national_share_WH2M,national_share_Ricardian,national_share_H2M,excluded_missing_weight,raw_rows_with_known_month,raw_rows_total,included_rows_total,missing_ref_month_total,missing_weight_monthly_total,excluded_monthly_total,under_15_or_missing_age_total,missing_uf_total,unmatched_rows_total,n_batches,covid_q2q3_2020
202212,2022,12,124287,58544,0.4710388053456918,167796723.08309066,0.4511565340256819,0.21259312083475312,0.336250345139565,0.663749654860435,0,154122,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202301,2023,1,122622,57458,0.468578232291106,167669397.38014597,0.45088252635466936,0.21325326427618044,0.33586420936915024,0.6641357906308498,0,152053,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202302,2023,2,118656,56045,0.4723317826321467,168323259.4772691,0.44730161478062647,0.21340883149863502,0.33928955372073855,0.6607104462792615,0,146666,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202303,2023,3,124624,58864,0.47233277699319554,168198313.4777359,0.44877796718269897,0.21346364613890245,0.33775838667839864,0.6622416133216014,0,154409,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202304,2023,4,122492,57845,0.4722349214642589,168266685.48305765,0.4443999050070645,0.21416553823849496,0.3414345567544406,0.6585654432455594,0,151764,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202305,2023,5,120549,56399,0.46785124721067783,168445612.87515536,0.4477990065168532,0.21297375126272922,0.33922724222041745,0.6607727577795824,0,149188,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202306,2023,6,125747,59094,0.46994361694513587,168263996.40985844,0.4469022334217564,0.21385532965232004,0.33924243692592354,0.6607575630740764,0,155954,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202307,2023,7,125350,58722,0.4684642999601117,168739248.673463,0.4452119968965897,0.2134127504772861,0.3413752526261243,0.6586247473738758,0,155412,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202308,2023,8,122356,57233,0.4677580175880218,168568008.37367073,0.44524506280768067,0.21360705651669123,0.34114788067562807,0.6588521193243719,0,151729,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202309,2023,9,126445,59371,0.4695401162560797,168859907.02526113,0.4458126185647224,0.21295856434315993,0.34122881709211766,0.6587711829078823,0,156847,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202310,2023,10,123797,57573,0.46505973488856756,168779335.51544884,0.44622533133300746,0.21257999630097202,0.3411946723660205,0.6588053276339795,0,153888,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202311,2023,11,122013,56740,0.46503241457877437,169037667.94924015,0.4456041474298477,0.21250907559288074,0.34188677697727166,0.6581132230227285,0,151388,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202312,2023,12,123938,58059,0.4684519679194436,169305217.07670382,0.44397025923162675,0.21321780833648427,0.34281193243188895,0.657188067568111,0,153784,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202401,2024,1,126046,59455,0.471692874030116,169377431.69534457,0.4403679649875682,0.21409306730623076,0.345538967706201,0.6544610322937989,0,156791,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202402,2024,2,123945,58289,0.4702811731009722,169065474.95629963,0.44334636997736254,0.21333362026372468,0.34332000975891286,0.6566799902410873,0,154316,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202403,2024,3,126742,59413,0.46877120449416926,169801226.5491312,0.44333159604457045,0.2131005310619147,0.34356787289351487,0.6564321271064851,0,157455,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202404,2024,4,126948,59538,0.46899517912846206,169843913.84565687,0.4371207268598299,0.2144343771178427,0.34844489602232737,0.6515551039776726,0,157711,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202405,2024,5,124404,58116,0.4671553969325745,168970516.1853705,0.4417453927825417,0.2131011785296646,0.34515342868779364,0.6548465713122062,0,154951,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202406,2024,6,125432,58332,0.46504879137700106,170302399.1972551,0.4415216512696347,0.21280362583174836,0.3456747228986169,0.6543252771013831,0,155642,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202407,2024,7,127476,59434,0.4662367818255985,170038152.41389123,0.4377051517035849,0.21431474571386327,0.3479801025825518,0.6520198974174483,0,158168,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202408,2024,8,124198,57575,0.46357429266171757,169485207.11311638,0.44091936559914074,0.2136413498349276,0.3454392845659318,0.6545607154340684,0,154347,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202409,2024,9,125719,58198,0.4629212768157558,170661052.95068595,0.4415527468045219,0.21269276555272884,0.3457544876427493,0.6542455123572507,0,155753,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202410,2024,10,126352,58739,0.46488381663923006,170332651.42206687,0.4410743056512449,0.2132906706147485,0.34563502373400673,0.6543649762659933,0,156437,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202411,2024,11,122056,56333,0.46153404994428787,169722778.5887515,0.4419847681352024,0.21366251225790295,0.3443527196068948,0.6556472803931053,0,151685,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202412,2024,12,120980,56625,0.4680525706728385,170774244.85762975,0.4398772570949572,0.21370518029549015,0.34641756260955275,0.6535824373904473,0,149696,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202501,2025,1,126958,60056,0.4730383276359111,170948094.32211447,0.4372210509626254,0.21327856613271234,0.3495003829046622,0.6504996170953378,0,156827,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202502,2025,2,120892,56532,0.46762399497071766,170134325.43994737,0.4387446691745948,0.21303819222099182,0.3482171386044134,0.6517828613955866,0,149929,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202503,2025,3,124072,58182,0.46893739119221095,170925496.98575857,0.43861837392509806,0.21344230980219459,0.3479393162727073,0.6520606837272926,0,153483,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202504,2025,4,127244,59554,0.46802992675489613,171051856.72059262,0.4356631207017714,0.21408110583925266,0.35025577345897607,0.649744226541024,0,157258,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202505,2025,5,119829,55927,0.4667234141985663,170854340.42758882,0.43398433113367296,0.21354339864901312,0.352472270217314,0.647527729782686,0,148321,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202506,2025,6,123990,58167,0.46912654246310187,170948517.35950792,0.43604889779300343,0.21425653313926427,0.3496945690677323,0.6503054309322677,0,153450,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202507,2025,7,129957,60804,0.467877836515155,171254507.4415586,0.4336108410055984,0.21399489046754533,0.35239426852685635,0.6476057314731437,0,160893,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202508,2025,8,118563,55478,0.46792000877170786,171356499.0201074,0.4347198457256127,0.21375773137813422,0.3515224228962531,0.6484775771037469,0,146911,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202509,2025,9,124846,58765,0.47069990227960845,171635568.68959317,0.4308388619735588,0.2152217251067695,0.3539394129196716,0.6460605870803283,0,154639,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202510,2025,10,128167,60328,0.47069838569990713,171536894.11176607,0.4313937560761946,0.21436424699349788,0.3542419969303075,0.6457580030696926,0,158810,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202511,2025,11,108756,50962,0.468590238699474,171233790.94772536,0.4332169440657062,0.2137272671105202,0.35305578882377353,0.6469442111762265,0,135116,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
202512,2025,12,116863,55204,0.4723821911126704,172185864.38328335,0.4303464604255916,0.21476121889053626,0.3548923206838721,0.6451076793161279,0,144858,28893767,22072331,880386,880386,880386,6103911,0,10163393,58,0
