uf_code,date,year,month,pmc_retail_nominal_index
14,2014-10-01,2014,10,50.17833
14,2014-11-01,2014,11,49.47044
14,2014-12-01,2014,12,64.00936
14,2015-01-01,2015,1,51.29461
14,2015-02-01,2015,2,45.27757
14,2015-03-01,2015,3,51.10403
14,2015-04-01,2015,4,49.76993
14,2015-05-01,2015,5,54.23507
14,2015-06-01,2015,6,49.96052
14,2015-07-01,2015,7,52.49257
14,2015-08-01,2015,8,52.27476
14,2015-09-01,2015,9,51.40352
14,2015-10-01,2015,10,55.32412
14,2015-11-01,2015,11,57.47501
14,2015-12-01,2015,12,68.96457
14,2016-01-01,2016,1,54.7796
14,2016-02-01,2016,2,51.81191
14,2016-03-01,2016,3,56.68545
14,2016-04-01,2016,4,55.84143
14,2016-05-01,2016,5,55.70529
14,2016-06-01,2016,6,56.90326
14,2016-07-01,2016,7,62.18519
14,2016-08-01,2016,8,65.56126
14,2016-09-01,2016,9,64.58111
14,2016-10-01,2016,10,65.77908
14,2016-11-01,2016,11,63.98213
14,2016-12-01,2016,12,75.47169
14,2017-01-01,2017,1,49.07059
14,2017-02-01,2017,2,49.05645
14,2017-03-01,2017,3,52.7002
14,2017-04-01,2017,4,51.32593
14,2017-05-01,2017,5,54.15697
14,2017-06-01,2017,6,53.85496
14,2017-07-01,2017,7,57.69329
14,2017-08-01,2017,8,60.02582
14,2017-09-01,2017,9,59.31129
14,2017-10-01,2017,10,57.30095
14,2017-11-01,2017,11,58.44202
14,2017-12-01,2017,12,65.22438
14,2018-01-01,2018,1,55.29281
14,2018-02-01,2018,2,54.081
14,2018-03-01,2018,3,58.50883
14,2018-04-01,2018,4,54.59623
14,2018-05-01,2018,5,61.03779
14,2018-06-01,2018,6,56.15025
14,2018-07-01,2018,7,57.11196
14,2018-08-01,2018,8,59.97393
14,2018-09-01,2018,9,58.62799
14,2018-10-01,2018,10,62.79141
14,2018-11-01,2018,11,62.82979
14,2018-12-01,2018,12,72.22372
14,2019-01-01,2019,1,57.97249
14,2019-02-01,2019,2,53.35957
14,2019-03-01,2019,3,57.61028
14,2019-04-01,2019,4,61.14135
14,2019-05-01,2019,5,64.45073
14,2019-06-01,2019,6,63.26578
14,2019-07-01,2019,7,64.89397
14,2019-08-01,2019,8,64.1755
14,2019-09-01,2019,9,62.93267
14,2019-10-01,2019,10,67.92879
14,2019-11-01,2019,11,75.3477
14,2019-12-01,2019,12,76.72786
14,2020-01-01,2020,1,63.51464
14,2020-02-01,2020,2,60.17856
14,2020-03-01,2020,3,57.01544
14,2020-04-01,2020,4,51.47708
14,2020-05-01,2020,5,59.46318
14,2020-06-01,2020,6,63.71233
14,2020-07-01,2020,7,70.52469
14,2020-08-01,2020,8,73.85949
14,2020-09-01,2020,9,75.49125
14,2020-10-01,2020,10,79.3086
14,2020-11-01,2020,11,80.67711
14,2020-12-01,2020,12,93.41554
14,2021-01-01,2021,1,72.42533
14,2021-02-01,2021,2,67.27525
14,2021-03-01,2021,3,77.39019
14,2021-04-01,2021,4,76.3626
14,2021-05-01,2021,5,81.68166
14,2021-06-01,2021,6,74.45993
14,2021-07-01,2021,7,82.89983
14,2021-08-01,2021,8,84.13301
14,2021-09-01,2021,9,85.32603
14,2021-10-01,2021,10,88.5631
14,2021-11-01,2021,11,96.10069
14,2021-12-01,2021,12,109.52182
14,2022-01-01,2022,1,88.21386
14,2022-02-01,2022,2,87.59577
14,2022-03-01,2022,3,96.68773
14,2022-04-01,2022,4,94.98924
14,2022-05-01,2022,5,104.2468
14,2022-06-01,2022,6,96.57328
14,2022-07-01,2022,7,100.13694
14,2022-08-01,2022,8,104.74259
14,2022-09-01,2022,9,99.70969
14,2022-10-01,2022,10,105.96971
14,2022-11-01,2022,11,105.88002
14,2022-12-01,2022,12,115.25435
14,2023-01-01,2023,1,100.17173
14,2023-02-01,2023,2,99.2205
14,2023-03-01,2023,3,106.52511
14,2023-04-01,2023,4,103.86572
14,2023-05-01,2023,5,105.63082
14,2023-06-01,2023,6,96.57446
14,2023-07-01,2023,7,103.33929
14,2023-08-01,2023,8,103.70404
14,2023-09-01,2023,9,99.04048
14,2023-10-01,2023,10,101.96011
14,2023-11-01,2023,11,106.21382
14,2023-12-01,2023,12,125.32626
14,2024-01-01,2024,1,104.91365
14,2024-02-01,2024,2,101.55693
14,2024-03-01,2024,3,110.3038
14,2024-04-01,2024,4,112.72753
14,2024-05-01,2024,5,112.37554
14,2024-06-01,2024,6,104.67474
14,2024-07-01,2024,7,109.32686
14,2024-08-01,2024,8,114.50931
14,2024-09-01,2024,9,112.39204
14,2024-10-01,2024,10,124.81797
14,2024-11-01,2024,11,128.40701
14,2024-12-01,2024,12,136.41277
14,2025-01-01,2025,1,105.79339
14,2025-02-01,2025,2,104.41404
14,2025-03-01,2025,3,113.27799
14,2025-04-01,2025,4,114.11154
14,2025-05-01,2025,5,121.03962
14,2025-06-01,2025,6,112.53346
14,2025-07-01,2025,7,120.30232
14,2025-08-01,2025,8,118.65133
14,2025-09-01,2025,9,113.14232
14,2025-10-01,2025,10,119.29434
14,2025-11-01,2025,11,129.6985
15,2007-12-01,2007,12,42.26314
15,2008-01-01,2008,1,27.73519
15,2008-02-01,2008,2,22.57236
15,2008-03-01,2008,3,25.33387
15,2008-04-01,2008,4,25.17378
15,2008-05-01,2008,5,28.45558
15,2008-06-01,2008,6,26.45449
15,2008-07-01,2008,7,27.9353
15,2008-08-01,2008,8,27.85525
15,2008-09-01,2008,9,27.33497
15,2008-10-01,2008,10,28.97587
15,2008-11-01,2008,11,27.41501
15,2008-12-01,2008,12,41.8229
15,2009-01-01,2009,1,27.17488
15,2009-02-01,2009,2,24.21326
15,2009-03-01,2009,3,26.53453
15,2009-04-01,2009,4,26.73464
15,2009-05-01,2009,5,29.81633
15,2009-06-01,2009,6,28.09538
15,2009-07-01,2009,7,30.09648
15,2009-08-01,2009,8,30.69681
15,2009-09-01,2009,9,30.01644
15,2009-10-01,2009,10,33.4183
15,2009-11-01,2009,11,31.17707
15,2009-12-01,2009,12,49.10689
15,2010-01-01,2010,1,31.93749
15,2010-02-01,2010,2,28.65569
15,2010-03-01,2010,3,32.65788
15,2010-04-01,2010,4,31.81742
15,2010-05-01,2010,5,35.9797
15,2010-06-01,2010,6,32.73793
15,2010-07-01,2010,7,34.97915
15,2010-08-01,2010,8,35.13924
15,2010-09-01,2010,9,34.93913
15,2010-10-01,2010,10,37.46051
15,2010-11-01,2010,11,36.09977
15,2010-12-01,2010,12,56.51094
15,2011-01-01,2011,1,35.9797
15,2011-02-01,2011,2,32.61786
15,2011-03-01,2011,3,35.37937
15,2011-04-01,2011,4,37.10031
15,2011-05-01,2011,5,38.50108
15,2011-06-01,2011,6,37.50053
15,2011-07-01,2011,7,39.46161
15,2011-08-01,2011,8,40.46216
15,2011-09-01,2011,9,38.58113
15,2011-10-01,2011,10,41.54275
15,2011-11-01,2011,11,39.98189
15,2011-12-01,2011,12,63.1946
15,2012-01-01,2012,1,40.70229
15,2012-02-01,2012,2,37.02027
15,2012-03-01,2012,3,41.90294
15,2012-04-01,2012,4,40.9024
15,2012-05-01,2012,5,45.06468
15,2012-06-01,2012,6,42.7434
15,2012-07-01,2012,7,44.02411
15,2012-08-01,2012,8,45.46489
15,2012-09-01,2012,9,43.22367
15,2012-10-01,2012,10,47.18584
15,2012-11-01,2012,11,44.3843
15,2012-12-01,2012,12,68.35743
15,2013-01-01,2013,1,47.38595
15,2013-02-01,2013,2,41.50273
15,2013-03-01,2013,3,48.78671
15,2013-04-01,2013,4,46.86566
15,2013-05-01,2013,5,51.90842
15,2013-06-01,2013,6,48.90678
15,2013-07-01,2013,7,50.98792
15,2013-08-01,2013,8,52.14855
15,2013-09-01,2013,9,48.98682
15,2013-10-01,2013,10,53.38923
15,2013-11-01,2013,11,51.62827
15,2013-12-01,2013,12,77.28232
15,2014-01-01,2014,1,52.86895
15,2014-02-01,2014,2,47.34592
15,2014-03-01,2014,3,50.78781
15,2014-04-01,2014,4,50.66774
15,2014-05-01,2014,5,56.11072
15,2014-06-01,2014,6,50.38759
15,2014-07-01,2014,7,53.34921
15,2014-08-01,2014,8,53.8695
15,2014-09-01,2014,9,51.54823
15,2014-10-01,2014,10,62.43419
15,2014-11-01,2014,11,56.0707
15,2014-12-01,2014,12,77.72256
15,2015-01-01,2015,1,54.50985
15,2015-02-01,2015,2,47.82619
15,2015-03-01,2015,3,56.15075
15,2015-04-01,2015,4,53.54932
15,2015-05-01,2015,5,57.95173
15,2015-06-01,2015,6,53.58934
15,2015-07-01,2015,7,56.63101
15,2015-08-01,2015,8,54.91007
15,2015-09-01,2015,9,51.94844
15,2015-10-01,2015,10,58.83221
15,2015-11-01,2015,11,58.03178
15,2015-12-01,2015,12,78.28286
15,2016-01-01,2016,1,55.23024
15,2016-02-01,2016,2,51.70831
15,2016-03-01,2016,3,56.0707
15,2016-04-01,2016,4,55.19022
15,2016-05-01,2016,5,54.87004
15,2016-06-01,2016,6,52.74888
15,2016-07-01,2016,7,54.99011
15,2016-08-01,2016,8,53.82947
15,2016-09-01,2016,9,50.42761
15,2016-10-01,2016,10,54.54987
15,2016-11-01,2016,11,55.27026
15,2016-12-01,2016,12,75.08111
15,2017-01-01,2017,1,50.97198
15,2017-02-01,2017,2,45.88716
15,2017-03-01,2017,3,54.08281
15,2017-04-01,2017,4,52.88204
15,2017-05-01,2017,5,55.65062
15,2017-06-01,2017,6,53.23027
15,2017-07-01,2017,7,55.88294
15,2017-08-01,2017,8,55.86663
15,2017-09-01,2017,9,54.27498
15,2017-10-01,2017,10,55.93196
15,2017-11-01,2017,11,58.78918
15,2017-12-01,2017,12,75.1743
15,2018-01-01,2018,1,55.7345
15,2018-02-01,2018,2,49.17258
15,2018-03-01,2018,3,57.52757
15,2018-04-01,2018,4,53.50014
15,2018-05-01,2018,5,58.38648
15,2018-06-01,2018,6,56.36784
15,2018-07-01,2018,7,58.10232
15,2018-08-01,2018,8,60.40271
15,2018-09-01,2018,9,57.34949
15,2018-10-01,2018,10,60.764
15,2018-11-01,2018,11,66.58826
15,2018-12-01,2018,12,79.97579
15,2019-01-01,2019,1,58.6504
15,2019-02-01,2019,2,54.40381
15,2019-03-01,2019,3,60.40473
15,2019-04-01,2019,4,58.51335
15,2019-05-01,2019,5,61.64692
15,2019-06-01,2019,6,58.75082
15,2019-07-01,2019,7,61.04716
15,2019-08-01,2019,8,64.29448
15,2019-09-01,2019,9,61.44373
15,2019-10-01,2019,10,67.33399
15,2019-11-01,2019,11,74.92561
15,2019-12-01,2019,12,88.25426
15,2020-01-01,2020,1,66.56054
15,2020-02-01,2020,2,62.64103
15,2020-03-01,2020,3,61.86786
15,2020-04-01,2020,4,51.99811
15,2020-05-01,2020,5,54.85938
15,2020-06-01,2020,6,71.5129
15,2020-07-01,2020,7,78.29033
15,2020-08-01,2020,8,82.03048
15,2020-09-01,2020,9,76.93818
15,2020-10-01,2020,10,83.20139
15,2020-11-01,2020,11,94.09282
15,2020-12-01,2020,12,107.7618
15,2021-01-01,2021,1,79.04462
15,2021-02-01,2021,2,71.40726
15,2021-03-01,2021,3,74.21973
15,2021-04-01,2021,4,79.36091
15,2021-05-01,2021,5,86.68958
15,2021-06-01,2021,6,85.14937
15,2021-07-01,2021,7,92.55505
15,2021-08-01,2021,8,91.82973
15,2021-09-01,2021,9,85.29001
15,2021-10-01,2021,10,91.63754
15,2021-11-01,2021,11,100.56932
15,2021-12-01,2021,12,117.19018
15,2022-01-01,2022,1,89.05228
15,2022-02-01,2022,2,84.63247
15,2022-03-01,2022,3,94.29042
15,2022-04-01,2022,4,96.1869
15,2022-05-01,2022,5,101.3121
15,2022-06-01,2022,6,97.09273
15,2022-07-01,2022,7,101.08994
15,2022-08-01,2022,8,105.36248
15,2022-09-01,2022,9,95.70161
15,2022-10-01,2022,10,101.3476
15,2022-11-01,2022,11,106.85794
15,2022-12-01,2022,12,127.07354
15,2023-01-01,2023,1,94.416
15,2023-02-01,2023,2,88.19593
15,2023-03-01,2023,3,98.4565
15,2023-04-01,2023,4,99.287
15,2023-05-01,2023,5,103.58341
15,2023-06-01,2023,6,98.5478
15,2023-07-01,2023,7,102.34894
15,2023-08-01,2023,8,106.42494
15,2023-09-01,2023,9,99.601
15,2023-10-01,2023,10,103.37181
15,2023-11-01,2023,11,111.16404
15,2023-12-01,2023,12,132.22505
15,2024-01-01,2024,1,101.53452
15,2024-02-01,2024,2,102.01539
15,2024-03-01,2024,3,105.96071
15,2024-04-01,2024,4,102.63865
15,2024-05-01,2024,5,111.43485
15,2024-06-01,2024,6,105.26178
15,2024-07-01,2024,7,109.31595
15,2024-08-01,2024,8,117.07649
15,2024-09-01,2024,9,106.98872
15,2024-10-01,2024,10,116.13992
15,2024-11-01,2024,11,123.45351
15,2024-12-01,2024,12,140.17625
15,2025-01-01,2025,1,109.55071
15,2025-02-01,2025,2,104.36387
15,2025-03-01,2025,3,111.62707
15,2025-04-01,2025,4,115.49242
15,2025-05-01,2025,5,122.23722
15,2025-06-01,2025,6,111.95232
15,2025-07-01,2025,7,117.44049
15,2025-08-01,2025,8,123.20897
15,2025-09-01,2025,9,110.9114
15,2025-10-01,2025,10,121.75223
15,2025-11-01,2025,11,128.49596
16,2007-12-01,2007,12,43.10033
16,2008-01-01,2008,1,29.26402
16,2008-02-01,2008,2,25.9044
16,2008-03-01,2008,3,28.42411
16,2008-04-01,2008,4,30.32495
16,2008-05-01,2008,5,34.43606
16,2008-06-01,2008,6,31.47429
16,2008-07-01,2008,7,36.51371
16,2008-08-01,2008,8,34.96652
16,2008-09-01,2008,9,33.90559
16,2008-10-01,2008,10,35.80643
16,2008-11-01,2008,11,35.6296
16,2008-12-01,2008,12,48.40498
16,2009-01-01,2009,1,33.24251
16,2009-02-01,2009,2,29.79448
16,2009-03-01,2009,3,32.31419
16,2009-04-01,2009,4,32.49102
16,2009-05-01,2009,5,36.55792
16,2009-06-01,2009,6,35.76222
16,2009-07-01,2009,7,41.15529
16,2009-08-01,2009,8,39.29866
16,2009-09-01,2009,9,37.35362
16,2009-10-01,2009,10,40.66903
16,2009-11-01,2009,11,37.70726
16,2009-12-01,2009,12,58.17439
16,2010-01-01,2010,1,40.49221
16,2010-02-01,2010,2,35.40858
16,2010-03-01,2010,3,39.12184
16,2010-04-01,2010,4,38.32614
16,2010-05-01,2010,5,45.08957
16,2010-06-01,2010,6,41.42052
16,2010-07-01,2010,7,45.08957
16,2010-08-01,2010,8,42.43725
16,2010-09-01,2010,9,42.21622
16,2010-10-01,2010,10,42.52566
16,2010-11-01,2010,11,44.4707
16,2010-12-01,2010,12,60.6941
16,2011-01-01,2011,1,41.59734
16,2011-02-01,2011,2,38.50296
16,2011-03-01,2011,3,38.45875
16,2011-04-01,2011,4,38.63558
16,2011-05-01,2011,5,42.17201
16,2011-06-01,2011,6,43.76341
16,2011-07-01,2011,7,44.86855
16,2011-08-01,2011,8,45.62004
16,2011-09-01,2011,9,43.14453
16,2011-10-01,2011,10,45.3106
16,2011-11-01,2011,11,44.82434
16,2011-12-01,2011,12,63.65587
16,2012-01-01,2012,1,47.6977
16,2012-02-01,2012,2,44.4707
16,2012-03-01,2012,3,47.07882
16,2012-04-01,2012,4,44.33808
16,2012-05-01,2012,5,51.32254
16,2012-06-01,2012,6,51.98563
16,2012-07-01,2012,7,53.70964
16,2012-08-01,2012,8,58.66065
16,2012-09-01,2012,9,55.38945
16,2012-10-01,2012,10,55.08001
16,2012-11-01,2012,11,55.52206
16,2012-12-01,2012,12,75.06088
16,2013-01-01,2013,1,51.54357
16,2013-02-01,2013,2,48.58181
16,2013-03-01,2013,3,52.47189
16,2013-04-01,2013,4,51.67619
16,2013-05-01,2013,5,55.87571
16,2013-06-01,2013,6,57.99757
16,2013-07-01,2013,7,61.53401
16,2013-08-01,2013,8,61.22457
16,2013-09-01,2013,9,57.59972
16,2013-10-01,2013,10,59.50056
16,2013-11-01,2013,11,61.13616
16,2013-12-01,2013,12,80.63077
16,2014-01-01,2014,1,56.31776
16,2014-02-01,2014,2,55.91991
16,2014-03-01,2014,3,60.56149
16,2014-04-01,2014,4,61.88765
16,2014-05-01,2014,5,65.20306
16,2014-06-01,2014,6,63.56746
16,2014-07-01,2014,7,69.97725
16,2014-08-01,2014,8,68.47427
16,2014-09-01,2014,9,66.21979
16,2014-10-01,2014,10,70.86136
16,2014-11-01,2014,11,75.28191
16,2014-12-01,2014,12,89.25083
16,2015-01-01,2015,1,69.5352
16,2015-02-01,2015,2,60.25205
16,2015-03-01,2015,3,64.31895
16,2015-04-01,2015,4,60.16364
16,2015-05-01,2015,5,64.93783
16,2015-06-01,2015,6,61.71083
16,2015-07-01,2015,7,62.2855
16,2015-08-01,2015,8,61.35719
16,2015-09-01,2015,9,57.99757
16,2015-10-01,2015,10,60.82672
16,2015-11-01,2015,11,59.54476
16,2015-12-01,2015,12,75.32611
16,2016-01-01,2016,1,57.95336
16,2016-02-01,2016,2,54.24011
16,2016-03-01,2016,3,55.0358
16,2016-04-01,2016,4,53.09076
16,2016-05-01,2016,5,56.36197
16,2016-06-01,2016,6,55.08001
16,2016-07-01,2016,7,56.27356
16,2016-08-01,2016,8,54.94739
16,2016-09-01,2016,9,54.41693
16,2016-10-01,2016,10,56.14094
16,2016-11-01,2016,11,58.35121
16,2016-12-01,2016,12,71.34762
16,2017-01-01,2017,1,61.34971
16,2017-02-01,2017,2,57.12821
16,2017-03-01,2017,3,57.98664
16,2017-04-01,2017,4,55.75118
16,2017-05-01,2017,5,56.76343
16,2017-06-01,2017,6,56.61503
16,2017-07-01,2017,7,58.28764
16,2017-08-01,2017,8,56.53981
16,2017-09-01,2017,9,54.78719
16,2017-10-01,2017,10,55.23291
16,2017-11-01,2017,11,58.45555
16,2017-12-01,2017,12,63.36073
16,2018-01-01,2018,1,57.52202
16,2018-02-01,2018,2,56.57793
16,2018-03-01,2018,3,57.4826
16,2018-04-01,2018,4,56.60013
16,2018-05-01,2018,5,56.64059
16,2018-06-01,2018,6,55.24177
16,2018-07-01,2018,7,54.19932
16,2018-08-01,2018,8,55.24608
16,2018-09-01,2018,9,53.95184
16,2018-10-01,2018,10,56.3854
16,2018-11-01,2018,11,61.16244
16,2018-12-01,2018,12,64.38668
16,2019-01-01,2019,1,60.61856
16,2019-02-01,2019,2,58.95849
16,2019-03-01,2019,3,60.33261
16,2019-04-01,2019,4,63.74237
16,2019-05-01,2019,5,70.48488
16,2019-06-01,2019,6,67.00581
16,2019-07-01,2019,7,67.66436
16,2019-08-01,2019,8,70.4692
16,2019-09-01,2019,9,65.93128
16,2019-10-01,2019,10,70.19572
16,2019-11-01,2019,11,73.0222
16,2019-12-01,2019,12,91.43278
16,2020-01-01,2020,1,68.04564
16,2020-02-01,2020,2,61.6075
16,2020-03-01,2020,3,56.05879
16,2020-04-01,2020,4,38.65126
16,2020-05-01,2020,5,45.77131
16,2020-06-01,2020,6,57.41314
16,2020-07-01,2020,7,76.08806
16,2020-08-01,2020,8,88.78167
16,2020-09-01,2020,9,79.89338
16,2020-10-01,2020,10,85.07716
16,2020-11-01,2020,11,84.86564
16,2020-12-01,2020,12,108.06828
16,2021-01-01,2021,1,79.10285
16,2021-02-01,2021,2,72.85321
16,2021-03-01,2021,3,67.67802
16,2021-04-01,2021,4,75.71638
16,2021-05-01,2021,5,94.70509
16,2021-06-01,2021,6,83.92692
16,2021-07-01,2021,7,91.58917
16,2021-08-01,2021,8,88.49894
16,2021-09-01,2021,9,84.57338
16,2021-10-01,2021,10,87.96505
16,2021-11-01,2021,11,93.8091
16,2021-12-01,2021,12,113.52725
16,2022-01-01,2022,1,82.05171
16,2022-02-01,2022,2,83.45097
16,2022-03-01,2022,3,89.95974
16,2022-04-01,2022,4,91.55658
16,2022-05-01,2022,5,98.34304
16,2022-06-01,2022,6,99.1682
16,2022-07-01,2022,7,102.82256
16,2022-08-01,2022,8,105.33262
16,2022-09-01,2022,9,99.90289
16,2022-10-01,2022,10,113.27745
16,2022-11-01,2022,11,108.63896
16,2022-12-01,2022,12,125.49527
16,2023-01-01,2023,1,92.22826
16,2023-02-01,2023,2,88.39224
16,2023-03-01,2023,3,97.65324
16,2023-04-01,2023,4,94.28474
16,2023-05-01,2023,5,98.10222
16,2023-06-01,2023,6,96.70752
16,2023-07-01,2023,7,100.73957
16,2023-08-01,2023,8,100.99438
16,2023-09-01,2023,9,97.94136
16,2023-10-01,2023,10,101.1761
16,2023-11-01,2023,11,109.176
16,2023-12-01,2023,12,140.15596
16,2024-01-01,2024,1,105.95622
16,2024-02-01,2024,2,104.92035
16,2024-03-01,2024,3,113.07209
16,2024-04-01,2024,4,118.52698
16,2024-05-01,2024,5,130.02215
16,2024-06-01,2024,6,125.67343
16,2024-07-01,2024,7,130.32859
16,2024-08-01,2024,8,130.01697
16,2024-09-01,2024,9,114.98524
16,2024-10-01,2024,10,124.25261
16,2024-11-01,2024,11,135.02784
16,2024-12-01,2024,12,146.9299
16,2025-01-01,2025,1,129.08061
16,2025-02-01,2025,2,123.89157
16,2025-03-01,2025,3,132.57479
16,2025-04-01,2025,4,135.98015
16,2025-05-01,2025,5,145.8825
16,2025-06-01,2025,6,136.80701
16,2025-07-01,2025,7,151.23448
16,2025-08-01,2025,8,140.24428
16,2025-09-01,2025,9,133.83548
16,2025-10-01,2025,10,143.6008
16,2025-11-01,2025,11,150.31618
17,2007-12-01,2007,12,26.28049
17,2008-01-01,2008,1,20.0476
17,2008-02-01,2008,2,18.32658
17,2008-03-01,2008,3,19.90806
17,2008-04-01,2008,4,20.14063
17,2008-05-01,2008,5,21.90816
17,2008-06-01,2008,6,21.53605
17,2008-07-01,2008,7,21.95468
17,2008-08-01,2008,8,22.93148
17,2008-09-01,2008,9,23.07102
17,2008-10-01,2008,10,23.30359
17,2008-11-01,2008,11,20.6988
17,2008-12-01,2008,12,28.69923
17,2009-01-01,2009,1,21.39651
17,2009-02-01,2009,2,19.02429
17,2009-03-01,2009,3,21.76862
17,2009-04-01,2009,4,21.21045
17,2009-05-01,2009,5,24.18736
17,2009-06-01,2009,6,22.14074
17,2009-07-01,2009,7,22.09422
17,2009-08-01,2009,8,21.48954
17,2009-09-01,2009,9,21.39651
17,2009-10-01,2009,10,21.95468
17,2009-11-01,2009,11,21.44302
17,2009-12-01,2009,12,28.65272
17,2010-01-01,2010,1,22.18725
17,2010-02-01,2010,2,27.30381
17,2010-03-01,2010,3,32.37385
17,2010-04-01,2010,4,31.21099
17,2010-05-01,2010,5,33.72276
17,2010-06-01,2010,6,33.16459
17,2010-07-01,2010,7,36.09498
17,2010-08-01,2010,8,37.67646
17,2010-09-01,2010,9,38.65326
17,2010-10-01,2010,10,39.7696
17,2010-11-01,2010,11,38.28115
17,2010-12-01,2010,12,52.00282
17,2011-01-01,2011,1,37.39738
17,2011-02-01,2011,2,36.88572
17,2011-03-01,2011,3,40.32777
17,2011-04-01,2011,4,43.49073
17,2011-05-01,2011,5,45.90947
17,2011-06-01,2011,6,44.60707
17,2011-07-01,2011,7,48.83986
17,2011-08-01,2011,8,49.305
17,2011-09-01,2011,9,46.79323
17,2011-10-01,2011,10,47.44443
17,2011-11-01,2011,11,47.86306
17,2011-12-01,2011,12,69.39911
17,2012-01-01,2012,1,47.3514
17,2012-02-01,2012,2,45.81644
17,2012-03-01,2012,3,50.6074
17,2012-04-01,2012,4,49.305
17,2012-05-01,2012,5,52.79356
17,2012-06-01,2012,6,51.81676
17,2012-07-01,2012,7,54.93321
17,2012-08-01,2012,8,56.56121
17,2012-09-01,2012,9,52.84007
17,2012-10-01,2012,10,58.09617
17,2012-11-01,2012,11,60.74748
17,2012-12-01,2012,12,77.02743
17,2013-01-01,2013,1,53.30522
17,2013-02-01,2013,2,48.60729
17,2013-03-01,2013,3,57.67755
17,2013-04-01,2013,4,58.1892
17,2013-05-01,2013,5,57.72406
17,2013-06-01,2013,6,56.93332
17,2013-07-01,2013,7,59.11948
17,2013-08-01,2013,8,62.51502
17,2013-09-01,2013,9,61.58473
17,2013-10-01,2013,10,64.84073
17,2013-11-01,2013,11,68.79443
17,2013-12-01,2013,12,81.63233
17,2014-01-01,2014,1,61.95685
17,2014-02-01,2014,2,58.8404
17,2014-03-01,2014,3,62.42199
17,2014-04-01,2014,4,63.81741
17,2014-05-01,2014,5,70.65499
17,2014-06-01,2014,6,61.30565
17,2014-07-01,2014,7,65.49192
17,2014-08-01,2014,8,66.37569
17,2014-09-01,2014,9,65.72449
17,2014-10-01,2014,10,71.81785
17,2014-11-01,2014,11,76.28321
17,2014-12-01,2014,12,87.16752
17,2015-01-01,2015,1,63.86393
17,2015-02-01,2015,2,60.37537
17,2015-03-01,2015,3,68.56186
17,2015-04-01,2015,4,67.77112
17,2015-05-01,2015,5,71.86436
17,2015-06-01,2015,6,68.51534
17,2015-07-01,2015,7,71.67831
17,2015-08-01,2015,8,68.7014
17,2015-09-01,2015,9,65.86404
17,2015-10-01,2015,10,69.6782
17,2015-11-01,2015,11,76.65532
17,2015-12-01,2015,12,86.42329
17,2016-01-01,2016,1,65.0733
17,2016-02-01,2016,2,63.91044
17,2016-03-01,2016,3,69.95728
17,2016-04-01,2016,4,67.77112
17,2016-05-01,2016,5,68.46883
17,2016-06-01,2016,6,66.74781
17,2016-07-01,2016,7,71.91088
17,2016-08-01,2016,8,71.91088
17,2016-09-01,2016,9,66.37569
17,2016-10-01,2016,10,68.60837
17,2016-11-01,2016,11,78.84148
17,2016-12-01,2016,12,89.30717
17,2017-01-01,2017,1,63.35104
17,2017-02-01,2017,2,56.45585
17,2017-03-01,2017,3,75.40117
17,2017-04-01,2017,4,64.61763
17,2017-05-01,2017,5,70.44277
17,2017-06-01,2017,6,70.98354
17,2017-07-01,2017,7,70.22485
17,2017-08-01,2017,8,75.73963
17,2017-09-01,2017,9,73.26967
17,2017-10-01,2017,10,77.02275
17,2017-11-01,2017,11,82.46581
17,2017-12-01,2017,12,90.79554
17,2018-01-01,2018,1,65.62969
17,2018-02-01,2018,2,69.43685
17,2018-03-01,2018,3,81.58552
17,2018-04-01,2018,4,75.70334
17,2018-05-01,2018,5,78.01942
17,2018-06-01,2018,6,77.89262
17,2018-07-01,2018,7,80.61839
17,2018-08-01,2018,8,82.14419
17,2018-09-01,2018,9,79.34165
17,2018-10-01,2018,10,83.82442
17,2018-11-01,2018,11,91.6516
17,2018-12-01,2018,12,94.50162
17,2019-01-01,2019,1,64.38694
17,2019-02-01,2019,2,76.22211
17,2019-03-01,2019,3,87.31416
17,2019-04-01,2019,4,85.47952
17,2019-05-01,2019,5,91.54613
17,2019-06-01,2019,6,84.51053
17,2019-07-01,2019,7,89.24698
17,2019-08-01,2019,8,91.04332
17,2019-09-01,2019,9,89.24651
17,2019-10-01,2019,10,93.49454
17,2019-11-01,2019,11,99.39018
17,2019-12-01,2019,12,106.96476
17,2020-01-01,2020,1,72.07782
17,2020-02-01,2020,2,88.19913
17,2020-03-01,2020,3,93.43245
17,2020-04-01,2020,4,75.69609
17,2020-05-01,2020,5,85.17976
17,2020-06-01,2020,6,96.6214
17,2020-07-01,2020,7,95.23023
17,2020-08-01,2020,8,89.99798
17,2020-09-01,2020,9,91.49937
17,2020-10-01,2020,10,88.20803
17,2020-11-01,2020,11,93.56765
17,2020-12-01,2020,12,97.91432
17,2021-01-01,2021,1,77.05022
17,2021-02-01,2021,2,75.00772
17,2021-03-01,2021,3,79.44893
17,2021-04-01,2021,4,81.95126
17,2021-05-01,2021,5,90.26444
17,2021-06-01,2021,6,87.11637
17,2021-07-01,2021,7,101.43423
17,2021-08-01,2021,8,95.49464
17,2021-09-01,2021,9,91.75188
17,2021-10-01,2021,10,97.59387
17,2021-11-01,2021,11,101.93348
17,2021-12-01,2021,12,113.66532
17,2022-01-01,2022,1,87.13834
