horizon,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec,shock_series
0,mp_shock_di_pos_x_ph2m,0.46511346039336615,-1.1193355176047095,2.0495624383914417,0.9632765809895508,0.007989593800600683,0.0037160676197347696,-0.008943036112246743,0.016375171351716282,2457,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
1,mp_shock_di_pos_x_ph2m,0.339218979243164,-1.0382814173431076,1.7167193758294355,0.8374607770657955,0.007989593800600683,0.0027102218536072748,-0.008295446775283382,0.01371589048249793,2430,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
2,mp_shock_di_pos_x_ph2m,1.3669569653090463,-0.47098662413882586,3.2049005547569185,1.1173903618732741,0.007989593800600683,0.010921430895721078,-0.003762991812385407,0.025605853603827566,2403,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
3,mp_shock_di_pos_x_ph2m,1.7152037316581186,0.5457127319382922,2.884694731377945,0.7110000431389937,0.007989593800600683,0.013703781101222862,0.004360023060003041,0.02304753914244268,2376,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
4,mp_shock_di_pos_x_ph2m,1.7149405388418602,0.9364823660351927,2.4933987116485277,0.47326896451536626,0.007989593800600683,0.01370167829752972,0.0074821137060466355,0.019921242889012807,2349,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
5,mp_shock_di_pos_x_ph2m,1.1233577708687048,-0.2834669276657493,2.530182469403159,0.8552886867762368,0.007989593800600683,0.008975172281989206,-0.002264785607953593,0.020215130171932005,2322,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
6,mp_shock_di_pos_x_ph2m,0.012207531735086468,-1.281865589645832,1.306280653116005,0.7867405951369177,0.007989593800600683,9.753321987128294e-5,-0.010241585368237677,0.010436651807980243,2295,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
7,mp_shock_di_pos_x_ph2m,-0.41508382703074914,-2.378480611947627,1.5483129578861288,1.1936604891438187,0.007989593800600683,-0.0033163511711744795,-0.01900309395206568,0.01237039160971672,2268,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
8,mp_shock_di_pos_x_ph2m,-2.104194653266404,-3.551223266665456,-0.6571660398673522,0.8797309314877682,0.007989593800600683,-0.016811660556994366,-0.028372831395899235,-0.005250489718089498,2241,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
9,mp_shock_di_pos_x_ph2m,0.5149431715645555,-1.0978920449706226,2.127778388099734,0.9805341886404595,0.007989593800600683,0.004114186771193826,-0.008771711476226093,0.017000085018613748,2214,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
10,mp_shock_di_pos_x_ph2m,-0.30132841234889135,-2.7166563097909484,2.113999485093166,1.468415096556988,0.007989593800600683,-0.0024074916152475485,-0.02170498041106849,0.016889997180573393,2187,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
11,mp_shock_di_pos_x_ph2m,0.3872935171209178,-1.5207043063354422,2.2952913405772777,1.15998031204308,0.007989593800600683,0.0030943178834021193,-0.012149809698444411,0.018338445465248647,2160,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
12,mp_shock_di_pos_x_ph2m,1.2468360219164556,0.20989294618787113,2.28377909764504,0.6304166271927962,0.007989593800600683,0.00996171335106933,0.001676959381652428,0.018246467320486234,2133,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
13,mp_shock_di_pos_x_ph2m,0.1346735116270249,-1.8553190030093112,2.1246660262633608,1.209829544726442,0.007989593800600683,0.001075986653600402,-0.014823245204579833,0.016975218511780635,2106,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
14,mp_shock_di_pos_x_ph2m,-1.8551225508618754,-3.9691033124971393,0.25885821077338855,1.2852090465662043,0.007989593800600683,-0.014821675631720564,-0.03171152321947078,0.00206817195602965,2079,driscoll_kraay,cumulative,twfe_directional_dummies,DI Surprise
