uf_code,uf,state,year_month,consumption_index,year,month_num,date,mp_shock,share_PH2M_nearest,share_WH2M_nearest,share_Ricardian_nearest,total_weight_nearest,share_PH2M_linear,share_WH2M_linear,share_Ricardian_linear,total_weight_linear
43,RS,Rio Grande do Sul,2019.01,94.77573,2019,1,708,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.02,93.19102,2019,2,709,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.03,95.00458,2019,3,710,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.04,93.82413,2019,4,711,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.05,93.4636,2019,5,712,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.06,92.42635,2019,6,713,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.07,93.80382,2019,7,714,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.08,89.50739,2019,8,715,-0.104547698,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.09,90.13724,2019,9,716,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.1,88.83059,2019,10,717,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.11,91.10035,2019,11,718,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
43,RS,Rio Grande do Sul,2019.12,97.12963,2019,12,719,0.0,0.1796244731027965,0.2649654479010366,0.5554100789961669,9038536.59846579,,,,
50,MS,Mato Grosso do Sul,2016.01,84.98999,2016,1,672,-0.207600025,0.2112765179978089,0.211372354322321,0.5773511276798702,2015675.08565787,,,,
50,MS,Mato Grosso do Sul,2016.02,84.48242,2016,2,673,0.0,0.2112765179978089,0.211372354322321,0.5773511276798702,2015675.08565787,,,,
50,MS,Mato Grosso do Sul,2016.03,84.27663,2016,3,674,0.0,0.2112765179978089,0.211372354322321,0.5773511276798702,2015675.08565787,,,,
50,MS,Mato Grosso do Sul,2016.04,85.46109,2016,4,675,0.0,0.2112765179978089,0.211372354322321,0.5773511276798702,2015675.08565787,,,,
50,MS,Mato Grosso do Sul,2016.05,86.30954,2016,5,676,0.0,0.2112765179978089,0.211372354322321,0.5773511276798702,2015675.08565787,,,,
50,MS,Mato Grosso do Sul,2016.06,84.36041,2016,6,677,0.0,0.2112765179978089,0.211372354322321,0.5773511276798702,2015675.08565787,,,,
50,MS,Mato Grosso do Sul,2016.07,83.11446,2016,7,678,0.0,0.2112765179978089,0.211372354322321,0.5773511276798702,2015675.08565787,,,,
