"uf_code","horizon","variant","beta_mp","se_mp","lo95_mp","hi95_mp","lo95_mp_wild","hi95_mp_wild","uf_label","macro_region"
16,0,"linear",0.00840056745422734,0.106317711222396,-0.19998214654167,0.216783281450124,NA,NA,"16 - Amapá","North"
16,1,"linear",0.0965767147282062,0.0717318502291396,-0.0440177117209074,0.23717114117732,NA,NA,"16 - Amapá","North"
16,2,"linear",-0.162621481769501,0.119816455439206,-0.397461734430344,0.0722187708913424,NA,NA,"16 - Amapá","North"
16,3,"linear",0.170837248409237,NA,NA,NA,NA,NA,"16 - Amapá","North"
16,4,"linear",0.0178173453102687,NA,NA,NA,NA,NA,"16 - Amapá","North"
16,5,"linear",-0.0130301260877244,NA,NA,NA,NA,NA,"16 - Amapá","North"
16,6,"linear",0.182492661218457,NA,NA,NA,NA,NA,"16 - Amapá","North"
16,7,"linear",-0.422510745257113,NA,NA,NA,NA,NA,"16 - Amapá","North"
16,8,"linear",0.038401378361436,NA,NA,NA,NA,NA,"16 - Amapá","North"
16,9,"linear",0.203139397522746,NA,NA,NA,NA,NA,"16 - Amapá","North"
16,10,"linear",-0.0169929917016626,NA,NA,NA,NA,NA,"16 - Amapá","North"
16,11,"linear",0.029479229433121,NA,NA,NA,NA,NA,"16 - Amapá","North"
16,12,"linear",-0.257196811169309,NA,NA,NA,NA,NA,"16 - Amapá","North"
17,0,"linear",0.0834772516389239,0.0800203722804321,-0.073362678030723,0.240317181308571,NA,NA,"17 - Tocantins","North"
17,1,"linear",-0.0406825814466707,0.146644714078625,-0.328106221040777,0.246741058147435,NA,NA,"17 - Tocantins","North"
17,2,"linear",-0.121530084708587,0.012494658370712,-0.146019615115183,-0.0970405543019918,NA,NA,"17 - Tocantins","North"
17,3,"linear",0.0849521338780842,NA,NA,NA,NA,NA,"17 - Tocantins","North"
17,4,"linear",0.415582951174175,NA,NA,NA,NA,NA,"17 - Tocantins","North"
17,5,"linear",0.564139446080651,NA,NA,NA,NA,NA,"17 - Tocantins","North"
17,6,"linear",0.647887163651576,NA,NA,NA,NA,NA,"17 - Tocantins","North"
17,7,"linear",-0.21102365433432,NA,NA,NA,NA,NA,"17 - Tocantins","North"
17,8,"linear",-0.110905603015303,NA,NA,NA,NA,NA,"17 - Tocantins","North"
17,9,"linear",0.0584712918931268,NA,NA,NA,NA,NA,"17 - Tocantins","North"
17,10,"linear",-0.0171180812056706,NA,NA,NA,NA,NA,"17 - Tocantins","North"
17,11,"linear",0.0301306328134817,NA,NA,NA,NA,NA,"17 - Tocantins","North"
17,12,"linear",0.0166882963548351,NA,NA,NA,NA,NA,"17 - Tocantins","North"
21,0,"linear",-0.0158903175580587,0.0213148565149556,-0.0576674363273717,0.0258868012112543,NA,NA,"21 - Maranhão","Northeast"
21,1,"linear",0.0928468924999748,0.102914518888618,-0.108865564521716,0.294559349521666,NA,NA,"21 - Maranhão","Northeast"
21,2,"linear",-0.107171452634837,0.0566804357949147,-0.218265106792869,0.00392220152319624,NA,NA,"21 - Maranhão","Northeast"
21,3,"linear",0.017247705750787,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
21,4,"linear",0.161325660580704,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
21,5,"linear",-1.54788567285794,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
21,6,"linear",0.802321157152127,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
21,7,"linear",0.108878134380405,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
21,8,"linear",0.0210127220956332,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
21,9,"linear",0.138342296838961,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
21,10,"linear",0.0736404967299422,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
21,11,"linear",-0.249979772422748,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
21,12,"linear",0.322092119761247,NA,NA,NA,NA,NA,"21 - Maranhão","Northeast"
22,0,"linear",0.00486906316724839,0.062792800603847,-0.118204826016292,0.127942952350788,NA,NA,"22 - Piauí","Northeast"
22,1,"linear",0.00803051414249671,0.0609807940771541,-0.111491842248725,0.127552870533719,NA,NA,"22 - Piauí","Northeast"
22,2,"linear",-0.0669154137567711,0.00195622269761271,-0.070749610244092,-0.0630812172694502,NA,NA,"22 - Piauí","Northeast"
22,3,"linear",0.000901505930068647,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
22,4,"linear",-0.180036088852752,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
22,5,"linear",-0.181948670633719,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
22,6,"linear",-0.235155717473752,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
22,7,"linear",0.0225475538127888,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
22,8,"linear",0.0302752764119158,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
22,9,"linear",-0.0943859533222247,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
22,10,"linear",1.73188252763691,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
22,11,"linear",0.024808981896383,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
22,12,"linear",-0.0321712855786939,NA,NA,NA,NA,NA,"22 - Piauí","Northeast"
23,0,"linear",-0.0348129356889407,0.0607421770585041,-0.153867602723609,0.0842417313457273,NA,NA,"23 - Ceará","Northeast"
23,1,"linear",0.0743310865723771,0.055172205097195,-0.0338064354181251,0.182468608562879,NA,NA,"23 - Ceará","Northeast"
23,2,"linear",-0.0764074708601377,0.0180545478913206,-0.111794384727126,-0.0410205569931493,NA,NA,"23 - Ceará","Northeast"
23,3,"linear",0.0465685817225916,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
23,4,"linear",0.120293375307695,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
23,5,"linear",0.313179542271609,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
23,6,"linear",0.266901166303329,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
23,7,"linear",-0.07006245413379,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
23,8,"linear",-0.0112179090829889,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
23,9,"linear",-0.0753810893638551,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
23,10,"linear",0.125370552235623,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
23,11,"linear",-0.0581640828727719,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
