dataset,response_label,group,model_series,horizon,lp_estimate_1sd,lp_ci_low_1sd,lp_ci_high_1sd,lp_shock_sd,model_cum_response_at_model_shock,model_1sd_termshock,gap_model_minus_lp,model_in_lp_ci,sign_match
lp_controls,consumption,WH2M,cW,26,-0.0387421889801009,-0.0665368329141953,-0.0109475450460065,0.0093626043928953,-0.0068641412850825,-0.09493862224447287,-0.05619643326437197,False,True
lp_controls,consumption,WH2M,cW,27,-0.040661639563636,-0.0650553008554021,-0.0162679782718699,0.0093626043928953,-0.0069481945918167,-0.09610117190728057,-0.05543953234364457,False,True
lp_controls,consumption,WH2M,cW,28,-0.0472183378057077,-0.0713202980128442,-0.0231163775985713,0.0093626043928953,-0.007028229757247,-0.09720814625723669,-0.049989808451528985,False,True
lp_controls,consumption,WH2M,cW,29,-0.0207571529605928,-0.0588707339585284,0.0173564280373426,0.0093626043928953,-0.0071044942412103,-0.09826296793600905,-0.07750581497541625,False,True
lp_controls,consumption,WH2M,cW,30,-0.0267487629628369,-0.058645333218955,0.0051478072932811,0.0093626043928953,-0.0071772235044243,-0.0992688936242519,-0.072520130661415,False,True
lp_controls,consumption,WH2M,cW,31,-0.0250479004260389,-0.0529734889913667,0.0028776881392888,0.0093626043928953,-0.0072466414731521,-0.10022902046842831,-0.07518112004238942,False,True
lp_controls,consumption,WH2M,cW,32,-0.0258247728792118,-0.0549980013443519,0.0033484555859283,0.0093626043928953,-0.0073129608431749,-0.10114629028508686,-0.07532151740587506,False,True
lp_controls,consumption,WH2M,cW,33,-0.0258556254258057,-0.0566060869051838,0.0048948360535722,0.0093626043928953,-0.0073763831701118,-0.10202349081008384,-0.07616786538427814,False,True
lp_controls,consumption,WH2M,cW,34,-0.0272959324940121,-0.0637657050520688,0.0091738400640446,0.0093626043928953,-0.0074370986754095,-0.1028632530152074,-0.0755673205211953,False,True
lp_controls,consumption,WH2M,cW,35,-0.0280052595386202,-0.0596032137121404,0.0035926946348999,0.0093626043928953,-0.0074952856821781,-0.10366804330516635,-0.07566278376654614,False,True
