metric,baseline,candidate,delta_candidate_minus_baseline
controls_gap,0.11602456655441956,0.021076531578196875,-0.09494803497622269
income_gap,0.11331400443935442,0.0222951117769404,-0.09101889266241403
wealth_gap,0.25131412474169085,0.2440388340277741,-0.007275290713916749
controls_ci_hit,0.0,0.32,0.32
income_ci_hit,0.01,0.6100000000000001,0.6000000000000001
wealth_ci_hit,0.57,0.71,0.14
h0_sign_mismatches,1.0,1.0,0.0
h0_near_zero_ignored,6.0,6.0,0.0
overall_corr,0.11132938471486481,0.20823514697857934,0.09690576226371453
