dataset,response_label,direction,horizon,lp_diff_ph_minus_wh,model_diff_ph_minus_wh,gap_diff_model_minus_lp
lp_controls,consumption,contractionary,0,0.0034145456380638714,-0.00786614573161553,-0.0112806913696794
lp_controls,consumption,contractionary,1,0.013695107704298201,0.0028800946945407024,-0.010815013009757499
lp_controls,consumption,contractionary,2,0.0106644555695657,0.014882042131099699,0.004217586561533999
lp_controls,consumption,contractionary,3,0.014704368545100398,0.02651204326564672,0.011807674720546321
lp_controls,consumption,contractionary,4,0.014606415729563199,0.037535742934227276,0.022929327204664077
lp_controls,consumption,contractionary,5,0.0182108568432829,0.04794539679437488,0.02973453995109198
lp_controls,consumption,contractionary,6,0.016988633201854675,0.0577686842217596,0.04078005101990492
lp_controls,consumption,contractionary,7,0.0175217238042252,0.06703745869937514,0.04951573489514993
lp_controls,consumption,contractionary,8,0.012656443193251099,0.07578271611773993,0.06312627292448883
lp_controls,consumption,contractionary,9,0.028247421629657,0.0840338565943555,0.0557864349646985
lp_controls,consumption,contractionary,10,0.0242453691529563,0.09181864537640075,0.06757327622344445
lp_controls,consumption,contractionary,11,0.014945804378937898,0.09916328375946684,0.08421747938052894
lp_controls,consumption,contractionary,12,0.0239698662905528,0.10609249370114093,0.08212262741058814
lp_controls,consumption,contractionary,13,0.032069331643330604,0.1126296005846878,0.08056026894135719
lp_controls,consumption,contractionary,14,0.0220765935926766,0.11879661181876443,0.09672001822608783
lp_controls,consumption,contractionary,15,0.0345478045378585,0.12461429111587909,0.09006648657802058
lp_controls,consumption,contractionary,16,0.0203875460439776,0.13010222863407445,0.10971468259009684
lp_controls,consumption,contractionary,17,0.0260290457159157,0.1352789072113767,0.109249861495461
lp_controls,consumption,contractionary,18,0.031045656939714998,0.14016176491964888,0.10911610797993387
lp_controls,consumption,contractionary,19,0.011612773623721399,0.14476725415447492,0.13315448053075352
lp_controls,consumption,contractionary,20,0.0079077889242285,0.1491108974671414,0.1412031085429129
lp_controls,consumption,contractionary,21,0.025394906075926704,0.15320734033492844,0.12781243425900174
lp_controls,consumption,contractionary,22,0.0156786821311941,0.15707040105671516,0.14139171892552105
lp_controls,consumption,contractionary,23,-0.0056259879178986,0.16071311795247603,0.16633910587037462
lp_controls,consumption,contractionary,24,0.035665932505961305,0.16414779403751484,0.12848186153155353
lp_controls,consumption,contractionary,25,0.0265893082219823,0.16738603933513774,0.14079673111315544
lp_controls,consumption,contractionary,26,0.0250546909476497,0.17043881098471636,0.14538412003706666
lp_controls,consumption,contractionary,27,0.0121066010319545,0.1733164512952628,0.1612098502633083
lp_controls,consumption,contractionary,28,0.015152987802833102,0.1760287238869556,0.16087573608412248
lp_controls,consumption,contractionary,29,-0.011274987462150702,0.17858484805247338,0.18985983551462407
lp_controls,consumption,contractionary,30,0.0015588782495642994,0.18099353145270236,0.17943465320313806
lp_controls,consumption,contractionary,31,-0.0013906178706214987,0.1832630012291604,0.1846536190997819
lp_controls,consumption,contractionary,32,0.0016602238782787992,0.18540103355099083,0.18374080967271203
lp_controls,consumption,contractionary,33,0.0017133856772477002,0.18741498148201946,0.18570159580477175
lp_controls,consumption,contractionary,34,0.0087934470372028,0.1893118007781477,0.18051835374094488
lp_controls,consumption,contractionary,35,0.013223762450512001,0.19109807265181306,0.17787431020130107
lp_controls,consumption,contractionary,36,0.0034843740931357996,0.19278002134350858,0.1892956472503728
lp_controls,consumption,contractionary,37,-0.0027502797302626017,0.19436352184463374,0.19711380157489633
lp_controls,consumption,contractionary,38,-0.014245445862475,0.1958540879121806,0.2100995337746556
lp_controls,consumption,contractionary,39,-0.0119005668078721,0.19725681966956063,0.20915738647743273
lp_controls,consumption,contractionary,40,-0.0064737083361927,0.1985762674853544,0.2050499758215471
lp_controls,consumption,contractionary,41,-0.0044030581031095,0.1998161217273382,0.2042191798304477
lp_controls,consumption,contractionary,42,-0.006475341121043001,0.20097853987087952,0.20745388099192252
lp_controls,consumption,contractionary,43,-0.0064324108209118,0.2020627180205982,0.20849512884151
lp_controls,consumption,contractionary,44,0.0012021040413658993,0.20306188785801887,0.20185978381665298
lp_controls,consumption,contractionary,45,-0.0035756212430661013,0.20395702870709267,0.20753264995015877
lp_controls,consumption,contractionary,46,-0.0212979801208542,0.2047036517106725,0.22600163183152672
lp_controls,consumption,contractionary,47,-0.0224962654061538,0.2052024611315314,0.2276987265376852
lp_controls,consumption,expansionary,0,-0.002464201889811901,0.011637586505859054,0.014101788395670955
lp_controls,consumption,expansionary,1,0.002182786106649051,-0.004233650990988894,-0.006416437097637945
lp_controls,consumption,expansionary,2,-0.008536143885404834,-0.021960798322453998,-0.013424654437049164
lp_controls,consumption,expansionary,3,-0.0065392614366681,-0.03913875858809028,-0.03259949715142218
lp_controls,consumption,expansionary,4,-0.011269743502094,-0.05542121792909706,-0.044151474427003054
lp_controls,consumption,expansionary,5,-0.0172419577145549,-0.07079671115349798,-0.05355475343894307
lp_controls,consumption,expansionary,6,-0.0068378479205619255,-0.08530611751848113,-0.07846826959791921
lp_controls,consumption,expansionary,7,-0.0256793157516349,-0.09899648524212058,-0.07331716949048568
lp_controls,consumption,expansionary,8,-0.0282841386497526,-0.11191359643810568,-0.08362945778835308
lp_controls,consumption,expansionary,9,-0.0081311511074071,-0.12410087629477089,-0.11596972518736379
lp_controls,consumption,expansionary,10,-0.006144718450554299,-0.13559933524524234,-0.12945461679468803
lp_controls,consumption,expansionary,11,-0.00031744303000524085,-0.14644767370408474,-0.1461302306740795
lp_controls,consumption,expansionary,12,0.00011565160935589998,-0.15668240704300576,-0.15679805865236165
lp_controls,consumption,expansionary,13,-0.0044758584250151005,-0.16633798783602416,-0.16186212941100905
lp_controls,consumption,expansionary,14,-0.01854665510604249,-0.1754469219546001,-0.15690026684855762
lp_controls,consumption,expansionary,15,-0.028534104761656298,-0.18403987828015717,-0.15550577351850087
lp_controls,consumption,expansionary,16,-0.0017092990373229998,-0.19214579230644036,-0.19043649326911735
lp_controls,consumption,expansionary,17,-0.0147171571859106,-0.19979196397075016,-0.18507480678483956
lp_controls,consumption,expansionary,18,-0.016755446651627582,-0.20700415004880796,-0.19024870339718036
lp_controls,consumption,expansionary,19,-0.008804620152516,-0.21380665143322297,-0.20500203128070696
lp_controls,consumption,expansionary,20,-0.0140966540897656,-0.22022239559993362,-0.20612574151016802
lp_controls,consumption,expansionary,21,-0.0209595526286135,-0.22627301455244134,-0.20531346192382782
lp_controls,consumption,expansionary,22,-0.0012665476119753,-0.2319789185200556,-0.23071237090808028
lp_controls,consumption,expansionary,23,-0.0141860055625781,-0.23735936567392152,-0.22317336011134342
lp_controls,consumption,expansionary,24,-0.010637103389678099,-0.24243252811318386,-0.23179542472350576
lp_controls,consumption,expansionary,25,-0.011089174289166299,-0.247215554363089,-0.2361263800739227
lp_controls,consumption,expansionary,26,-0.014572059546965499,-0.25172462861685424,-0.23715256906988874
lp_controls,consumption,expansionary,27,-0.0058831555126771,-0.25597502694305163,-0.25009187143037453
lp_controls,consumption,expansionary,28,-0.007115669716811098,-0.2599811706688989,-0.2528655009520878
lp_controls,consumption,expansionary,29,-0.0244464979530034,-0.26375667713422324,-0.23931017918121983
lp_controls,consumption,expansionary,30,-0.0403216730214922,-0.26731440798531136,-0.22699273496381916
lp_controls,consumption,expansionary,31,0.0056825955149826,-0.27066651513025586,-0.2763491106452385
lp_controls,consumption,expansionary,32,-0.027870704035627303,-0.2738244843821105,-0.2459537803464832
lp_controls,consumption,expansionary,33,-0.0683003829097688,-0.27679917662059694,-0.20849879371082813
lp_controls,consumption,expansionary,34,0.0162032815891787,-0.27960086589643063,-0.29580414748560935
lp_controls,consumption,expansionary,35,0.0196665531754225,-0.28223927305485386,-0.30190582623027634
lp_controls,consumption,expansionary,36,0.0368107596953162,-0.2847235916866265,-0.3215343513819427
lp_controls,consumption,expansionary,37,0.0091509779180896,-0.28706249952697754,-0.29621347744506715
lp_controls,consumption,expansionary,38,-0.0275401791292736,-0.2892641407337779,-0.2617239616045043
lp_controls,consumption,expansionary,39,-0.049409282994845295,-0.29133604844952676,-0.24192676545468147
lp_controls,consumption,expansionary,40,0.0584037728612206,-0.29328494365358393,-0.35168871651480454
lp_controls,consumption,expansionary,41,0.0498661050459095,-0.2951162767229449,-0.3449823817688544
lp_controls,consumption,expansionary,42,0.0520207178513043,-0.2968332331373892,-0.3488539509886935
lp_controls,consumption,expansionary,43,0.0537491369644901,-0.29843462270754434,-0.3521837596720344
lp_controls,consumption,expansionary,44,0.055698035143314,-0.2999104421677572,-0.3556084773110712
lp_controls,consumption,expansionary,45,0.055549335819233506,-0.301232583971332,-0.3567819197905655
lp_controls,consumption,expansionary,46,0.0769425236757723,-0.30233530907514855,-0.37927783275092086
lp_controls,consumption,expansionary,47,0.0358307642896556,-0.3030719130646459,-0.3389026773543015
lp_income,income,contractionary,0,-0.0094337438950804,-0.00786614573161553,0.00156759816346487
lp_income,income,contractionary,1,-0.0244037297055985,0.0028800946945407024,0.0272838244001392
lp_income,income,contractionary,2,0.0085482128188851,0.014882042131099699,0.006333829312214599
lp_income,income,contractionary,3,0.0162116939816715,0.02651204326564672,0.010300349283975219
lp_income,income,contractionary,4,-0.0008910456620170388,0.037535742934227276,0.038426788596244314
lp_income,income,contractionary,5,-0.009299195512449801,0.04794539679437488,0.05724459230682468
lp_income,income,contractionary,6,0.025043741137770296,0.0577686842217596,0.0327249430839893
lp_income,income,contractionary,7,-0.0234098840124021,0.06703745869937514,0.09044734271177723
lp_income,income,contractionary,8,-0.034876378075981096,0.07578271611773993,0.11065909419372102
lp_income,income,contractionary,9,0.0041728447664871,0.0840338565943555,0.0798610118278684
lp_income,income,contractionary,10,-0.0307655034248458,0.09181864537640075,0.12258414880124655
lp_income,income,contractionary,11,-0.008489840271091639,0.09916328375946684,0.10765312403055848
lp_income,income,contractionary,12,0.0203930190354759,0.10609249370114093,0.08569947466566503
lp_income,income,contractionary,13,-0.0346274304770432,0.1126296005846878,0.147257031061731
lp_income,income,contractionary,14,-0.0367510710287215,0.11879661181876443,0.15554768284748594
lp_income,income,contractionary,15,0.016966944524913017,0.12461429111587909,0.10764734659096607
lp_income,income,contractionary,16,-0.052562039535341304,0.13010222863407445,0.18266426816941575
