uf_code,uf,state_name,year,quarter,consumption_index,share_PH2M,share_WH2M,share_Ricardian,total_weight,mp_shock_quarterly,macro_region,t_index,t_order
11,RO,Rondônia,2019,1,96.37138,0.2463890843263529,0.2585519555472045,0.4950589601264425,1293007.45425379,0.0,North,2019Q1,8077
11,RO,Rondônia,2019,2,93.58038666666666,0.2503268688551918,0.2611009898068622,0.4885721413379459,1297455.86493279,0.0,North,2019Q2,8078
11,RO,Rondônia,2019,3,92.85368,0.2529783497545073,0.2637919136821104,0.4832297365633822,1300881.32971421,-0.104547698,North,2019Q3,8079
11,RO,Rondônia,2019,4,95.63556,0.2476817671662758,0.2579991604120294,0.4943190724216946,1305350.00545055,0.0,North,2019Q4,8080
11,RO,Rondônia,2020,1,88.05570333333333,0.2432579567135017,0.2663212664550239,0.4904207768314745,1308190.76298061,0.0,North,2020Q1,8081
11,RO,Rondônia,2020,2,72.91337333333333,0.2312257006537478,0.2402086993230569,0.5285656000231952,1297731.56663693,-0.293676167,North,2020Q2,8082
11,RO,Rondônia,2020,3,106.50011666666667,0.2348047200099578,0.2302692066272818,0.5349260733627603,1290901.48278772,-0.084446286,North,2020Q3,8083
11,RO,Rondônia,2020,4,108.24232,0.2437878932676413,0.2366618681724518,0.5195502385599068,1309202.98700294,0.0,North,2020Q4,8084
12,AC,Acre,2015,1,87.57932333333333,0.2399081742637751,0.2651677659928296,0.4949240597433954,550774.59705762,0.092851242,North,2015Q1,8061
12,AC,Acre,2015,2,84.92282999999999,0.2390505031144482,0.2642731874268691,0.4966763094586826,550773.60042955,0.0,North,2015Q2,8062
12,AC,Acre,2015,3,80.51006,0.2460103055870775,0.2576158209473116,0.4963738734656109,553206.41392012,0.077390703,North,2015Q3,8063
12,AC,Acre,2015,4,78.2824,0.2417226147093132,0.273303964397821,0.4849734208928657,554631.47737552,0.0,North,2015Q4,8064
12,AC,Acre,2016,1,78.31358999999999,0.2474621685570374,0.2664280999289511,0.4861097315140114,555461.32245268,-0.207600025,North,2016Q1,8065
12,AC,Acre,2016,2,76.55964,0.2375964474223697,0.2585780799720052,0.5038254726056249,564225.21948301,0.0,North,2016Q2,8066
12,AC,Acre,2016,3,72.65157,0.223453164255414,0.2700000781227212,0.5065467576218647,569118.93464963,0.0,North,2016Q3,8067
12,AC,Acre,2016,4,73.63988666666667,0.2248393479369657,0.2551181244954988,0.5200425275675353,574317.09474732,0.0,North,2016Q4,8068
12,AC,Acre,2017,1,75.07297666666666,0.2262018717659328,0.2534718430984892,0.520326285135578,579553.10079266,-0.224587529,North,2017Q1,8069
12,AC,Acre,2017,2,77.27385333333334,0.223753661699168,0.2611214072791898,0.5151249310216423,580386.09082013,0.0,North,2017Q2,8070
12,AC,Acre,2017,3,81.08299,0.2295306767026436,0.2573534274675722,0.5131158958297841,581142.8038313,-0.328460526,North,2017Q3,8071
12,AC,Acre,2017,4,81.05241333333333,0.2284298407284246,0.2646005309744663,0.506969628297109,580483.93547446,-0.195035395,North,2017Q4,8072
12,AC,Acre,2018,1,83.06479333333334,0.2219970469150458,0.2585230252393118,0.5194799278456423,586856.84307898,0.0,North,2018Q1,8073
12,AC,Acre,2018,2,83.99958333333333,0.224340339039894,0.2582573008520858,0.5174023601080202,586650.02015445,0.08898676,North,2018Q2,8074
12,AC,Acre,2018,3,83.32123,0.2298837360031017,0.2521281490603611,0.5179881149365371,591931.95919921,0.0,North,2018Q3,8075
12,AC,Acre,2018,4,88.75216999999999,0.2260598541039194,0.2624469578770013,0.5114931880190793,602914.07655229,0.0,North,2018Q4,8076
12,AC,Acre,2019,1,89.23293666666666,0.2216288557776287,0.2363908816921364,0.5419802625302349,604758.60771226,0.0,North,2019Q1,8077
12,AC,Acre,2019,2,88.86435,0.2263171329984,0.2496632015509441,0.5240196654506559,602146.63851178,0.0,North,2019Q2,8078
12,AC,Acre,2019,3,89.88321333333333,0.228786529434851,0.2440424353162689,0.5271710352488801,607531.0506798,-0.104547698,North,2019Q3,8079
12,AC,Acre,2019,4,93.12262333333332,0.2332690771958061,0.2403968431009136,0.5263340797032803,611956.09677002,0.0,North,2019Q4,8080
12,AC,Acre,2020,1,90.94227666666666,0.2352538474398211,0.2472922941113654,0.5174538584488133,609339.42789556,0.0,North,2020Q1,8081
12,AC,Acre,2020,2,74.67012333333334,0.2210331103783092,0.2497970229907817,0.5291698666309089,608079.51755408,-0.293676167,North,2020Q2,8082
12,AC,Acre,2020,3,106.002,0.2157752348140222,0.2437719341259057,0.540452831060072,625361.84467283,-0.084446286,North,2020Q3,8083
12,AC,Acre,2020,4,106.58788666666668,0.2265764312659995,0.227412518653977,0.5460110500800235,624212.3184426,0.0,North,2020Q4,8084
13,AM,Amazonas,2015,1,87.68182666666667,0.2320971779308123,0.2821158657392083,0.4857869563299793,2541129.66775699,0.092851242,North,2015Q1,8061
13,AM,Amazonas,2015,2,86.81512333333335,0.2379855385804045,0.2791524962882525,0.4828619651313428,2555252.39957959,0.0,North,2015Q2,8062
13,AM,Amazonas,2015,3,83.96922,0.235173324523115,0.2869205813369699,0.4779060941399149,2598224.69304367,0.077390703,North,2015Q3,8063
13,AM,Amazonas,2015,4,82.69668666666666,0.2413772646268135,0.282621607887918,0.4760011274852683,2625191.66838615,0.0,North,2015Q4,8064
