t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP
37,2.1575210639335565e-06,2.665306024291109e-05,-5.361181169323546e-05,2.328013491098266e-06,-9.951645928364689e-07,-1.9758103381364403e-06,-8.83488173303966e-07,-2.8327346126056843e-07,2.104707459442119e-05,-0.00019943344934584222,-0.00017816333084517345,-0.0,-0.0,-0.0,-0.0
38,2.201134040415464e-06,2.5769572069607123e-05,-5.153446694808906e-05,2.579734210581547e-06,-1.0923221648324666e-06,-2.031458764017219e-06,-7.691373766734765e-07,-5.035758599867611e-07,2.038663032736469e-05,-0.00018594328327032676,-0.0001653480872295427,-0.0,-0.0,-0.0,-0.0
39,2.297295966422899e-06,2.5000434692933648e-05,-4.9574237387731044e-05,2.965115498888059e-06,-1.2623213873436889e-06,-2.1824126355255118e-06,-6.481529153625149e-07,-8.114650884110119e-07,1.9826058664110566e-05,-0.00017294966905410694,-0.00015292875561410328,-0.0,-0.0,-0.0,-0.0
40,2.458023701313117e-06,2.435228177757113e-05,-4.771452923318225e-05,3.5175310870785458e-06,-1.5342597201628845e-06,-2.469309650374328e-06,-5.244027562171434e-07,-1.2299148146664943e-06,1.9372760524641195e-05,-0.0001603900810212095,-0.00014083571695744048,-0.0,-0.0,-0.0,-0.0
41,2.6886970199822055e-06,2.3827879021353987e-05,-4.594746006651412e-05,4.251951283385832e-06,-1.944906894157215e-06,-2.948479466475816e-06,-4.139065799904614e-07,-1.7692408113764393e-06,1.9029961307551987e-05,-0.00014820340958839512,-0.00012900543783241842,-0.0,-0.0,-0.0,-0.0
42,2.9701046178238804e-06,2.3413972441363525e-05,-4.4293671228816836e-05,5.115402792064187e-06,-2.534572886485475e-06,-3.694316463334183e-06,-3.6253428749093875e-07,-2.3931147865201922e-06,1.8784065175986256e-05,-0.0001363421167194273,-0.00011740582279813905,-0.0,-0.0,-0.0,-0.0
43,3.215348908936386e-06,2.3051438153872586e-05,-4.284836729720733e-05,5.868154971707547e-06,-3.331782175843215e-06,-4.796555454473413e-06,-4.854637479190201e-07,-2.9370898903668997e-06,1.8573759633797346e-05,-0.00012480242006655224,-0.00010609781630866252,-0.0,-0.0,-0.0,-0.0
44,3.1748773792736883e-06,2.2565974405953567e-05,-4.187493355371772e-05,5.822398239911591e-06,-4.31109170655427e-06,-6.342654823177941e-06,-1.0507877849634313e-06,-2.929587995096541e-06,1.8219140009970536e-05,-0.00011368207998927775,-9.536064699824537e-05,-0.0,-0.0,-0.0,-0.0
45,2.258332374309611e-06,2.1515186620990135e-05,-4.1929652086857416e-05,3.35533038965339e-06,-5.29186703821442e-06,-8.362428672404306e-06,-2.63507825093718e-06,-1.2595476021590375e-06,1.7270645206068933e-05,-0.00010320925929913741,-8.583492053595992e-05,-0.0,-0.0,-0.0,-0.0
46,-6.183859883458408e-07,1.8880108370052954e-05,-4.357491571623633e-05,-4.483345892100075e-06,-5.727350421467133e-06,-1.0684475319074588e-05,-6.2766335629655775e-06,4.082156405344063e-06,1.4739260512240383e-05,-9.311910276175852e-05,-7.790088298760402e-05,-0.0,-0.0,-0.0,-0.0
47,-5.791887242207269e-06,1.2603474807087378e-05,-4.3116126741809754e-05,-1.835917887830617e-05,-4.407841756109036e-06,-1.2603474807087378e-05,-1.2603474807087378e-05,1.3456705373159941e-05,8.941586211188949e-06,-7.682031122316612e-05,-6.421683641607874e-05,-0.0,-0.0,-0.0,-0.0
