t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP
18,-0.0005379424609719423,0.0020741865742196623,-0.006012862004015637,-0.0018352006523448248,-0.00038919199180198125,0.00020906667733969295,0.00014394982970938726,0.0013861648184763198,0.001518484398037416,-0.020842754461263113,-0.019187563318738145,-0.0,-0.0,-0.0,-0.0
19,-0.0005334381656228607,0.002136513680645922,-0.006139641831482781,-0.0018313020944834733,-0.00039144052225313495,0.00020374205895298055,0.00014074567444866983,0.0013865816896242425,0.001567553450101688,-0.021437382750367624,-0.019732451697067662,-0.0,-0.0,-0.0,-0.0
20,-0.0005291654133896114,0.002195636631811464,-0.006259904029453441,-0.0018276039083082848,-0.00039356098537913006,0.00019872156189088453,0.000137724117913201,0.0013869770963850262,0.0016140892056159637,-0.021999062179758787,-0.020246961937613717,-0.0,-0.0,-0.0,-0.0
21,-0.0005251109658538867,0.002251738026441538,-0.00637401991256111,-0.0018240945515638517,-0.00039555992590575715,0.0001939897593171613,0.0001348759303494561,0.0013873521757549229,0.0016582368379256028,-0.022529516036986205,-0.02073267020577378,-0.0,-0.0,-0.0,-0.0
22,-0.0005212622304538294,0.0023049912335078664,-0.0064823419659642625,-0.0018207629988529882,-0.00039744354091573515,0.00018953208309165683,0.00013219242585003926,0.0013877079607712455,0.0017001342394292092,-0.023030371296176376,-0.021191063743653444,-0.0,-0.0,-0.0,-0.0
23,-0.0005176072105821515,0.002355560936074778,-0.006585204923946354,-0.0018175986773416423,-0.00039921771264182283,0.00018533476235540057,0.0001296654396215005,0.0013880453630043745,0.0017399124562403013,-0.023503163591788223,-0.02162354540341239,-0.0,-0.0,-0.0,-0.0
24,-0.0005141344521566533,0.002403603652413151,-0.006682926788792773,-0.0018145913891154648,-0.0004008880471495403,0.00018138475629084506,0.00012728730878296362,0.001388365144582358,0.0017776961058646628,-0.023949341903738867,-0.022031437909228523,-0.0,-0.0,-0.0,-0.0
25,-0.0005108329838020895,0.002449268237912987,-0.006775809790331157,-0.0018117312125230092,-0.0004024599223755588,0.00017766967668742756,0.00012505085750784094,0.001388667874572798,0.0018136037811606381,-0.024370272964924465,-0.022415987855595555,-0.0,-0.0,-0.0,-0.0
26,-0.0005076922465382665,0.0024926963721377004,-0.006864141285082568,-0.0018090083714035205,-0.0004039385507038535,0.00017417769395371372,0.00012294938783068333,0.0013889538621872598,0.001847748444704081,-0.024767245399684466,-0.022778369446325147,-0.0,-0.0,-0.0,-0.0
27,-0.0005047020069164083,0.0025340230366852562,-0.0069481945918167054,-0.0018064130557088733,-0.00040532906376040983,0.0001708974171331904,0.00012097667808159271,0.00138922305557684,0.001880237819057331,-0.02514147359851826,-0.023119687973990305,-0.0,-0.0,-0.0,-0.0
