t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP
23,1.3519980555080287e-05,-8.769339721644312e-05,-1.0953090354073639e-05,0.0007230009042474214,5.917879121438137e-07,4.069460473631828e-06,3.4782177034378846e-06,-8.884287551808586e-09,-8.169746301349691e-05,7.425466823697079e-05,-7.567869097665191e-06,-0.0,-0.0,-0.0,0.015367843386251181
24,1.2777703081675397e-05,-8.421517951300523e-05,-8.563626710353693e-06,0.0006867919597656824,5.912427701939987e-07,3.933272552920173e-06,3.3439194332468033e-06,-1.296586371339849e-08,-7.834431963119802e-05,7.82983707554305e-05,-1.735245205275711e-07,-0.0,-0.0,-0.0,0.014599451216938621
25,1.2075008581848553e-05,-8.087126007975842e-05,-6.375238993895983e-06,0.0006523948157439421,5.893531196732425e-07,3.800009558890803e-06,3.213483464861325e-06,-1.579305482910134e-08,-7.512797584271128e-05,8.167143524696018e-05,6.4140378040568734e-06,-0.0,-0.0,-0.0,0.013869478656091689
26,1.1409516420577264e-05,-7.76577766148971e-05,-4.372580285209541e-06,0.0006197181457278145,5.865260940294684e-07,3.6700281126089476e-06,3.086756390128837e-06,-1.7057958557091233e-08,-7.204391397804193e-05,8.442931258215555e-05,1.2254726680762329e-05,-0.0,-0.0,-0.0,0.013176004723287104
27,1.0778871738926432e-05,-7.457102022476826e-05,-2.5414024539758957e-06,0.0005886749174704174,5.832717224802896e-07,3.543810512850212e-06,2.9635490751798403e-06,-1.6276025450356557e-08,-6.908782951126435e-05,8.662316851731078e-05,1.7403956203631482e-05,-0.0,-0.0,-0.0,0.012517204487122747
28,1.0180694008897342e-05,-7.160747114958841e-05,-8.685355664354089e-07,0.000559182041186068,5.802614376703366e-07,3.422036395240344e-06,2.8436217260338343e-06,-1.2701372998514e-08,-6.625566323849943e-05,8.830009866543013e-05,2.191282780945868e-05,-0.0,-0.0,-0.0,0.011891344262766609
29,9.612504261808837e-06,-6.876384942355458e-05,6.581065173731931e-07,0.0005311599695263945,5.784146692064795e-07,3.3056888047535887e-06,2.726661710526646e-06,-5.2011769578077205e-09,-6.354364912993765e-05,8.95032983071155e-05,2.582825131314432e-05,-0.0,-0.0,-0.0,0.011296777049628278
30,9.071620892799128e-06,-6.603718771302793e-05,2.049484312440166e-06,0.0005045322209513478,5.790270942270522e-07,3.1962115109104037e-06,2.612251084815125e-06,7.92988082979509e-09,-6.094838528344451e-05,9.027217508599271e-05,2.9192985459997314e-05,-0.0,-0.0,-0.0,0.010731938197146863
31,8.5550096980031e-06,-6.342493662821281e-05,3.3153403000861266e-06,0.000479224786503422,5.839604260951153e-07,3.0957424381029864e-06,2.4998198455142062e-06,2.9242141220517358e-08,-5.846693854118026e-05,9.064238677384585e-05,3.2045569519353995e-05,-0.0,-0.0,-0.0,0.010195341287289519
32,8.059068310792864e-06,-6.09251167826986e-05,4.46403611542218e-06,0.0004551653649072442,5.959225925884888e-07,3.007459790596108e-06,2.38858022401204e-06,6.252786071011432e-08,-5.609699740897754e-05,9.064577831563542e-05,3.442010539137575e-05,-0.0,-0.0,-0.0,0.009685574222925042
33,7.579318852842294e-06,-5.8536536558686563e-05,5.502293344288483e-06,0.00043228235347261775,6.18879566584042e-07,2.936094271661043e-06,2.2774377630779316e-06,1.1339182086469542e-07,-5.383709270024765e-05,9.031018209491568e-05,3.634583470594478e-05,-0.0,-0.0,-0.0,0.00920129551177879
34,7.109977144568143e-06,-5.6259098795608634e-05,6.43480713499007e-06,0.00041050350728510666,6.586565085830651e-07,2.8886844721074224e-06,2.1648787506071033e-06,1.900552806802017e-07,-5.168690962589288e-05,8.965903354295874e-05,3.784643948831805e-05,-0.0,-0.0,-0.0,0.00874123073618985
35,6.643367358206267e-06,-5.409422004500153e-05,7.263704172249742e-06,0.00038975418078971227,7.238057215003535e-07,2.8756847246448537e-06,2.048846259877688e-06,3.0445176068917865e-07,-4.96477153040336e-05,8.871074416677868e-05,3.893898525429435e-05,-0.0,-0.0,-0.0,0.008304169199380356
36,6.1691707005862495e-06,-5.204537378512384e-05,7.987840711999125e-06,0.00036995512041827024,8.268384647672284e-07,2.912576027526234e-06,1.9266510475744697e-06,4.7363568641883473e-07,-4.772291265260664e-05,8.747777551925453e-05,3.9632441322562156e-05,-0.0,-0.0,-0.0,0.007888960739411338
