response_type,horizon,spec,n_obs,n_states,n_months,sample_min_date,sample_max_date,outcome_min_date,outcome_max_date,nonzero_shock_months,identifying_nonzero_shock_months,identifying_nonzero_shock_dates,includes_2020_outcomes,with_time_fe,mp_shock_level_identified,interaction_terms_identified,note
cumulative,20,lag1_time_fe,2133,27,79,2012-02,2018-08,2013-10,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,20,lag2_time_fe,2106,27,78,2012-03,2018-08,2013-11,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,21,lag1,2106,27,78,2012-02,2018-07,2013-11,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,21,lag2,2079,27,77,2012-03,2018-07,2013-12,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,21,lag1_time_fe,2106,27,78,2012-02,2018-07,2013-11,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,21,lag2_time_fe,2079,27,77,2012-03,2018-07,2013-12,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,22,lag1,2079,27,77,2012-02,2018-06,2013-12,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,22,lag2,2052,27,76,2012-03,2018-06,2014-01,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,22,lag1_time_fe,2079,27,77,2012-02,2018-06,2013-12,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,22,lag2_time_fe,2052,27,76,2012-03,2018-06,2014-01,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,23,lag1,2052,27,76,2012-02,2018-05,2014-01,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,23,lag2,2025,27,75,2012-03,2018-05,2014-02,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,23,lag1_time_fe,2052,27,76,2012-02,2018-05,2014-01,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,23,lag2_time_fe,2025,27,75,2012-03,2018-05,2014-02,2020-04,12,12,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10;2018-05,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,24,lag1,2025,27,75,2012-02,2018-04,2014-02,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,24,lag2,1998,27,74,2012-03,2018-04,2014-03,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,24,lag1_time_fe,2025,27,75,2012-02,2018-04,2014-02,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,24,lag2_time_fe,1998,27,74,2012-03,2018-04,2014-03,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,25,lag1,1998,27,74,2012-02,2018-03,2014-03,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,25,lag2,1971,27,73,2012-03,2018-03,2014-04,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,25,lag1_time_fe,1998,27,74,2012-02,2018-03,2014-03,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,25,lag2_time_fe,1971,27,73,2012-03,2018-03,2014-04,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,26,lag1,1971,27,73,2012-02,2018-02,2014-04,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,26,lag2,1944,27,72,2012-03,2018-02,2014-05,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,26,lag1_time_fe,1971,27,73,2012-02,2018-02,2014-04,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,26,lag2_time_fe,1944,27,72,2012-03,2018-02,2014-05,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,27,lag1,1944,27,72,2012-02,2018-01,2014-05,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,27,lag2,1917,27,71,2012-03,2018-01,2014-06,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,27,lag1_time_fe,1944,27,72,2012-02,2018-01,2014-05,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,27,lag2_time_fe,1917,27,71,2012-03,2018-01,2014-06,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,28,lag1,1917,27,71,2012-02,2017-12,2014-06,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,28,lag2,1890,27,70,2012-03,2017-12,2014-07,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,28,lag1_time_fe,1917,27,71,2012-02,2017-12,2014-06,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,28,lag2_time_fe,1890,27,70,2012-03,2017-12,2014-07,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,29,lag1,1890,27,70,2012-02,2017-11,2014-07,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,29,lag2,1863,27,69,2012-03,2017-11,2014-08,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,29,lag1_time_fe,1890,27,70,2012-02,2017-11,2014-07,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,29,lag2_time_fe,1863,27,69,2012-03,2017-11,2014-08,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,30,lag1,1863,27,69,2012-02,2017-10,2014-08,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,30,lag2,1836,27,68,2012-03,2017-10,2014-09,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,30,lag1_time_fe,1863,27,69,2012-02,2017-10,2014-08,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,30,lag2_time_fe,1836,27,68,2012-03,2017-10,2014-09,2020-04,11,11,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07;2017-10,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,31,lag1,1836,27,68,2012-02,2017-09,2014-09,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,31,lag2,1809,27,67,2012-03,2017-09,2014-10,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,31,lag1_time_fe,1836,27,68,2012-02,2017-09,2014-09,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,31,lag2_time_fe,1809,27,67,2012-03,2017-09,2014-10,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,32,lag1,1809,27,67,2012-02,2017-08,2014-10,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,32,lag2,1782,27,66,2012-03,2017-08,2014-11,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,32,lag1_time_fe,1809,27,67,2012-02,2017-08,2014-10,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,32,lag2_time_fe,1782,27,66,2012-03,2017-08,2014-11,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,33,lag1,1782,27,66,2012-02,2017-07,2014-11,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,33,lag2,1755,27,65,2012-03,2017-07,2014-12,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,33,lag1_time_fe,1782,27,66,2012-02,2017-07,2014-11,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,33,lag2_time_fe,1755,27,65,2012-03,2017-07,2014-12,2020-04,10,10,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01;2017-07,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,34,lag1,1755,27,65,2012-02,2017-06,2014-12,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,34,lag2,1728,27,64,2012-03,2017-06,2015-01,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,34,lag1_time_fe,1755,27,65,2012-02,2017-06,2014-12,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,34,lag2_time_fe,1728,27,64,2012-03,2017-06,2015-01,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,35,lag1,1728,27,64,2012-02,2017-05,2015-01,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,35,lag2,1701,27,63,2012-03,2017-05,2015-02,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,35,lag1_time_fe,1728,27,64,2012-02,2017-05,2015-01,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,35,lag2_time_fe,1701,27,63,2012-03,2017-05,2015-02,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,36,lag1,1701,27,63,2012-02,2017-04,2015-02,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,36,lag2,1674,27,62,2012-03,2017-04,2015-03,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,36,lag1_time_fe,1701,27,63,2012-02,2017-04,2015-02,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,36,lag2_time_fe,1674,27,62,2012-03,2017-04,2015-03,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,37,lag1,1674,27,62,2012-02,2017-03,2015-03,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,37,lag2,1647,27,61,2012-03,2017-03,2015-04,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,37,lag1_time_fe,1674,27,62,2012-02,2017-03,2015-03,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,37,lag2_time_fe,1647,27,61,2012-03,2017-03,2015-04,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,38,lag1,1647,27,61,2012-02,2017-02,2015-04,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,38,lag2,1620,27,60,2012-03,2017-02,2015-05,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,38,lag1_time_fe,1647,27,61,2012-02,2017-02,2015-04,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,38,lag2_time_fe,1620,27,60,2012-03,2017-02,2015-05,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,39,lag1,1620,27,60,2012-02,2017-01,2015-05,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,39,lag2,1593,27,59,2012-03,2017-01,2015-06,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,39,lag1_time_fe,1620,27,60,2012-02,2017-01,2015-05,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,39,lag2_time_fe,1593,27,59,2012-03,2017-01,2015-06,2020-04,9,9,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01;2017-01,True,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,40,lag1,1593,27,59,2012-02,2016-12,2015-06,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,40,lag2,1566,27,58,2012-03,2016-12,2015-07,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,40,lag1_time_fe,1593,27,59,2012-02,2016-12,2015-06,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,40,lag2_time_fe,1566,27,58,2012-03,2016-12,2015-07,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,41,lag1,1566,27,58,2012-02,2016-11,2015-07,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,41,lag2,1539,27,57,2012-03,2016-11,2015-08,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,41,lag1_time_fe,1566,27,58,2012-02,2016-11,2015-07,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,41,lag2_time_fe,1539,27,57,2012-03,2016-11,2015-08,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,42,lag1,1539,27,57,2012-02,2016-10,2015-08,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,42,lag2,1512,27,56,2012-03,2016-10,2015-09,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
cumulative,42,lag1_time_fe,1539,27,57,2012-02,2016-10,2015-08,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,42,lag2_time_fe,1512,27,56,2012-03,2016-10,2015-09,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,True,False,True,Average mp_shock level effect is absorbed by month fixed effects; mp_shock x lagged household-share interactions remain identified from cross-state exposure variation.
cumulative,43,lag1,1512,27,56,2012-02,2016-09,2015-09,2020-04,8,8,2012-03;2013-04;2013-05;2014-01;2014-10;2015-01;2015-07;2016-01,False,False,True,True,No month fixed effects; mp_shock is reported as the omitted Ricardian-share baseline level effect alongside share interactions.
