t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP,dP,dW
11,6.417818686661246e-06,8.555555089558089e-05,-0.00017341650068991446,6.0223447454593145e-06,-2.831981603073825e-06,-7.694294165728226e-06,-4.901646009185554e-06,1.0372036216479184e-07,6.780147619788472e-05,-0.0008068847651107764,-0.0007380966431299043,-0.0,-0.0,-0.0,-0.0,-1.4677307904643942e-05,-2.6628909384952178e-05
12,5.8708185927630745e-06,8.065390488639534e-05,-0.00016394873364761463,5.165079948772432e-06,-2.7926481565421828e-06,-6.997130802641946e-06,-4.41595981250799e-06,4.555154128806159e-07,6.38864759716862e-05,-0.0007617803775583093,-0.0006969595409006227,-0.0,-0.0,-0.0,-0.0,-1.0741297313745164e-05,-2.2213906313108694e-05
13,5.632252375685983e-06,7.623794507388735e-05,-0.0001547561031744277,5.1190221612247634e-06,-2.581170990133569e-06,-6.727534183594692e-06,-4.265666869163217e-06,2.6523826118856695e-07,6.040487684517845e-05,-0.0007191547330021895,-0.0006578691270221128,-0.0,-0.0,-0.0,-0.0,-7.592537671905258e-06,-1.844826757361743e-05
14,5.278923328111716e-06,7.197227820472413e-05,-0.0001461967869536275,4.723496955998023e-06,-2.461867314431601e-06,-6.293524047795268e-06,-3.981436002417576e-06,3.265957088537558e-07,5.701993911091379e-05,-0.0006789165718073287,-0.0006210645875971864,-0.0,-0.0,-0.0,-0.0,-5.154463112903373e-06,-1.5287777314085892e-05
15,5.004530604725515e-06,6.799084220230656e-05,-0.00013806334268086576,4.512567109606343e-06,-2.3120880453778855e-06,-5.966347415391393e-06,-3.778610039350454e-06,2.7335136636889087e-07,5.3870548207725015e-05,-0.0006409103491996056,-0.0005862546381869558,-0.0,-0.0,-0.0,-0.0,-3.243064483881906e-06,-1.2615166375203721e-05
16,4.718275675857175e-06,6.42122321629561e-05,-0.0001304116267640665,4.238564439661527e-06,-2.1877373760407888e-06,-5.619133595147137e-06,-3.5567458512605145e-06,2.7437321628518547e-07,5.087710097329953e-05,-0.0006050211694227032,-0.0005534027638037323,-0.0,-0.0,-0.0,-0.0,-1.7680156403137438e-06,-1.0367622804698013e-05
17,4.460684266268534e-06,6.0655486311695586e-05,-0.00012317827002799784,4.0145183458840206e-06,-2.062387743886745e-06,-5.308766283434565e-06,-3.36113821842003e-06,2.5168185395756105e-07,4.8061659767710537e-05,-0.0005711257620847256,-0.0005223644116901198,-0.0,-0.0,-0.0,-0.0,-6.310529666468165e-07,-8.474849634293861e-06
18,4.211776883573358e-06,5.7294348093275555e-05,-0.0001163570180146345,3.787132115316756e-06,-1.9476280650147306e-06,-5.007451716254569e-06,-3.169908334012983e-06,2.411764688432827e-07,4.540021217618603e-05,-0.0005391145158037059,-0.000493053827139354,-0.0,-0.0,-0.0,-0.0,2.3421506364363704e-07,-6.884988356305663e-06
19,3.979558543881514e-06,5.412443975926257e-05,-0.00010991726542613266,3.5799034563662296e-06,-1.8375433822417945e-06,-4.726545430806059e-06,-2.9922198539806675e-06,2.2622601791747413e-07,4.289078033033888e-05,-0.0005088807642990072,-0.0004653665863393697,-0.0,-0.0,-0.0,-0.0,8.8632759408728e-07,-5.550406575763964e-06
20,3.759193246485511e-06,5.11322199052819e-05,-0.00010384152690653106,3.3809660549425755e-06,-1.734325576825242e-06,-4.459424501818728e-06,-2.8229671931285485e-06,2.1443568029205617e-07,4.0521958105656845e-05,-0.00048032520986305383,-0.00043921485770467784,-0.0,-0.0,-0.0,-0.0,1.3694140913676845e-06,-4.4323391551300955e-06
21,3.5518338695641637e-06,4.8309252712153356e-05,-9.810804681647285e-05,3.194827213623711e-06,-1.6364573086902385e-06,-4.207837308473908e-06,-2.663675501106253e-06,2.0223267448036643e-07,3.828738496524739e-05,-0.0004533533924094109,-0.0004145106859757362,-0.0,-0.0,-0.0,-0.0,1.7198375317763774e-06,-3.4971193680096565e-06
22,3.355932461794272e-06,4.56455772110471e-05,-9.269872298743423e-05,3.018498299776913e-06,-1.544161807367839e-06,-3.969744360889085e-06,-2.512856265546363e-06,1.9120246663967e-07,3.617903093256831e-05,-0.00042787639370681,-0.00039117327877395686,-0.0,-0.0,-0.0,-0.0,1.966024022965976e-06,-2.716533903609186e-06
23,3.171246184250358e-06,4.313272094550074e-05,-8.759535809907073e-05,2.8525047729201706e-06,-1.456888095342732e-06,-3.744924573483956e-06,-2.37045354005355e-06,1.805513023452341e-07,3.419025866730658e-05,-0.00040381007454885564,-0.000369125243447614,-0.0,-0.0,-0.0,-0.0,2.1308566556445643e-06,-2.066482872694658e-06
