horizon,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec
7,mp_neg_x_ph2m,-0.3317906527984686,-1.545557798350518,0.8819764927535807,0.7379180284884154,0.011528546534001646,-0.0038250639803339283,-0.017818034999273077,0.01016790703860522,2452,driscoll_kraay,cumulative,twfe_directional_dummies
8,mp_neg_x_ph2m,-0.9558141000080664,-2.4479731518703893,0.5363449518542565,0.9071682898786874,0.011528546534001646,-0.011019147329797897,-0.02822157239532446,0.006183277735728668,2425,driscoll_kraay,cumulative,twfe_directional_dummies
9,mp_neg_x_ph2m,-0.4564865331719081,-1.3233334166207738,0.4103603502769574,0.5270054850141631,0.011528546534001646,-0.005262626239817428,-0.015256110873511976,0.0047308583938771185,2398,driscoll_kraay,cumulative,twfe_directional_dummies
10,mp_neg_x_ph2m,-0.43180462859979385,-1.442910942266565,0.5793016850669772,0.614708991182838,0.011528546534001646,-0.004978079754410021,-0.016634665942340254,0.006678506433520213,2371,driscoll_kraay,cumulative,twfe_directional_dummies
11,mp_neg_x_ph2m,0.07678012530457404,-1.010400024466466,1.1639602750756142,0.6609585995721644,0.011528546534001646,8.851632474602591e-4,-0.011648443700018054,0.013418770194938574,2344,driscoll_kraay,cumulative,twfe_directional_dummies
12,mp_neg_x_ph2m,-0.12714200745620635,-0.9781262673082274,0.7238422523958148,0.5173616946264167,0.011528546534001646,-0.001465762549385259,-0.011276374188792232,0.008344849090021715,2317,driscoll_kraay,cumulative,twfe_directional_dummies
13,mp_neg_x_ph2m,0.27462127495311234,-0.9801028768813393,1.529345426787564,0.7628181202724551,0.011528546534001646,0.0031659841475238162,-0.011299161624235407,0.017631129919283037,2290,driscoll_kraay,cumulative,twfe_directional_dummies
14,mp_neg_x_ph2m,-0.037904027017906586,-1.2704474333191187,1.1946393792833057,0.7493331844886257,0.011528546534001646,-4.369783393019917e-4,-0.014646412354022413,0.01377245567541843,2263,driscoll_kraay,cumulative,twfe_directional_dummies
15,mp_neg_x_ph2m,-0.6735303253760182,-1.8117585566228773,0.46469790587084103,0.6919936294613773,0.011528546534001646,-0.007764825698158695,-0.020886942828402498,0.005357291432085107,2236,driscoll_kraay,cumulative,twfe_directional_dummies
16,mp_neg_x_ph2m,0.3440274760760324,-0.7546711463859492,1.4427260985380141,0.6679613337378115,0.011528546534001646,0.003966136766917677,-0.008700261428978784,0.01663253496281414,2209,driscoll_kraay,cumulative,twfe_directional_dummies
17,mp_neg_x_ph2m,-0.3103631196869787,-1.5066762537392815,0.8859500143653241,0.7273067429528779,0.011528546534001646,-0.0035780356677492563,-0.017369787302908578,0.010213715967410065,2182,driscoll_kraay,cumulative,twfe_directional_dummies
18,mp_neg_x_ph2m,0.0028097436841394994,-1.2836564860233461,1.289275973391625,0.7821159333744415,0.011528546534001646,3.239226081121944e-5,-0.01479869353279318,0.014863478054415617,2155,driscoll_kraay,cumulative,twfe_directional_dummies
19,mp_neg_x_ph2m,0.6964637458820108,-0.6901171145484192,2.083044606312441,0.8429813070967794,0.011528546534001646,0.008029214703645858,-0.007956047268982394,0.024014476676274113,2128,driscoll_kraay,cumulative,twfe_directional_dummies
20,mp_neg_x_ph2m,0.7543434570867175,-0.291797641445111,1.8004845556185458,0.6360086279961086,0.011528546534001646,0.008696483647643896,-0.0033640026879118894,0.020756969983199678,2101,driscoll_kraay,cumulative,twfe_directional_dummies
21,mp_neg_x_ph2m,0.7295664215839999,-0.753032231690868,2.2121650748588677,0.9013559802416445,0.011528546534001646,0.008410840440876205,-0.00868136712465128,0.02550304800640369,2074,driscoll_kraay,cumulative,twfe_directional_dummies
22,mp_neg_x_ph2m,1.1611090428292246,-0.4107854358330012,2.73300352149145,0.955643987347089,0.011528546534001646,0.013385899631306824,-0.0047357590124909015,0.03150755827510455,2047,driscoll_kraay,cumulative,twfe_directional_dummies
23,mp_neg_x_ph2m,0.7744861522856271,-0.6892070868043262,2.2381793913755805,0.889862304527804,0.011528546534001646,0.008928699646564738,-0.007945555971787387,0.02580295526491686,2020,driscoll_kraay,cumulative,twfe_directional_dummies
24,mp_neg_x_ph2m,0.9539518786846158,-0.5261400899663097,2.4340438473355412,0.8998320241990706,0.011528546534001646,0.010997678624613887,-0.006065630510580414,0.028060987759808184,1993,driscoll_kraay,cumulative,twfe_directional_dummies
25,mp_neg_x_ph2m,1.6222075186170635,-0.078504635094377,3.3229196723285037,1.0339595729642495,0.011528546534001646,0.018701694866184157,-9.050443388203439e-4,0.038308434071188655,1966,driscoll_kraay,cumulative,twfe_directional_dummies
26,mp_neg_x_ph2m,1.0661176463831143,-0.6303166650195278,2.7625519577857567,1.0313588295067744,0.011528546534001646,0.012290786897048045,-0.007266635003834353,0.03184820879793045,1939,driscoll_kraay,cumulative,twfe_directional_dummies
27,mp_neg_x_ph2m,1.31235089383576,-0.39307872015288225,3.017780507824402,1.0368275851690467,0.011528546534001646,0.015129498348524213,-0.0045316263168083135,0.034790623013856735,1912,driscoll_kraay,cumulative,twfe_directional_dummies
