horizon,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,state_regime,switching_var,logistic_gamma,spec
13,mp_pos_x_ph2m,52.86609613979023,19.56741692275309,86.16477535682736,20.244159523636174,0.007989593800600683,0.4223786339804277,0.15633571293979698,0.6884215550210584,2160,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
14,mp_pos_x_ph2m,42.50534257738345,2.722336486272823,82.28834866849408,24.186350347078243,0.007989593800600683,0.3396004215486711,0.021750362713874392,0.6574504803834678,2133,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
15,mp_pos_x_ph2m,35.665786770722654,7.645241317441858,63.68633222400345,17.035282042216327,0.007989593800600683,0.28495514887691153,0.06108237263392967,0.5088279251198935,2106,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
16,mp_pos_x_ph2m,48.55038460284822,18.094555300393846,79.00621390530259,18.515829495965793,0.007989593800600683,0.38789785183969494,0.1445681468526529,0.631227556826737,2079,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
17,mp_pos_x_ph2m,35.09118579626302,9.538728783127695,60.643642809398344,15.534790813267426,0.007989593800600683,0.28036432049354976,0.07621056835128832,0.48451807263581115,2052,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
18,mp_pos_x_ph2m,89.34907677683867,65.06166546676702,113.63648808691032,14.765697635409236,0.007989593800600683,0.7138628299056247,0.5198162790700374,0.907909380741212,2025,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
19,mp_pos_x_ph2m,33.766953206614666,1.0610009980337907,66.47290541519554,19.883807089386565,0.007989593800600683,0.2697842400047419,0.008476966996321911,0.5310915130131618,1998,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
20,mp_pos_x_ph2m,40.07441192130306,12.791003476742286,67.35782036586383,16.58713456170998,0.007989593800600683,0.320178273049161,0.10219492208124195,0.53816162401708,1971,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
21,mp_pos_x_ph2m,52.745205514413826,25.026171851160395,80.46423917766725,16.851975889567242,0.007989593800600683,0.42141276698936964,0.1999489474747984,0.6428765865039409,1944,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
22,mp_pos_x_ph2m,-68.92817499177005,-144.84174994571757,6.985399962177468,46.15217652809858,0.007989593800600683,-0.550708119600965,-1.1572267474344593,0.05581050823252934,1917,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
23,mp_pos_x_ph2m,-129.0887584803965,-233.15650916672254,-25.02100779407047,63.26870001144264,0.007989593800600683,-1.0313667444822148,-1.8628258002081426,-0.19990768875628678,1890,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
24,mp_pos_x_ph2m,94.17967916628398,39.79786755687786,148.5614907756901,33.06179389967722,0.007989593800600683,0.7524573808095038,0.3179687959095584,1.186945965709449,1863,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
25,mp_pos_x_ph2m,71.03274160237874,19.028183107205443,123.03730009755202,31.616526627695844,0.007989593800600683,0.5675227519460353,0.15202745379002325,0.9830180501020473,1836,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
26,mp_pos_x_ph2m,50.510252824804525,-3.886189345503702,104.90669499511276,33.070688649132364,0.007989593800600683,0.40355640283583133,-0.0310490743027968,0.8381618799744596,1809,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
27,mp_pos_x_ph2m,73.00349914675566,13.829370785552094,132.17762750795922,35.975315609617695,0.007989593800600683,0.5832683042050762,0.1104910550944552,1.0560455533156972,1782,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
28,mp_pos_x_ph2m,33.50803043128669,-26.205308641352822,93.22136950392621,36.3031324454752,0.007989593800600683,0.26771555220414717,-0.20936977146378,0.7448008758720744,1755,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
29,mp_pos_x_ph2m,54.922944201588386,-3.276019932472728,113.1219083356495,35.382457855490486,0.007989593800600683,0.4388120145037478,-0.026174068543128377,0.9037980975506239,1728,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
30,mp_pos_x_ph2m,-3.322914872799059,-61.34733130696328,54.701501561365156,35.276340388843686,0.007989593800600683,-0.02654874006763917,-0.49014025789350996,0.43704277775823164,1701,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
31,mp_pos_x_ph2m,3.7128509719880616,-57.329674484193475,64.7553764281696,37.11122038823366,0.007989593800600683,0.029664171108350037,-0.45804081184936735,0.5173691540660674,1674,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
32,mp_pos_x_ph2m,39.273685927417176,-31.631674055103844,110.1790459099382,43.10739802053703,0.007989593800600683,0.31378079761243055,-0.2527242269332791,0.8802858221581402,1647,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
33,mp_pos_x_ph2m,45.187463898313595,-1.170845426757019,91.5457732233842,28.183850870055764,0.007989593800600683,0.36102948142683344,-0.009354579363079539,0.7314135422167464,1620,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
34,mp_pos_x_ph2m,0.20908901424294987,-56.93092259675651,57.34910062524241,34.73866043442495,0.007989593800600683,0.0016705362919691802,-0.4548549462415231,0.45819601882546146,1593,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
35,mp_pos_x_ph2m,-13.899713643446722,-68.16695909429794,40.3675318074045,32.992142620877885,0.007989593800600683,-0.11105306595580666,-0.5446263137856031,0.32252018187398984,1566,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
36,mp_pos_x_ph2m,1.841876082747091,-47.51037436464658,51.194126530140764,30.00403782971366,0.007989593800600683,0.01471584173219083,-0.3795885924879979,0.4090202759523796,1539,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
37,mp_pos_x_ph2m,27.592689881494287,-21.214728951436513,76.40010871442509,29.67280372745944,0.007989593800600683,0.22045438401908393,-0.16949706691182098,0.6104058349499889,1512,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
38,mp_pos_x_ph2m,-34.078362586541694,-79.83006391206405,11.673338738980654,27.815059392438066,0.007989593800600683,-0.2722722744560558,-0.6378097837333832,0.09326523482127162,1485,driscoll_kraay,cumulative,high_inflation_s2,infl_yoy,10,twfe_directional_dummies_smooth_logistic
