horizon,shock_series,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec
19,mp_shock_di,s_pos_x_ph2m,-1.837347404066013,-4.665994920014767,0.9913001118827411,1.7196955823913007,0.007803232979304636,-0.014337249857847673,-0.036409845441127124,0.007735345725431781,2128,driscoll_kraay,cumulative,twfe_directional_dummies
20,mp_shock_di,s_pos_x_ph2m,-1.8677414378177577,-4.408823115356807,0.6733402397212909,1.5448679663056843,0.007803232979304636,-0.014574421584393385,-0.03440307393367284,0.005254230764886066,2101,driscoll_kraay,cumulative,twfe_directional_dummies
21,mp_shock_di,s_pos_x_ph2m,-0.9368889742060984,-3.127635638886047,1.2538576904738503,1.331879401780097,0.007803232979304636,-0.007310762941471917,-0.024405669564604125,0.009784143681660293,2074,driscoll_kraay,cumulative,twfe_directional_dummies
22,mp_shock_di,s_pos_x_ph2m,-2.0108586738286642,-4.617846616431802,0.5961292687744733,1.5849361304171852,0.007803232979304636,-0.015691198720340617,-0.03603413301071096,0.004651735570029727,2047,driscoll_kraay,cumulative,twfe_directional_dummies
23,mp_shock_di,s_pos_x_ph2m,-3.2163477434938024,-6.521937616343296,0.08924212935569154,2.009655946697207,0.007803232979304636,-0.025097910784942886,-0.05089219869681747,6.963771269317025e-4,2020,driscoll_kraay,cumulative,twfe_directional_dummies
24,mp_shock_di,s_pos_x_ph2m,-0.9328853065924243,-3.4529561448247934,1.587185531639945,1.5320942830049884,0.007803232979304636,-0.007279521390310722,-0.026944221265389423,0.012385178484767981,1993,driscoll_kraay,cumulative,twfe_directional_dummies
25,mp_shock_di,s_pos_x_ph2m,-1.6144927055180736,-3.990968332645125,0.7619829216089777,1.4447945933836974,0.007803232979304636,-0.0125982627245454,-0.031142455712656874,0.005945930263566074,1966,driscoll_kraay,cumulative,twfe_directional_dummies
26,mp_shock_di,s_pos_x_ph2m,-0.8186117224387675,-3.1327490924400188,1.4955256475624836,1.4068956240745947,0.007803232979304636,-0.006387817989779563,-0.02444557103401462,0.011669935054455493,1939,driscoll_kraay,cumulative,twfe_directional_dummies
27,mp_shock_di,s_pos_x_ph2m,-2.7466616301106166,-5.230984839312261,-0.2623384209089723,1.5103612677111116,0.007803232979304636,-0.021432840615069795,-0.040818593412364,-0.0020470878177755937,1912,driscoll_kraay,cumulative,twfe_directional_dummies
28,mp_shock_di,s_pos_x_ph2m,-3.2065923131977656,-5.316675308829524,-1.096509317566007,1.28283937309518,0.007803232979304636,-0.025021786889529544,-0.041487256110113196,-0.008556317668945886,1885,driscoll_kraay,cumulative,twfe_directional_dummies
29,mp_shock_di,s_pos_x_ph2m,-3.374795764343666,-5.533891081422013,-1.215700447265319,1.312636748766489,0.007803232979304636,-0.02633431760674409,-0.043182241390432044,-0.009486393823056133,1858,driscoll_kraay,cumulative,twfe_directional_dummies
30,mp_shock_di,s_pos_x_ph2m,-2.5189820999317445,-4.882912177876982,-0.1550520219865068,1.4371674410485287,0.007803232979304636,-0.019656204196465434,-0.03810250134145789,-0.0012099070514729774,1831,driscoll_kraay,cumulative,twfe_directional_dummies
31,mp_shock_di,s_pos_x_ph2m,-2.653074827327542,-4.610714854726101,-0.6954347999289836,1.190160629080897,0.007803232979304636,-0.02070256098916523,-0.0359784822125685,-0.0054266397657619665,1804,driscoll_kraay,cumulative,twfe_directional_dummies
32,mp_shock_di,s_pos_x_ph2m,-2.328432444304995,-4.827395433170318,0.17053054456032823,1.519261621775328,0.007803232979304636,-0.01816930083948364,-0.03766929124825922,0.001330689569291932,1777,driscoll_kraay,cumulative,twfe_directional_dummies
33,mp_shock_di,s_pos_x_ph2m,-2.271129616108854,-4.146571861384754,-0.39568737083295336,1.140187925871432,0.007803232979304636,-0.017722153520696084,-0.032356666299814124,-0.003087640741578045,1750,driscoll_kraay,cumulative,twfe_directional_dummies
34,mp_shock_di,s_pos_x_ph2m,-1.5212454128307253,-3.4842316951490533,0.4417408694876028,1.193410921284513,0.007803232979304636,-0.011870632375016612,-0.02718827167112559,0.003447006921092367,1723,driscoll_kraay,cumulative,twfe_directional_dummies
35,mp_shock_di,s_pos_x_ph2m,-1.0428425421377858,-2.9468997219378608,0.8612146376622893,1.157584570810112,0.007803232979304636,-0.008137543317031455,-0.022995345096929177,0.0067202584628662685,1696,driscoll_kraay,cumulative,twfe_directional_dummies
36,mp_shock_di,s_pos_x_ph2m,-2.3810025066088762,-4.067682688099282,-0.6943223251184703,1.0254287395872754,0.007803232979304636,-0.018579517283377388,-0.03174107570112285,-0.0054179588656319225,1669,driscoll_kraay,cumulative,twfe_directional_dummies
37,mp_shock_di,s_pos_x_ph2m,-2.5881221268233205,-4.164364655936715,-1.0118795977099262,0.9582874143243741,0.007803232979304636,-0.02019571993449579,-0.03249550762105598,-0.007895932247935604,1642,driscoll_kraay,cumulative,twfe_directional_dummies
38,mp_shock_di,s_pos_x_ph2m,-2.6743575752897435,-4.498060880564343,-0.8506542700151438,1.108732883821768,0.007803232979304636,-0.020868635229954108,-0.03509941700613973,-0.006637853453768481,1615,driscoll_kraay,cumulative,twfe_directional_dummies
39,mp_shock_di,s_pos_x_ph2m,-2.1838856743656674,-4.026655806956121,-0.34111554177521364,1.1203246917513234,0.007803232979304636,-0.017041368717241122,-0.03142093338914853,-0.0026618040453337153,1588,driscoll_kraay,cumulative,twfe_directional_dummies
40,mp_shock_di,s_pos_x_ph2m,-1.2109648759229639,-3.0178505036588303,0.5959207518129026,1.0985084618652061,0.007803232979304636,-0.009449441056581617,-0.02354899057676169,0.004650108463598455,1561,driscoll_kraay,cumulative,twfe_directional_dummies
41,mp_shock_di,s_pos_x_ph2m,-1.8695362553617074,-3.753074035300644,0.014001524577228919,1.1451096614778031,0.007803232979304636,-0.01458842696384417,-0.029286111086029916,1.092571583415771e-4,1534,driscoll_kraay,cumulative,twfe_directional_dummies
42,mp_shock_di,s_pos_x_ph2m,-2.465757077514695,-4.25907157374934,-0.6724425812800503,1.0902577997522653,0.007803232979304636,-0.019240876946216488,-0.03323452776549975,-0.005247226126933227,1507,driscoll_kraay,cumulative,twfe_directional_dummies
43,mp_shock_di,s_pos_x_ph2m,-1.1142605576251778,-2.8157523234780486,0.5872312082276929,1.0344335434918734,0.007803232979304636,-0.008694834730799161,-0.021971971392117564,0.004582301930519241,1480,driscoll_kraay,cumulative,twfe_directional_dummies
44,mp_shock_di,s_pos_x_ph2m,-1.0938140901733673,-2.7749370058926557,0.5873088255459209,1.0220501618949749,0.007803232979304636,-0.008535286181668914,-0.021653479959874433,0.004582907596536603,1453,driscoll_kraay,cumulative,twfe_directional_dummies
45,mp_shock_di,s_pos_x_ph2m,-1.6604096871657141,-3.150617180558834,-0.17020219377259438,0.9059818265744601,0.007803232979304636,-0.012956563630048394,-0.02458499988850048,-0.0013281273715963066,1426,driscoll_kraay,cumulative,twfe_directional_dummies
46,mp_shock_di,s_pos_x_ph2m,-1.9492278668355048,-3.512849579534244,-0.3856061541367657,0.9506145027607803,0.007803232979304636,-0.015210279174670436,-0.027411583690358034,-0.003008974658982837,1399,driscoll_kraay,cumulative,twfe_directional_dummies
47,mp_shock_di,s_pos_x_ph2m,-2.1143422643746166,-4.0802852997523145,-0.1483992289969185,1.195208499507233,0.007803232979304636,-0.01649870528690565,-0.03183941681599916,-0.001157993757812135,1372,driscoll_kraay,cumulative,twfe_directional_dummies
48,mp_shock_di,s_pos_x_ph2m,-1.7536702633933077,-3.4069322421832284,-0.10040828460338691,1.0051119149453032,0.007803232979304636,-0.013684297634136505,-0.026585086030460458,-7.835092378125546e-4,1345,driscoll_kraay,cumulative,twfe_directional_dummies
0,mp_shock_di,s_neg_x_ph2m,-0.01307189258014744,-1.0102949767737446,0.9841511916134497,0.6062685869756229,0.011528546534001646,-1.506999218977006e-4,-0.011647232652804226,0.011345832809008825,2641,driscoll_kraay,cumulative,twfe_directional_dummies
1,mp_shock_di,s_neg_x_ph2m,0.19086214699503773,-0.6019912048614222,0.9837154988514976,0.4820206119652807,0.011528546534001646,0.002200363143211755,-0.006940083618304623,0.011340809904728131,2614,driscoll_kraay,cumulative,twfe_directional_dummies
2,mp_shock_di,s_neg_x_ph2m,0.00947469431020732,-1.0848303985703267,1.1037797871907413,0.665290257412564,0.011528546534001646,1.0922945425066572e-4,-0.012506517731417564,0.012724976639918895,2587,driscoll_kraay,cumulative,twfe_directional_dummies
3,mp_shock_di,s_neg_x_ph2m,0.10363934670470425,-0.9269630299714281,1.1342417233808366,0.6265617558847614,0.011528546534001646,0.001194811031238713,-0.01068653642632477,0.013076158488802198,2560,driscoll_kraay,cumulative,twfe_directional_dummies
4,mp_shock_di,s_neg_x_ph2m,-0.472615638375627,-1.2875905737835116,0.3423592970322577,0.49546957981807643,0.011528546534001646,-0.005448571379710309,-0.014844047846605092,0.003946905087184475,2533,driscoll_kraay,cumulative,twfe_directional_dummies
5,mp_shock_di,s_neg_x_ph2m,-0.9007047799407809,-1.8220130396450607,0.020603479763498744,0.5601156507839595,0.011528546534001646,-0.010383816968945005,-0.021005162113105866,2.375281752158565e-4,2506,driscoll_kraay,cumulative,twfe_directional_dummies
6,mp_shock_di,s_neg_x_ph2m,-0.02664233522756245,-0.9131822670553293,0.8598975966002045,0.5389780083172852,0.011528546534001646,-3.0714740144542504e-4,-0.010527664259772482,0.009913369456881633,2479,driscoll_kraay,cumulative,twfe_directional_dummies
7,mp_shock_di,s_neg_x_ph2m,-0.3317906527984686,-1.545557798350518,0.8819764927535807,0.7379180284884154,0.011528546534001646,-0.0038250639803339283,-0.017818034999273077,0.01016790703860522,2452,driscoll_kraay,cumulative,twfe_directional_dummies
8,mp_shock_di,s_neg_x_ph2m,-0.9558141000080664,-2.4479731518703893,0.5363449518542565,0.9071682898786874,0.011528546534001646,-0.011019147329797897,-0.02822157239532446,0.006183277735728668,2425,driscoll_kraay,cumulative,twfe_directional_dummies
9,mp_shock_di,s_neg_x_ph2m,-0.4564865331719081,-1.3233334166207738,0.4103603502769574,0.5270054850141631,0.011528546534001646,-0.005262626239817428,-0.015256110873511976,0.0047308583938771185,2398,driscoll_kraay,cumulative,twfe_directional_dummies
10,mp_shock_di,s_neg_x_ph2m,-0.43180462859979385,-1.442910942266565,0.5793016850669772,0.614708991182838,0.011528546534001646,-0.004978079754410021,-0.016634665942340254,0.006678506433520213,2371,driscoll_kraay,cumulative,twfe_directional_dummies
11,mp_shock_di,s_neg_x_ph2m,0.07678012530457404,-1.010400024466466,1.1639602750756142,0.6609585995721644,0.011528546534001646,8.851632474602591e-4,-0.011648443700018054,0.013418770194938574,2344,driscoll_kraay,cumulative,twfe_directional_dummies
12,mp_shock_di,s_neg_x_ph2m,-0.12714200745620635,-0.9781262673082274,0.7238422523958148,0.5173616946264167,0.011528546534001646,-0.001465762549385259,-0.011276374188792232,0.008344849090021715,2317,driscoll_kraay,cumulative,twfe_directional_dummies
13,mp_shock_di,s_neg_x_ph2m,0.27462127495311234,-0.9801028768813393,1.529345426787564,0.7628181202724551,0.011528546534001646,0.0031659841475238162,-0.011299161624235407,0.017631129919283037,2290,driscoll_kraay,cumulative,twfe_directional_dummies
14,mp_shock_di,s_neg_x_ph2m,-0.037904027017906586,-1.2704474333191187,1.1946393792833057,0.7493331844886257,0.011528546534001646,-4.369783393019917e-4,-0.014646412354022413,0.01377245567541843,2263,driscoll_kraay,cumulative,twfe_directional_dummies
15,mp_shock_di,s_neg_x_ph2m,-0.6735303253760182,-1.8117585566228773,0.46469790587084103,0.6919936294613773,0.011528546534001646,-0.007764825698158695,-0.020886942828402498,0.005357291432085107,2236,driscoll_kraay,cumulative,twfe_directional_dummies
16,mp_shock_di,s_neg_x_ph2m,0.3440274760760324,-0.7546711463859492,1.4427260985380141,0.6679613337378115,0.011528546534001646,0.003966136766917677,-0.008700261428978784,0.01663253496281414,2209,driscoll_kraay,cumulative,twfe_directional_dummies
17,mp_shock_di,s_neg_x_ph2m,-0.3103631196869787,-1.5066762537392815,0.8859500143653241,0.7273067429528779,0.011528546534001646,-0.0035780356677492563,-0.017369787302908578,0.010213715967410065,2182,driscoll_kraay,cumulative,twfe_directional_dummies
18,mp_shock_di,s_neg_x_ph2m,0.0028097436841394994,-1.2836564860233461,1.289275973391625,0.7821159333744415,0.011528546534001646,3.239226081121944e-5,-0.01479869353279318,0.014863478054415617,2155,driscoll_kraay,cumulative,twfe_directional_dummies
19,mp_shock_di,s_neg_x_ph2m,0.6964637458820108,-0.6901171145484192,2.083044606312441,0.8429813070967794,0.011528546534001646,0.008029214703645858,-0.007956047268982394,0.024014476676274113,2128,driscoll_kraay,cumulative,twfe_directional_dummies
20,mp_shock_di,s_neg_x_ph2m,0.7543434570867175,-0.291797641445111,1.8004845556185458,0.6360086279961086,0.011528546534001646,0.008696483647643896,-0.0033640026879118894,0.020756969983199678,2101,driscoll_kraay,cumulative,twfe_directional_dummies
21,mp_shock_di,s_neg_x_ph2m,0.7295664215839999,-0.753032231690868,2.2121650748588677,0.9013559802416445,0.011528546534001646,0.008410840440876205,-0.00868136712465128,0.02550304800640369,2074,driscoll_kraay,cumulative,twfe_directional_dummies
22,mp_shock_di,s_neg_x_ph2m,1.1611090428292246,-0.4107854358330012,2.73300352149145,0.955643987347089,0.011528546534001646,0.013385899631306824,-0.0047357590124909015,0.03150755827510455,2047,driscoll_kraay,cumulative,twfe_directional_dummies
23,mp_shock_di,s_neg_x_ph2m,0.7744861522856271,-0.6892070868043262,2.2381793913755805,0.889862304527804,0.011528546534001646,0.008928699646564738,-0.007945555971787387,0.02580295526491686,2020,driscoll_kraay,cumulative,twfe_directional_dummies
24,mp_shock_di,s_neg_x_ph2m,0.9539518786846158,-0.5261400899663097,2.4340438473355412,0.8998320241990706,0.011528546534001646,0.010997678624613887,-0.006065630510580414,0.028060987759808184,1993,driscoll_kraay,cumulative,twfe_directional_dummies
25,mp_shock_di,s_neg_x_ph2m,1.6222075186170635,-0.078504635094377,3.3229196723285037,1.0339595729642495,0.011528546534001646,0.018701694866184157,-9.050443388203439e-4,0.038308434071188655,1966,driscoll_kraay,cumulative,twfe_directional_dummies
26,mp_shock_di,s_neg_x_ph2m,1.0661176463831143,-0.6303166650195278,2.7625519577857567,1.0313588295067744,0.011528546534001646,0.012290786897048045,-0.007266635003834353,0.03184820879793045,1939,driscoll_kraay,cumulative,twfe_directional_dummies
27,mp_shock_di,s_neg_x_ph2m,1.31235089383576,-0.39307872015288225,3.017780507824402,1.0368275851690467,0.011528546534001646,0.015129498348524213,-0.0045316263168083135,0.034790623013856735,1912,driscoll_kraay,cumulative,twfe_directional_dummies
28,mp_shock_di,s_neg_x_ph2m,1.7147287855571332,0.008985293711773812,3.4204722774024923,1.0370184093564236,0.011528546534001646,0.01976833059748754,1.0358737667785676e-4,0.03943307381829722,1885,driscoll_kraay,cumulative,twfe_directional_dummies
29,mp_shock_di,s_neg_x_ph2m,-0.3362801543701736,-2.1634311780668605,1.4908708693265134,1.110828947790984,0.011528546534001646,-0.0038768214081178034,-0.0249412170094538,0.017187574193218196,1858,driscoll_kraay,cumulative,twfe_directional_dummies
30,mp_shock_di,s_neg_x_ph2m,-1.3951081816641486,-4.244538583826339,1.454322220498042,1.7323306800516043,0.011528546534001646,-0.01608356959228156,-0.04893336057900739,0.016766221394444277,1831,driscoll_kraay,cumulative,twfe_directional_dummies
31,mp_shock_di,s_neg_x_ph2m,1.479180137959001,-0.3526332797515237,3.310993555669526,1.1136634820847613,0.011528546534001646,0.017052797052631317,-0.004065349175053061,0.03817094328031569,1804,driscoll_kraay,cumulative,twfe_directional_dummies
32,mp_shock_di,s_neg_x_ph2m,-0.861611457471924,-3.4508382897496848,1.727615374805837,1.5741381420525338,0.011528546534001646,-0.009933127781694057,-0.03978314980469389,0.019916894241305785,1777,driscoll_kraay,cumulative,twfe_directional_dummies
33,mp_shock_di,s_neg_x_ph2m,-2.9086550266368354,-6.746381729225203,0.9290716759515325,2.3331721678488253,0.011528546534001646,-0.03353256482594055,-0.07777597570151125,0.01071084604963014,1750,driscoll_kraay,cumulative,twfe_directional_dummies
34,mp_shock_di,s_neg_x_ph2m,2.338183691147879,0.7326966184582684,3.9436707638374893,0.9760668343876762,0.011528546534001646,0.026955859488442053,0.008446927061201797,0.04546479191568231,1723,driscoll_kraay,cumulative,twfe_directional_dummies
35,mp_shock_di,s_neg_x_ph2m,0.7905978146701745,-1.2232547378569603,2.804450367197309,1.2243354177718269,0.011528546534001646,0.009114443696105116,-0.01410234916832195,0.03233123656053218,1696,driscoll_kraay,cumulative,twfe_directional_dummies
36,mp_shock_di,s_neg_x_ph2m,1.3818844255614708,-0.4746885247302006,3.2384573758531423,1.1287162090724114,0.011528546534001646,0.01593111890469755,-0.0054724687465087084,0.03733470655590381,1669,driscoll_kraay,cumulative,twfe_directional_dummies
37,mp_shock_di,s_neg_x_ph2m,0.600168963845604,-1.5441341174515355,2.744472045142744,1.3036437079640542,0.011528546534001646,0.006919075827957598,-0.01780162202777959,0.031639773683694784,1642,driscoll_kraay,cumulative,twfe_directional_dummies
38,mp_shock_di,s_neg_x_ph2m,-2.114071551172509,-6.402871062482616,2.174727960137598,2.6074049636008376,0.011528546534001646,-0.02437217225390131,-0.0738157969950434,0.025071452487240777,1615,driscoll_kraay,cumulative,twfe_directional_dummies
39,mp_shock_di,s_neg_x_ph2m,-3.062498384646302,-9.476409073970585,3.3514123046779805,3.8993808228466236,0.011528546534001646,-0.03530615513769977,-0.10924922298450533,0.0386369127091058,1588,driscoll_kraay,cumulative,twfe_directional_dummies
40,mp_shock_di,s_neg_x_ph2m,2.7454991226525927,-0.4911894680226099,5.982187713327795,1.9677669414718655,0.011528546534001646,0.03165161439456111,-0.005662700639110172,0.06896592942823238,1561,driscoll_kraay,cumulative,twfe_directional_dummies
41,mp_shock_di,s_neg_x_ph2m,1.8181884941231323,-0.878935743906994,4.515312732153259,1.6397351070252406,0.011528546534001646,0.02096107066208491,-0.010132851624029134,0.05205499294819895,1534,driscoll_kraay,cumulative,twfe_directional_dummies
42,mp_shock_di,s_neg_x_ph2m,1.4723671848321345,-0.9309524394343882,3.8756868090986574,1.461114584840459,0.011528546534001646,0.016974253605474263,-0.010732528518961693,0.04468103572991022,1507,driscoll_kraay,cumulative,twfe_directional_dummies
43,mp_shock_di,s_neg_x_ph2m,2.0815737836069745,-0.26808971415749605,4.431237281371445,1.428493976159614,0.011528546534001646,0.02399752022827088,-0.003090684744951893,0.05108572520149365,1480,driscoll_kraay,cumulative,twfe_directional_dummies
44,mp_shock_di,s_neg_x_ph2m,2.641137076511661,0.16825069546442606,5.114023457558896,1.5034081698992376,0.011528546534001646,0.030448471689241748,0.0019396859720397755,0.058957257406443725,1453,driscoll_kraay,cumulative,twfe_directional_dummies
45,mp_shock_di,s_neg_x_ph2m,1.9055919253816294,0.013952561404349417,3.7972312893589093,1.1500350748432215,0.011528546534001646,0.021968705186579906,1.6085275341855761e-4,0.04377655761974125,1426,driscoll_kraay,cumulative,twfe_directional_dummies
46,mp_shock_di,s_neg_x_ph2m,3.8555532484959634,1.4312831406500282,6.279823356341899,1.4738515744644183,0.011528546534001646,0.04444892503960692,0.016500614290315872,0.07239723578889798,1399,driscoll_kraay,cumulative,twfe_directional_dummies
47,mp_shock_di,s_neg_x_ph2m,1.892311046446007,-0.38929630515287705,4.173918398044891,1.38711877714466,0.011528546534001646,0.02181559595575814,-0.004488020569469848,0.04811921248098613,1372,driscoll_kraay,cumulative,twfe_directional_dummies
48,mp_shock_di,s_neg_x_ph2m,2.7127925044601757,0.3789676012733372,5.046617407647014,1.4188647943782622,0.011528546534001646,0.031274554624760004,0.004368945626158649,0.058180163623361356,1345,driscoll_kraay,cumulative,twfe_directional_dummies
0,mp_shock_di,s_pos_x_wh2m,0.0470240841081193,-1.051278450458439,1.1453266186746776,0.6677205293957513,0.009144231392842464,4.2999910612112895e-4,-0.00961313340930084,0.010473131621543097,2641,driscoll_kraay,cumulative,twfe_directional_dummies
1,mp_shock_di,s_pos_x_wh2m,-1.1361769705734492,-2.6122706470088,0.3399167058619017,0.8974012351306324,0.009144231392842464,-0.010389465122142384,-0.023887207256978765,0.0031082770126939995,2614,driscoll_kraay,cumulative,twfe_directional_dummies
2,mp_shock_di,s_pos_x_wh2m,-1.4026255423387022,-3.4035055911445316,0.598254506467127,1.2164486955074585,0.009144231392842464,-0.012825932516656247,-0.031122442672258676,0.005470577638946177,2587,driscoll_kraay,cumulative,twfe_directional_dummies
3,mp_shock_di,s_pos_x_wh2m,-1.7916584028594118,-3.5557843235090996,-0.027532482209724263,1.0725124058116176,0.009144231392842464,-0.016383339012677023,-0.032514914637209014,-2.517633881450373e-4,2560,driscoll_kraay,cumulative,twfe_directional_dummies
4,mp_shock_di,s_pos_x_wh2m,-1.3891879516779777,-2.764198392817727,-0.014177510538228466,0.8359469916409265,0.009144231392842464,-0.012703056078292285,-0.02527646971964855,-1.296424369360236e-4,2533,driscoll_kraay,cumulative,twfe_directional_dummies
5,mp_shock_di,s_pos_x_wh2m,-1.7330544468492601,-3.4922478374295456,0.02613894373102532,1.0695136404573142,0.009144231392842464,-0.015847450878384236,-0.03193392230660946,2.3902054984098448e-4,2506,driscoll_kraay,cumulative,twfe_directional_dummies
6,mp_shock_di,s_pos_x_wh2m,-1.7627731595099625,-3.2910670762178036,-0.2344792428021214,0.9291367278317286,0.009144231392842464,-0.016119205663651097,-0.030094278874301102,-0.002144132453001089,2479,driscoll_kraay,cumulative,twfe_directional_dummies
7,mp_shock_di,s_pos_x_wh2m,-1.5796635279840097,-3.284843710151101,0.12551665418308144,1.0366759413890385,0.009144231392842464,-0.014444808822719661,-0.03003737097494481,0.0011477533295054848,2452,driscoll_kraay,cumulative,twfe_directional_dummies
8,mp_shock_di,s_pos_x_wh2m,-1.7334818560812917,-3.5449603712961317,0.07799665913354836,1.1013007391862502,0.009144231392842464,-0.01585135920730137,-0.032415937913588565,7.132194989858258e-4,2425,driscoll_kraay,cumulative,twfe_directional_dummies
9,mp_shock_di,s_pos_x_wh2m,-2.378618761000954,-4.276902470343267,-0.4803350516586409,1.1540745500014749,0.009144231392842464,-0.021750640345948972,-0.039108985833438394,-0.0043922948584595506,2398,driscoll_kraay,cumulative,twfe_directional_dummies
10,mp_shock_di,s_pos_x_wh2m,-2.85953207599869,-4.906743180542291,-0.8123209714550899,1.2446159773729213,0.009144231392842464,-0.026148222978187207,-0.044868395028130496,-0.00742805092824392,2371,driscoll_kraay,cumulative,twfe_directional_dummies
11,mp_shock_di,s_pos_x_wh2m,-2.1147173271063484,-4.243868424686773,0.014433770474076013,1.2944319559464614,0.009144231392842464,-0.01933746456951378,-0.038806914876113686,1.3198573708612853e-4,2344,driscoll_kraay,cumulative,twfe_directional_dummies
