horizon,shock_series,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec
41,mp_shock_di,s_pos_x_ricardian,1.1138572968190288,-3.140384650510328,5.368099244148386,2.586395456484512,0.01783830984114405,0.01986933157947699,-0.0560191544161761,0.09575781757513009,1534,driscoll_kraay,cumulative,twfe_directional_dummies
42,mp_shock_di,s_pos_x_ricardian,1.3960206469802114,-2.367181277097945,5.1592225710583675,2.2878643196068307,0.01783830984114405,0.02490264884546739,-0.04222651307102821,0.09203181076196298,1507,driscoll_kraay,cumulative,twfe_directional_dummies
43,mp_shock_di,s_pos_x_ricardian,0.2474154264794304,-2.9380247229675778,3.432855575926439,1.9366101015023565,0.01783830984114405,0.004413473037018876,-0.052409395329237066,0.06123634140327482,1480,driscoll_kraay,cumulative,twfe_directional_dummies
44,mp_shock_di,s_pos_x_ricardian,1.0648669969847568,-2.3096490786205552,4.4393830725900685,2.0515601025603423,0.01783830984114405,0.0189954274318227,-0.04120023588874634,0.07919109075239172,1453,driscoll_kraay,cumulative,twfe_directional_dummies
45,mp_shock_di,s_pos_x_ricardian,1.02588637403943,-2.7626910920756895,4.814463840154549,2.303291553751667,0.01783830984114405,0.01830007900192315,-0.04928173969581478,0.08588189769966108,1426,driscoll_kraay,cumulative,twfe_directional_dummies
46,mp_shock_di,s_pos_x_ricardian,-0.6657422242125455,-3.6427508924504544,2.311266444025364,1.809892758515795,0.01783830984114405,-0.01187571606983578,-0.06498051909363521,0.04122908695396366,1399,driscoll_kraay,cumulative,twfe_directional_dummies
47,mp_shock_di,s_pos_x_ricardian,-0.6558845529598056,-3.6909873470743797,2.379218241154769,1.8452114792364558,0.01783830984114405,-0.011699871875717267,-0.06584097591685507,0.042441232165420555,1372,driscoll_kraay,cumulative,twfe_directional_dummies
48,mp_shock_di,s_pos_x_ricardian,-0.6534499334369326,-4.093904208105945,2.7870043412320795,2.091647681165077,0.01783830984114405,-0.01165644237832296,-0.07302833172415732,0.049715446967511394,1345,driscoll_kraay,cumulative,twfe_directional_dummies
0,mp_shock_di,s_neg_x_ricardian,-0.1712901144323976,-0.8237925312638206,0.48121230239902535,0.3966933021516047,0.0282545801094434,-0.004839730260185905,-0.023275912068154776,0.013596451547782964,2641,driscoll_kraay,cumulative,twfe_directional_dummies
1,mp_shock_di,s_neg_x_ricardian,-0.0013013918488532397,-1.116664364149355,1.1140615804516487,0.6780925390715077,0.0282545801094434,-3.6770280247200516e-5,-0.03155088273221863,0.03147734217172423,2614,driscoll_kraay,cumulative,twfe_directional_dummies
2,mp_shock_di,s_neg_x_ricardian,-0.6400975703488123,-1.5418298580725658,0.26163471737494126,0.5482143048770853,0.0282545801094434,-0.0180856880792806,-0.04356375524004306,0.007392379081481861,2587,driscoll_kraay,cumulative,twfe_directional_dummies
3,mp_shock_di,s_neg_x_ricardian,-0.572625472737621,-1.256322335076553,0.11107138960131113,0.41565817841559427,0.0282545801094434,-0.01617929229217301,-0.03549686005970346,0.003138275475357444,2560,driscoll_kraay,cumulative,twfe_directional_dummies
4,mp_shock_di,s_neg_x_ricardian,-0.430995630348273,-1.5673269612976193,0.7053357006010734,0.690840395966049,0.0282545801094434,-0.012177600564495334,-0.04428416518567408,0.019928964056683415,2533,driscoll_kraay,cumulative,twfe_directional_dummies
5,mp_shock_di,s_neg_x_ricardian,-0.5077720829290495,-1.6363812065769825,0.6208370407188835,0.6861456272797157,0.0282545801094434,-0.014346886994457768,-0.046235263890817,0.017541489901901467,2506,driscoll_kraay,cumulative,twfe_directional_dummies
6,mp_shock_di,s_neg_x_ricardian,-0.4835286309479856,-1.667731524389277,0.7006742624933058,0.7199442394373181,0.0282545801094434,-0.013661898438329352,-0.047121053956900985,0.01979725708024228,2479,driscoll_kraay,cumulative,twfe_directional_dummies
7,mp_shock_di,s_neg_x_ricardian,-1.6180739582914554,-2.959975753248438,-0.27617216333447314,0.8158183639987637,0.0282545801094434,-0.0457180002775501,-0.08363287204216806,-0.007803128512932159,2452,driscoll_kraay,cumulative,twfe_directional_dummies
8,mp_shock_di,s_neg_x_ricardian,-1.2782882313830437,-2.4685727434002116,-0.08800371936587603,0.7236416009996036,0.0282545801094434,-0.03611749723657093,-0.06974848633438975,-0.0024865081387521197,2425,driscoll_kraay,cumulative,twfe_directional_dummies
9,mp_shock_di,s_neg_x_ricardian,-0.21238363296772447,-1.411869646077202,0.9871023801417531,0.7292357164525171,0.0282545801094434,-0.006000810371621195,-0.0398917840191798,0.027890163275937414,2398,driscoll_kraay,cumulative,twfe_directional_dummies
10,mp_shock_di,s_neg_x_ricardian,-0.08637713671191649,-1.7126298209670021,1.539875547543169,0.9886914298077328,0.0282545801094434,-0.002440549728851189,-0.04838963647433387,0.04350853701663149,2371,driscoll_kraay,cumulative,twfe_directional_dummies
11,mp_shock_di,s_neg_x_ricardian,-0.08904015200557361,-1.5018978731740638,1.3238175691629164,0.8589565041036773,0.0282545801094434,-0.002515792107798497,-0.04243549377379925,0.03740390955820225,2344,driscoll_kraay,cumulative,twfe_directional_dummies
12,mp_shock_di,s_neg_x_ricardian,0.11708683025606344,-1.499966729869357,1.734140390381484,0.9830987594454986,0.0282545801094434,0.0033082392252307457,-0.042380930130593596,0.04899740858105509,2317,driscoll_kraay,cumulative,twfe_directional_dummies
13,mp_shock_di,s_neg_x_ricardian,-0.5657968339232401,-2.5280872392391265,1.396493571392646,1.192987858106708,0.0282545801094434,-0.01598635196975363,-0.0714300434247435,0.039457339485236234,2290,driscoll_kraay,cumulative,twfe_directional_dummies
14,mp_shock_di,s_neg_x_ricardian,-1.3408281681759302,-2.882069804752354,0.2004134684004939,0.9370083825835134,0.0282545801094434,-0.037884536890725067,-0.08143167217938328,0.005662598397933158,2263,driscoll_kraay,cumulative,twfe_directional_dummies
15,mp_shock_di,s_neg_x_ricardian,-1.5377433158923919,-3.1801572521482155,0.10467062036343178,0.9985167733738293,0.0282545801094434,-0.04344829170664272,-0.08985400784144915,0.002957424428163721,2236,driscoll_kraay,cumulative,twfe_directional_dummies
16,mp_shock_di,s_neg_x_ricardian,-0.4202054123340475,-1.8821539956377664,1.0417431709696714,0.8888016291232285,0.0282545801094434,-0.01187272748521404,-0.05317947084805626,0.029434015877628172,2209,driscoll_kraay,cumulative,twfe_directional_dummies
17,mp_shock_di,s_neg_x_ricardian,-0.8247329917952828,-2.5126922619071923,0.8632262783166267,1.026206370253339,0.0282545801094434,-0.023302484385580746,-0.0709950648044353,0.024390096033273814,2182,driscoll_kraay,cumulative,twfe_directional_dummies
18,mp_shock_di,s_neg_x_ricardian,-1.2429601912010058,-2.857656736455742,0.3717363540537304,0.9816657961519484,0.0282545801094434,-0.035119318295137904,-0.08074189118547935,0.010503254595203541,2155,driscoll_kraay,cumulative,twfe_directional_dummies
19,mp_shock_di,s_neg_x_ricardian,-1.2463656996352257,-2.8148589223378764,0.322127523067425,0.9535761705493848,0.0282545801094434,-0.035215539506005956,-0.07953265691797705,0.009101577905965136,2128,driscoll_kraay,cumulative,twfe_directional_dummies
20,mp_shock_di,s_neg_x_ricardian,-1.68758843755545,-3.293371510751724,-0.08180536435917563,0.9762467899179519,0.0282545801094434,-0.047682102700680885,-0.09305282918069323,-0.0023113762206685338,2101,driscoll_kraay,cumulative,twfe_directional_dummies
21,mp_shock_di,s_neg_x_ricardian,-2.1745639552368705,-3.7907678819550097,-0.5583600285187313,0.9825822190109214,0.0282545801094434,-0.06144139147634825,-0.1071065547970029,-0.015776228155693597,2074,driscoll_kraay,cumulative,twfe_directional_dummies
22,mp_shock_di,s_neg_x_ricardian,-1.0848572423214407,-2.80766783314193,0.63795334849904894,1.0473944687792685,0.0282545801094434,-0.030652185860480997,-0.07932947571221603,0.01802510399125404,2047,driscoll_kraay,cumulative,twfe_directional_dummies
23,mp_shock_di,s_neg_x_ricardian,-1.7113970747616618,-3.8256343623340365,0.4028402128107127,1.2853650032622332,0.0282545801094434,-0.04835480574792047,-0.10809169256000646,0.011382081064165508,2020,driscoll_kraay,cumulative,twfe_directional_dummies
24,mp_shock_di,s_neg_x_ricardian,-1.6018245665419302,-3.7475522017218372,0.5439030686379767,1.304509775229509,0.0282545801094434,-0.04525888053663342,-0.10588551389787064,0.015367752824603804,1993,driscoll_kraay,cumulative,twfe_directional_dummies
25,mp_shock_di,s_neg_x_ricardian,-2.2056957190575592,-3.959288486784345,-0.4521029513307733,1.066108703530568,0.0282545801094434,-0.06232100639116817,-0.11186803372624522,-0.012773979056091124,1966,driscoll_kraay,cumulative,twfe_directional_dummies
26,mp_shock_di,s_neg_x_ricardian,-1.9889069061481408,-3.642871720193619,-0.3349420921026627,1.0055392084406276,0.0282545801094434,-0.05619572950998787,-0.10292781084663649,-0.009463648173339253,1939,driscoll_kraay,cumulative,twfe_directional_dummies
27,mp_shock_di,s_neg_x_ricardian,-1.555762620620479,-3.5748658851583883,0.46334064391743013,1.2275276240111785,0.0282545801094434,-0.04395741959559893,-0.10100633453272398,0.013091495341526118,1912,driscoll_kraay,cumulative,twfe_directional_dummies
28,mp_shock_di,s_neg_x_ricardian,-1.9904731243375788,-3.7948354691489,-0.18611077952625754,1.0969744147723826,0.0282545801094434,-0.05623998234729022,-0.10722148276522482,-0.005258481929355603,1885,driscoll_kraay,cumulative,twfe_directional_dummies
29,mp_shock_di,s_neg_x_ricardian,-1.5229648809790988,-3.4815188769575673,0.43558911499937003,1.1907162825232063,0.0282545801094434,-0.04303073323349288,-0.09836885401153701,0.012307387544551254,1858,driscoll_kraay,cumulative,twfe_directional_dummies
30,mp_shock_di,s_neg_x_ricardian,-1.7945727159854403,-4.09029157178013,0.5011461398092485,1.395697962529051,0.0282545801094434,-0.05070489856603204,-0.11556947088584284,0.014159673753778733,1831,driscoll_kraay,cumulative,twfe_directional_dummies
31,mp_shock_di,s_neg_x_ricardian,-0.8418419994941395,-2.5852604780229984,0.9015764790347194,1.0599231749028422,0.0282545801094434,-0.023785892214201174,-0.07304544928007875,0.025473664851676396,1804,driscoll_kraay,cumulative,twfe_directional_dummies
32,mp_shock_di,s_neg_x_ricardian,-1.3280859630943682,-3.1100483400692083,0.45387641388047184,1.0833562012915898,0.0282545801094434,-0.03752451123647712,-0.08787310996872691,0.01282408749577268,1777,driscoll_kraay,cumulative,twfe_directional_dummies
33,mp_shock_di,s_neg_x_ricardian,-2.5741856374936924,-4.441851503504342,-0.7065197714830427,1.1354602229695858,0.0282545801094434,-0.07273253431114417,-0.12550264914001505,-0.019962419482273275,1750,driscoll_kraay,cumulative,twfe_directional_dummies
34,mp_shock_di,s_neg_x_ricardian,-0.7961135647827792,-3.7449144977351017,2.152687368169543,1.792743673136164,0.0282545801094434,-0.022493854492369594,-0.10581098667927243,0.06082327769453323,1723,driscoll_kraay,cumulative,twfe_directional_dummies
35,mp_shock_di,s_neg_x_ricardian,0.7812710191232554,-2.2030297702323645,3.765571808478875,1.814326053368435,0.0282545801094434,0.022074484597004507,-0.06224568112651903,0.10639465032052803,1696,driscoll_kraay,cumulative,twfe_directional_dummies
36,mp_shock_di,s_neg_x_ricardian,1.5459144232114126,-0.93706075771066,4.028889604133485,1.5095417247089358,0.0282545801094434,0.043679162912970845,-0.026476258246151574,0.11383458407209326,1669,driscoll_kraay,cumulative,twfe_directional_dummies
37,mp_shock_di,s_neg_x_ricardian,0.16524851490086015,-2.7801332907170115,3.110630320518732,1.7906649913140082,0.0282545801094434,0.004669027402232904,-0.0785514987774943,0.08788955358196011,1642,driscoll_kraay,cumulative,twfe_directional_dummies
38,mp_shock_di,s_neg_x_ricardian,-0.23455707742280588,-3.180537153466755,2.711422998621143,1.7910287139068726,0.0282545801094434,-0.006627311734279586,-0.0898647417936875,0.07661011832512832,1615,driscoll_kraay,cumulative,twfe_directional_dummies
39,mp_shock_di,s_neg_x_ricardian,-1.0441860080479135,-4.603830516712874,2.5154585006170462,2.164110198220076,0.0282545801094434,-0.029503037213549684,-0.1300792981447641,0.07107322371766471,1588,driscoll_kraay,cumulative,twfe_directional_dummies
40,mp_shock_di,s_neg_x_ricardian,1.9807116434813208,-3.2412900285062056,7.202713315468848,3.1747515927394994,0.0282545801094434,0.055964175804450275,-0.09158128876836867,0.20350964037726924,1561,driscoll_kraay,cumulative,twfe_directional_dummies
41,mp_shock_di,s_neg_x_ricardian,2.140109114209061,-2.539649197524868,6.81986742594299,2.8450910373145297,0.0282545801094434,0.06046788441036987,-0.07175672170135003,0.19269249052208975,1534,driscoll_kraay,cumulative,twfe_directional_dummies
42,mp_shock_di,s_neg_x_ricardian,2.5948164100881854,-2.197227031846544,7.386859852022915,2.913355549342209,0.0282545801094434,0.07331544812813497,-0.06208172718994272,0.20871262344621266,1507,driscoll_kraay,cumulative,twfe_directional_dummies
43,mp_shock_di,s_neg_x_ricardian,2.202789496602901,-2.6775048934430474,7.08308388664885,2.9670083161691156,0.0282545801094434,0.06223889229600717,-0.07565177650521329,0.20012956109722763,1480,driscoll_kraay,cumulative,twfe_directional_dummies
44,mp_shock_di,s_neg_x_ricardian,1.8694605292744562,-2.6431392384173913,6.382060296966304,2.743465858451722,0.0282545801094434,0.05282082228582758,-0.0746807893522774,0.18032243392393257,1453,driscoll_kraay,cumulative,twfe_directional_dummies
45,mp_shock_di,s_neg_x_ricardian,2.486287084927434,-2.9726251417779705,7.945199311632838,3.31878298303224,0.0282545801094434,0.07024899761615669,-0.08399027520371122,0.2244882704360246,1426,driscoll_kraay,cumulative,twfe_directional_dummies
46,mp_shock_di,s_neg_x_ricardian,2.4058039741907913,-3.4997979417011513,8.311405890082733,3.590351031317741,0.0282545801094434,0.06797498111639101,-0.0988853213106603,0.23483528354344232,1399,driscoll_kraay,cumulative,twfe_directional_dummies
47,mp_shock_di,s_neg_x_ricardian,1.037673544692422,-3.143403179086821,5.2187502684716645,2.5419141589688685,0.0282545801094434,0.029319030295962133,-0.08881553693978765,0.1474535975317119,1372,driscoll_kraay,cumulative,twfe_directional_dummies
48,mp_shock_di,s_neg_x_ricardian,3.1358742937638584,-1.041448133672343,7.313196721200059,2.5396317088580944,0.0282545801094434,0.08860281144629518,-0.02942567972267553,0.20663130261526588,1345,driscoll_kraay,cumulative,twfe_directional_dummies
0,eps_rr,s_pos_x_ph2m,0.5022757723643816,0.05124707907299736,0.9533044656557659,0.27420597547473513,0.015225064354863913,0.007647180958136687,7.802400768851845e-4,0.01451412183938819,2641,driscoll_kraay,cumulative,twfe_directional_dummies
1,eps_rr,s_pos_x_ph2m,-0.3254357664624776,-1.0633114574242262,0.412439924499271,0.44859656742181253,0.015225064354863913,-0.004954780487765685,-0.016188985368547983,0.0062794243930166145,2614,driscoll_kraay,cumulative,twfe_directional_dummies
2,eps_rr,s_pos_x_ph2m,-0.5701608905811225,-1.138649846476548,-0.0016719346856970407,0.34561674460301245,0.015225064354863913,-0.008680736251724112,-0.017336017190261357,-2.5455313186866614e-5,2587,driscoll_kraay,cumulative,twfe_directional_dummies
3,eps_rr,s_pos_x_ph2m,0.0013462385104685832,-0.6040532514939367,0.60674572851487385,0.36805675598407916,0.015225064354863913,2.0496567958880313e-5,-0.009196749627759983,0.009237742763677743,2560,driscoll_kraay,cumulative,twfe_directional_dummies
4,eps_rr,s_pos_x_ph2m,-0.35731274100438876,-1.0494079604568891,0.33478247844811154,0.42076401699962285,0.015225064354863913,-0.0054401094766046406,-0.01597730373246262,0.005097084779253339,2533,driscoll_kraay,cumulative,twfe_directional_dummies
5,eps_rr,s_pos_x_ph2m,0.03781922639681671,-0.9630229532499797,1.038661406043613,0.6084688407817362,0.015225064354863913,5.758001557427025e-4,-0.014662086438442041,0.015813686749927447,2506,driscoll_kraay,cumulative,twfe_directional_dummies
6,eps_rr,s_pos_x_ph2m,0.0018277654175135262,-0.9089889155636286,0.9126444463986556,0.5537372238216879,0.015225064354863913,2.7827846107238146e-5,-0.013839414737314204,0.01389507042952868,2479,driscoll_kraay,cumulative,twfe_directional_dummies
7,eps_rr,s_pos_x_ph2m,-0.25355376859139683,-1.192978620401224,0.6858710832184305,0.571129756725486,0.015225064354863913,-0.003860372444222289,-0.018163176269585402,0.010442431381140826,2452,driscoll_kraay,cumulative,twfe_directional_dummies
8,eps_rr,s_pos_x_ph2m,-0.6486266125917443,-1.4101036060931098,0.1128503809096214,0.4629451405427893,0.015225064354863913,-0.00987538191898669,-0.021468918149793268,0.001718154311819892,2425,driscoll_kraay,cumulative,twfe_directional_dummies
9,eps_rr,s_pos_x_ph2m,-1.1090178297202793,-2.3435774538830882,0.12554179444252944,0.750558957912206,0.015225064354863913,-0.01688486782818276,-0.03568111755597813,0.0019113818996126075,2398,driscoll_kraay,cumulative,twfe_directional_dummies
10,eps_rr,s_pos_x_ph2m,-1.5388719125665316,-3.104454522080064,0.026710696947001233,0.9518066433760082,0.015225064354863913,-0.023429423902717954,-0.047265519885417266,4.066720799813608e-4,2371,driscoll_kraay,cumulative,twfe_directional_dummies
11,eps_rr,s_pos_x_ph2m,-0.1875209019292589,-1.2599826842377742,0.8849408803792562,0.6520104675187346,0.015225064354863913,-0.002855017799755091,-0.01918331745353429,0.013473281854024103,2344,driscoll_kraay,cumulative,twfe_directional_dummies
12,eps_rr,s_pos_x_ph2m,-0.7529080586701372,-1.933414406546766,0.42759828920649146,0.7176968993068082,0.015225064354863913,-0.011463073646548494,-0.029436358764295532,0.006510211471198544,2317,driscoll_kraay,cumulative,twfe_directional_dummies
13,eps_rr,s_pos_x_ph2m,-0.10288811929064468,-1.0677784848475707,0.8620022462662814,0.5866116897861778,0.015225064354863913,-0.0015664782375509802,-0.016256996148543344,0.013124039673441385,2290,driscoll_kraay,cumulative,twfe_directional_dummies
14,eps_rr,s_pos_x_ph2m,-0.40407664856469194,-1.5954963050470758,0.7873430079176921,0.7243317198324387,0.015225064354863913,-0.006152092978695164,-0.024291533922289315,0.01198734796489899,2263,driscoll_kraay,cumulative,twfe_directional_dummies
15,eps_rr,s_pos_x_ph2m,-0.9194583802717046,-2.1930475115180195,0.3541307509746102,0.7742872133897722,0.015225064354863913,-0.013998813011255638,-0.033389289496136,0.005391663473624727,2236,driscoll_kraay,cumulative,twfe_directional_dummies
16,eps_rr,s_pos_x_ph2m,-1.24720115178958,-2.8109484643568923,0.316546160777732,0.9506908620589665,0.015225064354863913,-0.01898871779945675,-0.04279687126803958,0.004819435669126069,2209,driscoll_kraay,cumulative,twfe_directional_dummies
17,eps_rr,s_pos_x_ph2m,-0.7446648283725328,-2.5907197213903728,1.1013900646453072,1.1223216842943464,0.015225064354863913,-0.011337569934775502,-0.03944387448358353,0.016768734614032527,2182,driscoll_kraay,cumulative,twfe_directional_dummies
18,eps_rr,s_pos_x_ph2m,-0.39187803861281817,-2.2475189819823704,1.4637629047567342,1.1281495890967201,0.015225064354863913,-0.005966368357138002,-0.034218621139459816,0.022285884425183814,2155,driscoll_kraay,cumulative,twfe_directional_dummies
19,eps_rr,s_pos_x_ph2m,-1.2291648827418105,-2.509918374889473,0.05158860940585219,0.7786428355460282,0.015225064354863913,-0.018714114442482818,-0.03821366878314768,7.854398981820374e-4,2128,driscoll_kraay,cumulative,twfe_directional_dummies
20,eps_rr,s_pos_x_ph2m,-1.0170947444317937,-2.6929144365030835,0.6587249476394961,1.0188260308470183,0.015225064354863913,-0.015485332938967923,-0.04099979559790153,0.010029129719965689,2101,driscoll_kraay,cumulative,twfe_directional_dummies
21,eps_rr,s_pos_x_ph2m,-0.6137412246743189,-2.079201386184872,0.8517189368362342,0.8909365170848658,0.015225064354863913,-0.009344249642899496,-0.03165597491138693,0.012967475625587938,2074,driscoll_kraay,cumulative,twfe_directional_dummies
22,eps_rr,s_pos_x_ph2m,-1.497819836875647,-3.1893118410237853,0.19367216727249126,1.0283541200459916,0.015225064354863913,-0.022804403408423494,-0.048557478027316636,0.0029486712104696477,2047,driscoll_kraay,cumulative,twfe_directional_dummies
23,eps_rr,s_pos_x_ph2m,-1.8443108622710902,-3.750759170126413,0.06213744558423229,1.1590382734472755,0.015225064354863913,-0.028079751568451904,-0.0571055497447706,9.460466078667911e-4,2020,driscoll_kraay,cumulative,twfe_directional_dummies
24,eps_rr,s_pos_x_ph2m,-0.6424668305867227,-2.2197641925490252,0.93483053137558,0.958928707161393,0.015225064354863913,-0.009781598841548304,-0.03379605268418144,0.014232855001084834,1993,driscoll_kraay,cumulative,twfe_directional_dummies
25,eps_rr,s_pos_x_ph2m,-1.0182992615066782,-2.83847633655796,0.8018778135446039,1.1065890880666083,0.015225064354863913,-0.01550367178894957,-0.0432159848938533,0.01220864131595416,1966,driscoll_kraay,cumulative,twfe_directional_dummies
26,eps_rr,s_pos_x_ph2m,-0.4542580019047064,-2.3721007154430835,1.4635847116336707,1.1659655802278628,0.015225064354863913,-0.006916107312711048,-0.036115386048839675,0.022283171423417576,1939,driscoll_kraay,cumulative,twfe_directional_dummies
27,eps_rr,s_pos_x_ph2m,-2.026420910043207,-3.4062339351022444,-0.6466078849841694,0.8388667553454873,0.015225064354863913,-0.03085238876544972,-0.05186013086965302,-0.0098446466612464225,1912,driscoll_kraay,cumulative,twfe_directional_dummies
28,eps_rr,s_pos_x_ph2m,-2.4976850027885087,-4.16910059196416,-0.8262694136128577,1.0161485264031722,0.015225064354863913,-0.038027414905633494,-0.06347482481455556,-0.012580004996711426,1885,driscoll_kraay,cumulative,twfe_directional_dummies
29,eps_rr,s_pos_x_ph2m,-1.6406933646457385,-3.4385913898757217,0.15720466058424454,1.0930443875192468,0.015225064354863913,-0.02497966206332957,-0.05235277520093881,0.0023934510742796614,1858,driscoll_kraay,cumulative,twfe_directional_dummies
30,eps_rr,s_pos_x_ph2m,-2.4816311630832355,-4.425824540160615,-0.5374377860058552,1.1819856461518081,0.015225064354863913,-0.03778299416297804,-0.06738346344728136,-0.008182524878674725,1831,driscoll_kraay,cumulative,twfe_directional_dummies
31,eps_rr,s_pos_x_ph2m,-1.009732867443475,-2.588955121840643,0.5694893869536928,0.9600989586678644,0.015225064354863913,-0.015373247888048178,-0.03941700834187833,0.00867051256578197,1804,driscoll_kraay,cumulative,twfe_directional_dummies
32,eps_rr,s_pos_x_ph2m,-1.2489806766119784,-2.924624310386452,0.42666295716249536,1.0187189950026543,0.015225064354863913,-0.019015811179398844,-0.04452759333943322,0.0064959709806355365,1777,driscoll_kraay,cumulative,twfe_directional_dummies
33,eps_rr,s_pos_x_ph2m,-1.6633678180303892,-3.2608414259403298,-0.06589421012044872,0.9711949937275915,0.015225064354863913,-0.02532488207532224,-0.049646520560947725,-0.0010032435896967567,1750,driscoll_kraay,cumulative,twfe_directional_dummies
34,eps_rr,s_pos_x_ph2m,-0.9318110594450199,-2.511510467464373,0.6478883485743333,0.9603890474723434,0.015225064354863913,-0.01418688334662435,-0.038237908495059425,0.009864141801810727,1723,driscoll_kraay,cumulative,twfe_directional_dummies
35,eps_rr,s_pos_x_ph2m,-1.2372074358843794,-2.5994720994400353,0.1250572276712767,0.8281981090806491,0.015225064354863913,-0.018836562831655846,-0.03957713000264774,0.0019040043393360557,1696,driscoll_kraay,cumulative,twfe_directional_dummies
36,eps_rr,s_pos_x_ph2m,-1.2154470869210983,-2.767913966298324,0.3370197924561278,0.9438328456341294,0.015225064354863913,-0.018505260118305594,-0.042141668265618604,0.005131148029007425,1669,driscoll_kraay,cumulative,twfe_directional_dummies
37,eps_rr,s_pos_x_ph2m,-0.4144688261955357,-2.005298205068131,1.17636055267706,0.9671555892915512,0.015225064354863913,-0.006310314551911937,-0.030530794222855387,0.017910165119031516,1642,driscoll_kraay,cumulative,twfe_directional_dummies
38,eps_rr,s_pos_x_ph2m,-0.6806679823641443,-2.065778359884223,0.7044423951559345,0.842087316965222,0.015225064354863913,-0.010363213835789472,-0.03145160847212252,0.010725180800543578,1615,driscoll_kraay,cumulative,twfe_directional_dummies
39,eps_rr,s_pos_x_ph2m,-0.8202932922162411,-2.237905790963316,0.5973192065308339,0.8618472036167989,0.015225064354863913,-0.01248901816385546,-0.034072259687539116,0.009094223359828195,1588,driscoll_kraay,cumulative,twfe_directional_dummies
40,eps_rr,s_pos_x_ph2m,-1.136114468507514,-2.7839358972758017,0.511706960260774,1.0018042953902937,0.015225064354863913,-0.01729741589751891,-0.042385603195839894,0.007790771400802075,1561,driscoll_kraay,cumulative,twfe_directional_dummies
41,eps_rr,s_pos_x_ph2m,-1.6617912970921167,-3.5234725956203725,0.1998900014361389,1.1318218642826272,0.015225064354863913,-0.025300879442580252,-0.05364509702091956,0.0030433381357590546,1534,driscoll_kraay,cumulative,twfe_directional_dummies
42,eps_rr,s_pos_x_ph2m,-0.7827303449263356,-2.1921025817739292,0.626641891921258,0.8568374800982669,0.015225064354863913,-0.011917119874008288,-0.033374902879971406,0.009540663131954829,1507,driscoll_kraay,cumulative,twfe_directional_dummies
43,eps_rr,s_pos_x_ph2m,-0.27951453474213905,-2.0489653240005934,1.4899362545163155,1.07574969606135,0.015225064354863913,-0.004255626779568912,-0.03119562891879362,0.0226843753596558,1480,driscoll_kraay,cumulative,twfe_directional_dummies
44,eps_rr,s_pos_x_ph2m,-1.7721308970554577,-3.0565162880974275,-0.4877455060134879,0.780850873291635,0.015225064354863913,-0.026980806952912058,-0.046535657187973103,-0.0074259567178510165,1453,driscoll_kraay,cumulative,twfe_directional_dummies
45,eps_rr,s_pos_x_ph2m,-0.7661055201808633,-2.0871814390010184,0.5549703986392918,0.8031571303208314,0.015225064354863913,-0.011664005847370137,-0.031777471729067974,0.008449460034327698,1426,driscoll_kraay,cumulative,twfe_directional_dummies
46,eps_rr,s_pos_x_ph2m,-0.6061188281908729,-2.4169898555829654,1.2047521992012198,1.1009314128141077,0.015225064354863913,-0.009228198165900743,-0.03679882609630388,0.0183424297645024,1399,driscoll_kraay,cumulative,twfe_directional_dummies
47,eps_rr,s_pos_x_ph2m,-1.7185977991126706,-3.815691442047443,0.37849584382210155,1.2749424073809354,0.015225064354863913,-0.026165762091617892,-0.0580941477634758,0.005762623580240016,1372,driscoll_kraay,cumulative,twfe_directional_dummies
48,eps_rr,s_pos_x_ph2m,-3.5964740361576557,-6.540463883441753,-0.6524841888735584,1.7898187407352535,0.015225064354863913,-0.05475654865109747,-0.09957898353606383,-0.009934113766131106,1345,driscoll_kraay,cumulative,twfe_directional_dummies
0,eps_rr,s_neg_x_ph2m,-0.2673350491633624,-0.8384514972716586,0.30378139894493367,0.3472141464446221,0.026925706272614553,-0.007198185010147668,-0.022575898739370562,0.008179528719075225,2641,driscoll_kraay,cumulative,twfe_directional_dummies
1,eps_rr,s_neg_x_ph2m,-0.2871887718639353,-0.8866518649218711,0.31227432119400045,0.3644476829035328,0.026925706272614553,-0.007732760516001233,-0.023873727680952216,0.00840820664894975,2614,driscoll_kraay,cumulative,twfe_directional_dummies
2,eps_rr,s_neg_x_ph2m,0.19692044105337025,-0.13704559319141785,0.5308864752981584,0.20303693214559887,0.026925706272614553,0.005302221954876756,-0.0036900493882283418,0.014294493297981853,2587,driscoll_kraay,cumulative,twfe_directional_dummies
3,eps_rr,s_neg_x_ph2m,-0.044038496212079864,-0.5472870322916191,0.45921003986745934,0.3059533856591524,0.026925706272614553,-0.001185767613694111,-0.014736089878295052,0.012364554650906828,2560,driscoll_kraay,cumulative,twfe_directional_dummies
4,eps_rr,s_neg_x_ph2m,-0.029044917308173247,-0.7589579409477414,0.7008681063313948,0.44375560942305226,0.026925706272614553,-7.820549121522514e-4,-0.020435478591227227,0.018871368766922723,2533,driscoll_kraay,cumulative,twfe_directional_dummies
5,eps_rr,s_neg_x_ph2m,0.4015859265918017,-0.12319260147613975,0.9263644546597432,0.31904269137950725,0.026925706272614553,0.010812984702626602,-0.003317047802305801,0.024943017207559006,2506,driscoll_kraay,cumulative,twfe_directional_dummies
