t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP,dP,dW
13,-1.4016062034832126e-06,-1.9387236554124565e-05,3.943431075507305e-05,-1.2141475638938317e-06,8.217313266014628e-07,1.8721670722103708e-06,1.0960181614898494e-06,-1.2863904153957966e-07,-1.5383781598029708e-05,0.00018177688446149255,0.00016616495838954684,-0.0,-0.0,-0.0,-0.0,2.137965997633447e-06,4.8037557445733626e-06
14,-1.3212275222619416e-06,-1.8291218392634714e-05,3.7207949202305573e-05,-1.1422466839708076e-06,7.761489107206297e-07,1.7654487533226418e-06,1.0331674027432045e-06,-1.236444913569847e-07,-1.4515907910455995e-05,0.00017155352568880904,0.0001568222797876134,-0.0,-0.0,-0.0,-0.0,1.4936304325999611e-06,3.998650887117862e-06
15,-1.2470443545278451e-06,-1.7258050989891508e-05,3.510512097423795e-05,-1.0790002757849806e-06,7.322813505794747e-07,1.6669103014627543e-06,9.75681049129488e-07,-1.1577171547776253e-07,-1.3698078498452455e-05,0.000161906894916714,0.00014800557981158494,-0.0,-0.0,-0.0,-0.0,9.901406702477544e-07,3.318950883609667e-06
16,-1.176363505071482e-06,-1.628236994076202e-05,3.312092663365054e-05,-1.01748667526617e-06,6.912292523333588e-07,1.5730960223283193e-06,9.2073260990023e-07,-1.0958450402882355e-07,-1.292563405599967e-05,0.00015280482749613524,0.00013968736792997963,-0.0,-0.0,-0.0,-0.0,5.990763947295456e-07,2.745862342344818e-06
17,-1.1099092209358638e-06,-1.536163733086179e-05,3.124783680814258e-05,-9.60140025022239e-07,6.523634124281953e-07,1.484920518465396e-06,8.691738513996669e-07,-1.0325503896698831e-07,-1.2196726956255394e-05,0.0001442166150193613,0.0001318388319145748,-0.0,-0.0,-0.0,-0.0,2.971314784034672e-07,2.263028232309288e-06
18,-1.0470794327965555e-06,-1.4492463479462123e-05,2.9479887782967603e-05,-9.057281759009246e-07,6.157466670656444e-07,1.4016034072029703e-06,8.204234140005917e-07,-9.747309180833486e-08,-1.150860925338684e-05,0.00013611342491761841,0.0001244339193413103,-0.0,-0.0,-0.0,-0.0,6.593747059583226e-08,1.8567162413654357e-06
19,-9.878119946308689e-07,-1.3672040065461532e-05,2.781099994289824e-05,-8.544777093860335e-07,5.811799932024356e-07,1.3230554166628136e-06,7.744779612128915e-07,-9.193895826545656e-08,-1.0859082162307564e-05,0.00012846799769150683,0.00011744760523218719,-0.0,-0.0,-0.0,-0.0,-1.0926004571770972e-07,1.5152058920695434e-06
20,-9.318491120548366e-07,-1.289756210424864e-05,2.6235611299615608e-05,-8.060558223704908e-07,5.485774554499986e-07,1.248937878380132e-06,7.311197348174211e-07,-8.674376976809948e-08,-1.0245914498106782e-05,0.00012125463624311516,0.00011085645528083042,-0.0,-0.0,-0.0,-0.0,-2.401947933604723e-07,1.2285719000244194e-06
21,-8.790259984944276e-07,-1.2166442369431218e-05,2.4748401301303353e-05,-7.603640701198828e-07,5.17818143562762e-07,1.1790317783685238e-06,6.902277191841345e-07,-8.182595364958698e-08,-9.66706122746731e-06,0.00011444908753932792,0.00010463829213573033,-0.0,-0.0,-0.0,-0.0,-3.3623762836476836e-07,9.883802639294823e-07
22,-8.291564557744606e-07,-1.1476214650247084e-05,2.334437419851406e-05,-7.172254278921645e-07,4.888040591844084e-07,1.1130914558344649e-06,6.516544184186394e-07,-7.718491247238814e-08,-9.12056768441344e-06,0.00010802847354023228,9.877222100911771e-05,-0.0,-0.0,-0.0,-0.0,-4.048506350438516e-07,7.874770784424641e-07
23,-7.820772249466661e-07,-1.0824560231828444e-05,2.201880224032348e-05,-6.765071765309306e-07,4.6143703741582015e-07,1.050901315280737e-06,6.152736343429362e-07,-7.279653604814434e-08,-8.604598112695918e-06,0.00010197120920602078,9.323851971213999e-05,-0.0,-0.0,-0.0,-0.0,-4.5197878951226134e-07,6.19790424047908e-07
24,-7.376299787583796e-07,-1.0209286597485508e-05,2.0767225298744453e-05,-6.380725254427723e-07,4.3562768093779273e-07,9.922528293421838e-07,5.809609302411564e-07,-6.864591456260672e-08,-8.117415859537822e-06,9.625693165597721e-05,8.801858752363887e-05,-0.0,-0.0,-0.0,-0.0,-4.823521732394637e-07,4.801691871377662e-07
25,-6.956680473207809e-07,-9.628325667244352e-06,1.958542941457892e-05,-6.018000791408649e-07,4.112918991010709e-07,9.369531960695511e-07,5.486005630881483e-07,-6.471365464006736e-08,-7.657383202097181e-06,9.086643059754236e-05,8.309487595115954e-05,-0.0,-0.0,-0.0,-0.0,-4.997322917146646e-07,3.6424301499422203e-07
26,-6.560536734293208e-07,-9.079725104156203e-06,1.846943463268396e-05,-5.675772475852286e-07,3.8835263298138055e-07,8.848219361170292e-07,5.180819311477642e-07,-6.098004356078115e-08,-7.222954083294658e-06,8.578158349480476e-05,7.84508312141438e-05,-0.0,-0.0,-0.0,-0.0,-5.071076863470618e-07,2.683041264435815e-07
27,-6.18659384594041e-07,-8.561643173008438e-06,1.741547999713936e-05,-5.353049054551627e-07,3.6674000496929196e-07,8.356928297777347e-07,4.893000258996286e-07,-5.742153629955743e-08,-6.812670349513185e-06,8.098529365553023e-05,7.407083617872919e-05,-0.0,-0.0,-0.0,-0.0,-5.068516090792904e-07,1.8920594170310768e-07
28,-5.83368327089704e-07,-8.07234314710881e-06,1.6420010248820254e-05,-5.048991512774449e-07,3.463928038781497e-07,7.894146487213329e-07,4.621540987947898e-07,-5.400924522640657e-08,-6.425157450901385e-06,7.646143143293385e-05,6.99401559232329e-05,-0.0,-0.0,-0.0,-0.0,-5.008487298256935e-07,1.2427634889423175e-07
29,-5.500758920456903e-07,-7.61018904831402e-06,1.547966211681534e-05,-4.7629656564518757e-07,3.2726054992659254e-07,7.458537366184326e-07,4.365466916046971e-07,-5.07050532422193e-08,-6.0591214109061504e-06,7.219477783287856e-05,6.604488444011084e-05,-0.0,-0.0,-0.0,-0.0,-4.905979582330292e-07,7.124273254016083e-08
30,-5.18692180612828e-07,-7.173642356709323e-06,1.459125057681578e-05,-4.494617268786098e-07,3.09307045013732e-07,7.048979850972087e-07,4.123819903123696e-07,-4.745619918727992e-08,-5.713346701163042e-06,6.817096999245634e-05,6.237189229480695e-05,-0.0,-0.0,-0.0,-0.0,-4.772968027178254e-07,2.816642492089743e-08
31,-4.891461951633625e-07,-6.761260366396954e-06,1.37517542669447e-05,-4.243994205353406e-07,2.9251599478484967e-07,6.664635527209496e-07,3.895636277400929e-07,-4.418666803900098e-08,-5.3866957073370075e-06,6.437644764216645e-05,5.8908773670461076e-05,-0.0,-0.0,-0.0,-0.0,-4.6191223373614817e-07,-6.6159000810828045e-09
32,-4.613924742092365e-07,-6.371696738656861e-06,1.2958299414669196e-05,-4.011735136402028e-07,2.768999249808494e-07,6.305056153226934e-07,3.679914833591647e-07,-4.0784037234948297e-08,-5.078110343965297e-06,6.079839936754753e-05,5.56437910534472e-05,-0.0,-0.0,-0.0,-0.0,-4.4524257756376937e-07,-3.454647995990692e-08
33,-4.354214620455595e-07,-6.0037052552976956e-06,1.220814113693929e-05,-3.7993603732229595e-07,2.625141319635199e-07,5.970354561137186e-07,3.4755712056798287e-07,-3.707935476562053e-08,-4.786616830741173e-06,5.7424706955298004e-05,5.256581483117545e-05,-0.0,-0.0,-0.0,-0.0,-4.27975019225547e-07,-5.689936133670057e-08
34,-4.112753534255156e-07,-5.656148134729712e-06,1.1498640603504124e-05,-3.609712532888881e-07,2.494783355457444e-07,5.661473161116853e-07,3.281373618894817e-07,-3.281678256717766e-08,-4.511335003554604e-06,5.42438853911311e-05,4.9664253994740785e-05,-0.0,-0.0,-0.0,-0.0,-4.10743669143842e-07,-7.483556702442171e-08
35,-3.8907177563468677e-07,-5.328010772840231e-06,1.0827236041425146e-05,-3.4476118471173826e-07,2.3800995422222978e-07,5.380602521225742e-07,3.095856292721484e-07,-2.7608573053816667e-08,-4.251494034500862e-06,5.1245015109049165e-05,4.692897267362622e-05,-0.0,-0.0,-0.0,-0.0,-3.941938856185308e-07,-8.946502809610643e-08
36,-3.690381160688504e-07,-5.0184251435680825e-06,1.0191405225024271e-05,-3.320803117786193e-07,2.2847462285046496e-07,5.131828415826865e-07,2.917212454208671e-07,-2.0870113600947602e-08,-4.006456806150795e-06,4.8417661962838223e-05,4.435018573807874e-05,-0.0,-0.0,-0.0,-0.0,-3.7905940947813356e-07,-1.0192068756212715e-07
37,-3.515589948357242e-07,-4.7267038981472155e-06,9.588617464769538e-06,-3.2412627883215744e-07,2.2146159616182405e-07,4.922122213938407e-07,2.7431873116672307e-07,-1.1730359877147573e-08,-3.775754979338613e-06,4.5751779452778684e-05,4.191832599525629e-05,-0.0,-0.0,-0.0,-0.0,-3.6625918782880767e-07,-1.1345050174450972e-07
38,-3.3723666695214846e-07,-4.452385166980493e-06,9.016275665695869e-06,-3.2268599711599743e-07,2.1789349022710534e-07,4.76283691412014e-07,2.571040029991727e-07,1.0819115823641995e-09,-3.55913472635565e-06,4.323758808240741e-05,3.962387796839775e-05,-0.0,-0.0,-0.0,-0.0,-3.570186746567283e-07,-1.2553104173982706e-07
39,-3.2695508631939513e-07,-4.1952811639813205e-06,8.471657287885775e-06,-3.3031166087523267e-07,2.1917968841287778e-07,4.6719245994290174e-07,2.3977631467474625e-07,1.9358582632627075e-08,-3.3566061110104808e-06,4.086543117551423e-05,3.745718481995078e-05,-0.0,-0.0,-0.0,-0.0,-3.5301125178940834e-07,-1.39997672068021e-07
40,-3.2191381411598424e-07,-3.955504849306574e-06,7.951885179930225e-06,-3.5041377601205684e-07,2.2741614526818807e-07,4.6771295235368577e-07,2.2210278138257724e-07,4.547582057180152e-08,-3.1684700408887108e-06,3.8625621937955614e-05,3.5408269776499965e-05,-0.0,-0.0,-0.0,-0.0,-3.564881875928605e-07,-1.5916053098797062e-07
41,-3.235371291958115e-07,-3.7334020679239966e-06,7.4540137740951086e-06,-3.870112828566116e-07,2.456101709711393e-07,4.820373167801285e-07,2.0419621319514328e-07,8.22229851663866e-08,-2.995249380073078e-06,3.650833905840185e-05,3.346680390043383e-05,-0.0,-0.0,-0.0,-0.0,-3.7029488160921695e-07,-1.858090422329489e-07
42,-3.330201745803389e-07,-3.529205854728853e-06,6.975444314682661e-06,-4.4348478750329125e-07,2.778411035849862e-07,5.163276179316113e-07,1.8723024913023668e-07,1.3194931356221175e-07,-2.8373389447728576e-06,3.450373420602029e-05,3.162257139417117e-05,-0.0,-0.0,-0.0,-0.0,-3.974998573925697e-07,-2.228470461569788e-07
43,-3.499451700122691e-07,-3.3419756055986162e-06,6.515175733165776e-06,-5.187761774101871e-07,3.2909736880136123e-07,5.792878728142238e-07,1.7516325032346746e-07,1.9396321302144116e-07,-2.693932562718873e-06,3.260266573967702e-05,2.986729410587935e-05,-0.0,-0.0,-0.0,-0.0,-4.3996392164659924e-07,-2.7192717829163965e-07
44,-3.686622074702596e-07,-3.166812355275149e-06,6.077053571993037e-06,-5.974504344439522e-07,4.041246224907575e-07,6.824247936887003e-07,1.7873967792024986e-07,2.5773182119050333e-07,-2.5602083834741984e-06,3.07990428105901e-05,2.819982817963035e-05,-0.0,-0.0,-0.0,-0.0,-4.942704702488561e-07,-3.296059555920051e-07
45,-3.695034504143969e-07,-2.988072677354899e-06,5.677599018903173e-06,-6.255739347873491e-07,5.036851157684572e-07,8.390808993383132e-07,2.245505263688803e-07,2.863765266439738e-07,-2.4204749530395095e-06,2.9095924773892756e-05,2.6639155885133673e-05,-0.0,-0.0,-0.0,-0.0,-5.414223283541624e-07,-3.7765847870953657e-07
46,-2.9857840989609036e-07,-2.7635221509860187e-06,5.3634787697147475e-06,-4.5527633729087533e-07,6.145303729694179e-07,1.059944676619005e-06,3.750202475694261e-07,1.7875387179346483e-07,-2.232218362390194e-06,2.7517830972492392e-05,2.525188561799444e-05,-0.0,-0.0,-0.0,-0.0,-5.224693133001556e-07,-3.6022312610560033e-07
47,-2.738082721298352e-08,-2.3885019034165927e-06,5.237199874802526e-06,2.6548319372640773e-07,6.849244290495929e-07,1.339551909564006e-06,7.680517338884244e-07,-3.057254022148968e-07,-1.890925106928526e-06,2.609044010548589e-05,2.4149794194687305e-05,-0.0,-0.0,-0.0,-0.0,-2.8694516817856975e-07,-1.3531298210611182e-07
48,6.343235159636858e-07,-1.6204501695281682e-06,5.2557451095417474e-06,2.045238436916778e-06,5.71500175675585e-07,1.6204501695281682e-06,1.6204501695281682e-06,-1.5099968664701924e-06,-1.172594176910163e-06,2.3883166431654003e-05,2.2262716262125835e-05,-0.0,-0.0,-0.0,-0.0,4.361599746278668e-07,5.569155671258068e-07
