horizon,agent_type,estimate,conf_low,conf_high,region
14,Ricardian,2.7515583062570417,-1.2681668862967723,6.771283498810856,South
14,PH2M,-0.8063618125190857,-6.345584369404428,4.732860744366256,South
14,WH2M,3.471007400181745,-0.5088134271312956,7.450828227494785,South
15,Ricardian,3.742252611539593,-7.124983074772306,14.609488297851492,South
15,PH2M,-0.7301732409487647,-14.139182916743724,12.678836434846197,South
15,WH2M,4.380804569015937,-6.722641720821797,15.48425085885367,South
16,Ricardian,-4.416687373723495,-10.06669215921341,1.2333174117664196,South
16,PH2M,-1.967572753246663,-8.862500561524055,4.927355055030728,South
16,WH2M,-2.470022394372402,-9.0242436896332,4.084198900888396,South
17,Ricardian,-5.4186969297438194,-13.190719789142182,2.3533259296545426,South
17,PH2M,-1.8204991270944655,-10.993473302966155,7.352475048777223,South
17,WH2M,-3.6322640892527893,-11.93707301100304,4.672544832497461,South
18,Ricardian,-2.1949462877415167,-3.322484579556126,-1.0674079959269074,South
18,PH2M,-1.7083462975629775,-4.563827193768402,1.147134598642447,South
18,WH2M,-0.5122082362472982,-2.9095461285132354,1.8851296560186392,South
19,Ricardian,-2.7498131814168594,-6.045332898745098,0.5457065359113793,South
19,PH2M,-2.2128273314762503,-7.527989145964531,3.10233448301203,South
19,WH2M,-0.5504158896951896,-4.098201004445867,2.9973692250554875,South
20,Ricardian,-5.154745587738434,-6.045730547431807,-4.263760628045061,South
20,PH2M,-3.647279528578987,-5.14665381967344,-2.147905237484534,South
20,WH2M,-1.5017325649586426,-3.4711932904564886,0.4677281605392032,South
21,Ricardian,-2.2249726807429906,-3.860775204023816,-0.5891701574621655,South
