region,horizon,coefficient,estimate,std_error,conf_low,conf_high
Southeast,2,wh2m_diff,-3.1308014103922406,1.4431475039733752,-5.979841841371931,-0.28176097941255085
Southeast,3,ricardian,0.4762276064296908,1.1368992729716116,-1.7686193173211195,2.721074530180501
Southeast,3,ph2m_diff,-0.540385810674578,6.991244676858691,-14.344840153418577,13.26406853206942
Southeast,3,wh2m_diff,-1.586153403505677,1.6457134769841695,-4.835671565767191,1.6633647587558367
Southeast,4,ricardian,-1.8179585440770716,1.7797479610847875,-5.332785568831659,1.696868480677516
Southeast,4,ph2m_diff,15.075651967719859,11.787224909313434,-8.202956893763515,38.354260829203234
Southeast,4,wh2m_diff,-4.107320307299693,1.8462382695651216,-7.753459145997026,-0.4611814686023594
Southeast,5,ricardian,-0.8399736598387811,1.097977248377099,-3.008794402300672,1.3288470826231098
Southeast,5,ph2m_diff,9.568446026897306,6.738266298639166,-3.741567216383796,22.878459270178407
Southeast,5,wh2m_diff,-4.021238574403951,1.52014895212234,-7.023969809379698,-1.0185073394282051
Southeast,6,ricardian,-2.459287609556453,2.044396211791327,-6.498388791241119,1.579813572128213
Southeast,6,ph2m_diff,16.897456460073027,12.27865711448825,-7.361411842747177,41.156324762893234
Southeast,6,wh2m_diff,-2.759700620772841,1.50157201670049,-5.726347336345329,0.2069460947996462
Southeast,7,ricardian,-2.5090963908771244,0.5922330428526551,-3.6794214283195688,-1.3387713534346801
Southeast,7,ph2m_diff,17.835570582999146,3.6019175392435425,10.717740313558114,24.95340085244018
Southeast,7,wh2m_diff,-3.167986247736993,0.8477307818536655,-4.8432061142867875,-1.4927663811871985
Southeast,8,ricardian,-0.7208429928119054,1.0514320108388775,-2.799077288851995,1.3573913032281841
Southeast,8,ph2m_diff,1.9129945088165228,5.8143722819192805,-9.579548767080784,13.405537784713829
Southeast,8,wh2m_diff,1.5134318252237013,0.6174523265877565,0.2929909521513461,2.7338726982960564
Southeast,9,ricardian,1.309853450936918,0.9227286610818491,-0.5144306806891661,3.1341375825630022
Southeast,9,ph2m_diff,-8.21863723576125,5.128251425234497,-18.35746579135793,1.9201913198354301
Southeast,9,wh2m_diff,0.8359681930448439,0.29333215914929994,0.2560347567036725,1.4159016293860154
Southeast,10,ricardian,1.525184613936403,1.2830536777429684,-1.0121320133877796,4.062501241260586
Southeast,10,ph2m_diff,-5.650113445918608,6.99984923923178,-19.49274074324928,8.192513851412063
Southeast,10,wh2m_diff,-1.9801372967919169,1.2443857416019946,-4.440985730293224,0.4807111367093899
Southeast,11,ricardian,2.1794888114349193,1.2523055113070538,-0.2976952702167699,4.656672893086609
Southeast,11,ph2m_diff,-13.231929572866516,6.862915526921169,-26.80745482889241,0.34359568315938027
Southeast,11,wh2m_diff,1.2643814059209804,1.3327223670728738,-1.3718751649922571,3.9006379768342176
Southeast,12,ricardian,2.7723758967273784,1.741126100673782,-0.6727395645676495,6.217491358022406
Southeast,12,ph2m_diff,-16.12378328618338,10.07218513855929,-36.0533224140205,3.805755841653742
Southeast,12,wh2m_diff,1.1103266505144476,1.5880289281308344,-2.031859898277257,4.252513199306152
Southeast,13,ricardian,1.3112322582256184,1.9015637808964332,-2.452495123758643,5.0749596402098796
Southeast,13,ph2m_diff,-7.195006683802477,10.89521000620361,-28.759679215315543,14.369665847710587
Southeast,13,wh2m_diff,0.04392565445719255,1.3655210958150747,-2.658823099294058,2.746674408208443
Southeast,14,ricardian,0.21437876337145986,0.7633640799659301,-1.2970289887008686,1.7257865154437881
Southeast,14,ph2m_diff,-4.0116138614254195,4.5508522770927,-13.021984653879915,4.998756931029075
Southeast,14,wh2m_diff,2.313328673510186,0.831630815715662,0.6667575356712352,3.9598998113491373
Southeast,15,ricardian,0.04257295262632687,0.4542118415762766,-0.8570508314244752,0.942196736677129
Southeast,15,ph2m_diff,0.9320081502470905,1.4981355938682723,-2.0352381621779,3.899254462672081
Southeast,15,wh2m_diff,-0.9272668742378257,0.8322005174045982,-2.5755448582692813,0.7210111097936299
Southeast,16,ricardian,1.1376845327518215,0.9730020333402002,-0.7901942719257864,3.0655633374294293
Southeast,16,ph2m_diff,-8.46113920810781,5.6107888753317,-19.578198144911564,2.6559197286959453
Southeast,16,wh2m_diff,1.679054184398137,1.0455432441295953,-0.3925557307545793,3.7506640995508533
Southeast,17,ricardian,-0.2663618485233064,1.015158968932194,-2.278583038082714,1.7458593410361012
Southeast,17,ph2m_diff,0.2072227190618104,6.262697191042584,-12.206529587008584,12.620975025132205
