region,horizon,coefficient,estimate,std_error,conf_low,conf_high
South,21,wh2m_diff,10.22024349845959,2.3697734002719537,5.490155994369838,14.950331002549342
South,22,ricardian,1.4247361365507807,0.9792455189962016,-0.5315316756056507,3.381003948707212
South,22,ph2m_diff,-13.563549371407007,8.6996217736326,-30.943041769940734,3.815943027126721
South,22,wh2m_diff,4.1390180871796405,2.323365255394438,-0.5024375813332282,8.780473755692508
South,23,ricardian,1.3039233718758965,1.647108502541626,-1.9896736368520362,4.597520380603829
South,23,ph2m_diff,-6.372599878882301,8.412529370369342,-23.194492017335467,10.449292259570864
South,23,wh2m_diff,-0.43026659242921933,0.6088827790644453,-1.6478029579437472,0.7872697730853087
South,24,ricardian,5.350700077258351,2.9362134253591265,-0.5267696734649849,11.228169827981686
South,24,ph2m_diff,-24.495228677758867,13.485001469855831,-51.48839189369349,2.497934538175752
South,24,wh2m_diff,-3.2328165562384426,1.7236412277445785,-6.683059338208325,0.21742622573144033
Center-West,0,ricardian,-0.2548672089727084,0.5355309207663493,-1.3117558967850118,0.802021478839595
Center-West,0,ph2m_diff,3.5294476449701424,2.583709134870911,-1.5695911805279898,8.628486470468275
Center-West,0,wh2m_diff,-2.157998216163646,2.2317172837022703,-6.562369019188136,2.2463725868608435
Center-West,1,ricardian,-0.7010384889959881,0.31553214740818386,-1.3238523027028921,-0.07822467528908394
Center-West,1,ph2m_diff,5.371335447971941,0.683001046104912,4.023192351350742,6.719478544593139
Center-West,1,wh2m_diff,-1.7997949582765211,1.2983959990939646,-4.362636717951131,0.7630468013980884
Center-West,2,ricardian,0.845486255077676,1.1526821335926594,-1.4301217431564432,3.1210942533117954
Center-West,2,ph2m_diff,-3.1360290280142538,9.09232666817802,-21.085965689368823,14.813907633340317
Center-West,2,wh2m_diff,-0.8444348177033538,3.4840790056202335,-7.722651995372178,6.033782359965471
Center-West,3,ricardian,-0.3729008881328316,0.6262492205714264,-1.6094516272555337,0.8636498509898706
Center-West,3,ph2m_diff,3.8788408043143208,3.5195538483041213,-3.0706399607579224,10.828321569386564
Center-West,3,wh2m_diff,-1.7562512625573468,0.8935352117096007,-3.520567432824976,0.008064907710282565
Center-West,4,ricardian,-1.2921417217767566,0.4669133214765727,-2.2142495687459944,-0.3700338748075187
Center-West,4,ph2m_diff,9.169681575832527,1.9836229973210027,5.252221423969819,13.087141727695236
Center-West,4,wh2m_diff,-2.5589870278400797,0.8927034013045735,-4.321988367694501,-0.7959856879856586
Center-West,5,ricardian,-2.1466075823576323,0.5167138183926185,-3.16726593288632,-1.1259492318289444
Center-West,5,ph2m_diff,10.044369983360438,3.808623443658305,2.5212436735556976,17.567496293165178
Center-West,5,wh2m_diff,0.3606474567765746,1.8506710831136188,-3.294960014565768,4.016254928118917
Center-West,6,ricardian,-1.8445822487797014,0.884850436973064,-3.592775884132072,-0.09638861342733063
Center-West,6,ph2m_diff,7.712889829532416,6.96125753990406,-6.0404244220143015,21.466204081079134
Center-West,6,wh2m_diff,1.333031333536392,2.599607800019808,-3.8029980116639552,6.469060678736739
Center-West,7,ricardian,-0.748749837829174,0.8392898255181801,-2.4072893406968046,0.9097896650384566
Center-West,7,ph2m_diff,4.0670618010062505,6.985440177084685,-9.737023660723974,17.871147262736475
Center-West,7,wh2m_diff,-0.10583363296635388,2.9886590686355796,-6.011790044239826,5.800122778307119
Center-West,8,ricardian,0.23357848788003152,0.865109158107995,-1.476374703257798,1.9435316790178612
Center-West,8,ph2m_diff,-2.8490267345875337,7.359611350592632,-17.395851024371645,11.697797555196576
Center-West,8,wh2m_diff,1.5496574027813252,3.2001623875984824,-4.775703779154253,7.875018584716904
Center-West,9,ricardian,-0.5354903909338334,0.760171911616778,-2.0383910963746317,0.9674103145069647
Center-West,9,ph2m_diff,1.8549576275342126,4.006168478386969,-6.065452664233763,9.775367919302187
Center-West,9,wh2m_diff,0.7520640858891794,1.0369267885532356,-1.2979958784320849,2.802124050210444
Center-West,10,ricardian,-0.04957349358847162,0.14103378367359623,-0.32847637235107346,0.2293293851741302
Center-West,10,ph2m_diff,-1.5734236171937142,1.1587609992800874,-3.8649439187762518,0.7180966843888232
Center-West,10,wh2m_diff,1.8490750705819916,1.8264063256024927,-1.762754440988625,5.460904582152608
Center-West,11,ricardian,0.3136140607687919,0.7016493614435607,-1.0743177285395211,1.7015458500771048
Center-West,11,ph2m_diff,-0.9814867275671286,5.065329996526289,-11.001210127659341,9.038236672525084
Center-West,11,wh2m_diff,-0.4354604129262964,1.5838182333114712,-3.5684094260580395,2.697488600205447
Center-West,12,ricardian,1.362949473889147,0.3875678087214309,0.5960803484365259,2.129818599341768
Center-West,12,ph2m_diff,-4.826900485262782,3.5243222135164576,-11.80037411458375,2.1465731440581868
Center-West,12,wh2m_diff,-1.5460013480685104,1.6289282455937208,-4.769114184102292,1.6771114879652709
Center-West,13,ricardian,2.095588844188187,0.6813770269072388,0.7469528429193582,3.444224845457016
Center-West,13,ph2m_diff,-10.43101816136569,3.745815868698283,-17.845037030743143,-3.0169992919882365
Center-West,13,wh2m_diff,0.12856072532552315,1.2535754300515463,-2.352616198039883,2.609737648690929
Center-West,14,ricardian,0.4201518055026781,0.33385867412695613,-0.24086513440179252,1.0811687454071488
Center-West,14,ph2m_diff,-1.82768578541617,2.039787423576521,-5.866322925260098,2.210951354427758
Center-West,14,wh2m_diff,-0.19478250989222565,1.5959938025033533,-3.354739165791754,2.9651741460073024
Center-West,15,ricardian,0.9208371268553828,1.0975340176032922,-1.2529672869930901,3.0946415407038557
Center-West,15,ph2m_diff,-1.467562988501132,7.30725344847873,-15.940499175116958,13.005373198114693
Center-West,15,wh2m_diff,-2.9589055705376324,1.7925455881461085,-6.509267973013138,0.5914568319378728
Center-West,16,ricardian,0.50460804914606,0.3970665855390716,-0.28212849207022805,1.291344590362348
Center-West,16,ph2m_diff,0.25285424451357214,2.8230579565236074,-5.340673222304601,5.846381711331746
Center-West,16,wh2m_diff,-2.745016358615652,1.5728635089999425,-5.861443783995583,0.37141106676427826
Center-West,17,ricardian,0.819742892534274,0.3161789580082558,0.19302134599044207,1.446464439078106
Center-West,17,ph2m_diff,-3.77834180426422,1.2968888866339914,-6.349000566146598,-1.2076830423818414
Center-West,17,wh2m_diff,-0.3532028671003562,0.8917014459476595,-2.1207098282849652,1.4143040940842528
Center-West,18,ricardian,0.7642205221075016,0.34456090975509757,0.08094330790377058,1.4474977363112327
Center-West,18,ph2m_diff,-2.583857914893355,2.998774893739019,-8.530541062655077,3.362825232868367
Center-West,18,wh2m_diff,-1.152640112106869,1.4555348123668073,-4.039020266133697,1.7337400419199587
Center-West,19,ricardian,-0.32025096750052373,0.39795899125777207,-1.1097902716963066,0.46928833669525927
Center-West,19,ph2m_diff,4.169759012901574,3.1901866407394177,-2.159480421099758,10.498998446902906
Center-West,19,wh2m_diff,-2.417672308000101,1.263825174333648,-4.9250654582711215,0.08972084227091948
Center-West,20,ricardian,0.09387200011877532,0.7029247083520367,-1.301422518141516,1.4891665183790668
Center-West,20,ph2m_diff,-2.2213514089641406,3.3837966849642087,-8.938134741999793,4.495431924071511
Center-West,20,wh2m_diff,1.6924401156281654,0.6972532706527693,0.30840331222469675,3.0764769190316343
Center-West,21,ricardian,1.2228206693077779,0.4660374871900089,0.29722999281341367,2.148411345802142
Center-West,21,ph2m_diff,-3.7690774036872807,4.006396978930212,-11.72612762381492,4.187972816440359
Center-West,21,wh2m_diff,-1.9681498782026743,1.795745201173761,-5.534654850984535,1.5983550945791867
Center-West,22,ricardian,-1.6660467030009796,1.0056362645955859,-3.6645374593384634,0.33244405333650406
Center-West,22,ph2m_diff,11.806108208137806,5.494066239181299,0.8878060543017128,22.7244103619739
Center-West,22,wh2m_diff,-3.3680204137806906,1.0712493180043663,-5.49690332615807,-1.2391375014033112
Center-West,23,ricardian,-1.170007358335807,0.29255066998247176,-1.7517764487431706,-0.5882382679284436
Center-West,23,ph2m_diff,6.3709946954578704,2.5691626401913434,1.2619330331405312,11.48005635777521
Center-West,23,wh2m_diff,-0.5631442348299913,1.2438523467660578,-3.0366810358993948,1.9103925662394121
Center-West,24,ricardian,-0.7962589904427687,0.2510788376858256,-1.2959218011724125,-0.2965961797131249
Center-West,24,ph2m_diff,7.60256260705246,3.6849683999842893,0.2692417857652041,14.935883428339714
Center-West,24,wh2m_diff,-3.499981437906386,2.4726956737056587,-8.420802650042136,1.4208397742293641
