uf_code,region,horizon,coefficient,estimate,std_error,conf_low,conf_high
29,Northeast,20,wh2m_diff,24.731613385703685,12.148181808246415,0.9216145638960427,48.54161220751133
29,Northeast,21,ricardian,13.86873761888365,3.55809175219968,6.895005930883262,20.842469306884038
29,Northeast,21,ph2m_diff,-30.486780823888985,12.941493010315861,-55.851641030284924,-5.12192061749305
29,Northeast,21,wh2m_diff,-29.594099238233603,5.278745901515274,-39.94025108874196,-19.247947387725247
29,Northeast,22,ricardian,-27.15855472880723,2.0459461806993007,-31.168535557285136,-23.14857390032932
29,Northeast,22,ph2m_diff,74.41647170456355,7.538781925118832,59.640730644029105,89.19221276509799
29,Northeast,22,wh2m_diff,44.885957291058894,5.089244180818,34.91122198812556,54.860692593992226
29,Northeast,23,ricardian,-13.989829120397818,2.770661441387105,-19.42022575887038,-8.559432481925258
29,Northeast,23,ph2m_diff,61.86646135613144,9.751408776069374,42.75405135650766,80.97887135575522
29,Northeast,23,wh2m_diff,2.3289266052999125,4.962337951681992,-7.3970770591130535,12.054930269712878
29,Northeast,24,ricardian,-7.236264018779034,2.455931016691001,-12.049800360008234,-2.422727677549833
29,Northeast,24,ph2m_diff,-3.279938112908166,7.561670337597796,-18.10053963756468,11.540663411748346
29,Northeast,24,wh2m_diff,33.30866813575159,10.555084711853725,12.621082246748951,53.99625402475422
31,Southeast,0,ricardian,6.640511281204588,4.921605029638817,-3.0056573230186787,16.286679885427855
31,Southeast,0,ph2m_diff,-36.415945858991414,21.691575838804845,-78.93065327096812,6.0987615529852945
31,Southeast,0,wh2m_diff,0.1111612496512322,8.361405773788848,-16.27689292710017,16.499215426402635
31,Southeast,1,ricardian,5.496152662288324,6.62175651599753,-7.482251623460261,18.47455694803691
31,Southeast,1,ph2m_diff,-5.836159211660046,28.670862082936647,-62.030016299930914,50.35769787661082
31,Southeast,1,wh2m_diff,-17.17926175519701,10.373322245937555,-37.51059975726277,3.1520762468687415
31,Southeast,2,ricardian,3.0436963598618085,8.605465468538071,-13.822706028675913,19.91009874839953
31,Southeast,2,ph2m_diff,31.327392650529546,45.85995126306812,-58.55646015784613,121.21124545890522
31,Southeast,2,wh2m_diff,-33.699585288932084,15.480935093637617,-64.04166051946402,-3.3575100584001447
31,Southeast,3,ricardian,6.1335410935350065,5.054264579035834,-3.7726354497117267,16.039717636781738
31,Southeast,3,ph2m_diff,-16.96259084991734,15.419921534724256,-47.18508170241048,13.259900002575797
31,Southeast,3,wh2m_diff,-11.754755285828448,9.60496526872793,-30.580141285293273,7.070630713636376
31,Southeast,4,ricardian,-8.381485178494497,6.589498389142088,-21.29666469739769,4.533694340408697
31,Southeast,4,ph2m_diff,51.444048281169486,30.29018400820587,-7.923621460005116,110.81171802234408
31,Southeast,4,wh2m_diff,-4.800160989994937,11.153793921881157,-26.661195367863765,17.060873387873894
31,Southeast,5,ricardian,-5.930962520370535,4.1633642843621,-14.091006572240627,2.2290815314995562
31,Southeast,5,ph2m_diff,13.573001496110166,13.328486856851985,-12.55035271173519,39.69635570395552
31,Southeast,5,wh2m_diff,12.293763837779455,8.73629972133827,-4.829068974190864,29.416596649749774
31,Southeast,6,ricardian,-9.504435888020055,5.185458305927665,-19.66774741097236,0.6588756349322509
31,Southeast,6,ph2m_diff,31.473132396951346,19.2167141275863,-6.190935194319845,69.13719998822253
31,Southeast,6,wh2m_diff,13.593291082268877,11.04768947431805,-8.059782399776743,35.2463645643145
31,Southeast,7,ricardian,-1.198213487747811,5.124983157124213,-11.242995897085649,8.846568921590027
31,Southeast,7,ph2m_diff,20.071807169969862,20.302916091206495,-19.7211771499336,59.864791489873326
31,Southeast,7,wh2m_diff,-9.844277822949028,8.995387262728222,-27.474912884886685,7.786357238988629
31,Southeast,8,ricardian,-7.756788396777769,4.370672777997915,-16.32314962986331,0.8095728363077717
31,Southeast,8,ph2m_diff,17.729170557852143,18.006119128415904,-17.56217443518078,53.020515550885065
31,Southeast,8,wh2m_diff,17.135163935494994,9.25740662701395,-1.0090196436947672,35.27934751468476
31,Southeast,9,ricardian,-1.7349631859844417,8.579563107622361,-18.550597880012813,15.080671508043931
31,Southeast,9,ph2m_diff,-15.950742630613346,35.50685074971133,-85.54289130448657,53.64140604325988
31,Southeast,9,wh2m_diff,17.86915342507932,18.640630527910336,-18.665811058742797,54.40411790890143
31,Southeast,10,ricardian,7.830789239478365,4.399493132180816,-0.7920588498273506,16.453637328784083
31,Southeast,10,ph2m_diff,-42.35348455098877,18.74876905236201,-79.10039664807746,-5.606572453900064
31,Southeast,10,wh2m_diff,-0.1589581687489563,4.876427007441898,-9.71657947657351,9.398663139075598
31,Southeast,11,ricardian,6.233329747176256,7.0182605147926465,-7.52220809593687,19.98886759028938
31,Southeast,11,ph2m_diff,-53.65273919471959,33.824122750223424,-119.94680159381937,12.6413232043802
31,Southeast,11,wh2m_diff,14.25282771542404,9.971631297639615,-5.2912104950620105,33.79686592591009
31,Southeast,12,ricardian,11.268903521420624,2.6476431167317984,6.07961836871092,16.458188674130326
31,Southeast,12,ph2m_diff,-15.140929352171462,15.462388484841489,-45.44665389742764,15.16479519308471
31,Southeast,12,wh2m_diff,-31.888449694547138,8.53696847370877,-48.6206004401702,-15.156298948924075
31,Southeast,13,ricardian,-2.656214343000979,2.6901056967272177,-7.9287246231923545,2.6162959371903964
31,Southeast,13,ph2m_diff,2.2685267299759317,7.932276823496005,-13.278450159478021,17.815503619429883
31,Southeast,13,wh2m_diff,8.42362403414447,5.38614048091466,-2.1330173241215107,18.980265392410452
31,Southeast,14,ricardian,15.292961431252522,4.232083350131197,6.998230485423759,23.587692377081282
31,Southeast,14,ph2m_diff,-53.874546078727505,16.397925748859585,-86.01388996765428,-21.735202189800724
31,Southeast,14,wh2m_diff,-20.153556064167695,5.656615989567679,-31.240319678093744,-9.066792450241646
31,Southeast,15,ricardian,-1.7139044208942806,4.964733886328677,-11.444604030924062,8.0167951891355
31,Southeast,15,ph2m_diff,9.743073830894893,20.417058854390564,-30.273626193945226,49.75977385573501
31,Southeast,15,wh2m_diff,-0.5856791310600116,9.532150243171833,-19.26835030290152,18.096992040781497
31,Southeast,16,ricardian,-0.15953950232665903,3.9983808645328676,-7.9962219932852046,7.6771429886318865
31,Southeast,16,ph2m_diff,-34.0685115814721,19.175259141374113,-71.6513288927878,3.514305729843599
31,Southeast,16,wh2m_diff,24.358887447694,7.309216963350661,10.033085444337484,38.68468945105052
31,Southeast,17,ricardian,-2.6340526388212506,2.1957696971260106,-6.937682163532654,1.6695768858901525
31,Southeast,17,ph2m_diff,2.921264801677978,11.93255220514046,-20.46610776404133,26.308637367397285
31,Southeast,17,wh2m_diff,7.957458673385272,2.219696856028655,3.6069327789723182,12.307984567798226
31,Southeast,18,ricardian,-19.373807428528643,2.361569560772005,-24.002398714627848,-14.745216142429438
31,Southeast,18,ph2m_diff,59.29953505656765,9.53033599187331,40.62041975193015,77.97865036120515
31,Southeast,18,wh2m_diff,32.21414499496419,5.332757596599864,21.762132167346074,42.6661578225823
31,Southeast,19,ricardian,16.633508722690046,7.254848176336538,2.414267583764339,30.852749861615752
31,Southeast,19,ph2m_diff,-71.43721874152654,18.36203766283559,-107.42615124345232,-35.448286239600755
31,Southeast,19,wh2m_diff,-12.996073146334881,15.455105435512937,-43.287523177209465,17.295376884539706
31,Southeast,20,ricardian,-29.995150531509495,1.8648801501910959,-33.65024846136769,-26.3400526016513
31,Southeast,20,ph2m_diff,126.83557690860269,19.02504217138484,89.5471794483327,164.12397436887267
