level,frequency,group,outcome,horizon,n_obs,estimate,std_error,ci_low,ci_high,p_value,shock_sd,irf_pos_1sd,irf_neg_1sd,inference,model_id
state,quarterly,14,consumption_index,2,21,-0.14431629753876268,0.06309309179993022,-0.2679787574666259,-0.02065383761089945,0.022175111968332217,0.1134395615862862,-0.016371177522553272,0.016371177522553272,newey-west,state_14_consumption_index
state,quarterly,15,consumption_index,2,21,-0.0812780099570157,0.10381703920587391,-0.2847594068005286,0.12220338688649718,0.4336878176262515,0.1134395615862862,-0.009220141816129665,0.009220141816129665,newey-west,state_15_consumption_index
state,quarterly,16,consumption_index,2,21,-0.26372989572869143,0.25372651206304936,-0.7610338593722681,0.23357406791488527,0.29860672647664366,0.1134395615862862,-0.029917403748659727,0.029917403748659727,newey-west,state_16_consumption_index
state,quarterly,17,consumption_index,2,21,0.09236207199783297,0.1074159622597011,-0.11817321403118117,0.30289735802684714,0.38986938855908493,0.1134395615862862,0.010477512954635173,-0.010477512954635173,newey-west,state_17_consumption_index
state,quarterly,21,consumption_index,2,21,-0.1114867308407532,0.08182904896798746,-0.2718716668180086,0.048898205136502226,0.17306075806819443,0.1134395615862862,-0.012647005869263334,0.012647005869263334,newey-west,state_21_consumption_index
state,quarterly,22,consumption_index,2,21,-0.16801869916827789,0.12064419727359516,-0.4044813258245244,0.06844392748796863,0.16371673336049497,0.1134395615862862,-0.019059967571947552,0.019059967571947552,newey-west,state_22_consumption_index
state,quarterly,23,consumption_index,2,21,-0.16760615076554514,0.15742955665433297,-0.47616808180803777,0.1409557802769475,0.28703787189117946,0.1134395615862862,-0.019013168262008426,0.019013168262008426,newey-west,state_23_consumption_index
state,quarterly,24,consumption_index,2,21,-0.12572493534341153,0.10997906080266118,-0.34128389451662744,0.08983402382980438,0.2529673646556141,0.1134395615862862,-0.014262181545820781,0.014262181545820781,newey-west,state_24_consumption_index
state,quarterly,25,consumption_index,2,21,-0.11783529591070034,0.06837867187600372,-0.2518574927876676,0.016186900966266946,0.08483870038685426,0.1134395615862862,-0.01336718430750015,0.01336718430750015,newey-west,state_25_consumption_index
state,quarterly,26,consumption_index,2,21,0.03274364259488848,0.07385225079385584,-0.11200676896106895,0.17749405415084593,0.6575003822235581,0.1134395615862862,0.003714424460702196,-0.003714424460702196,newey-west,state_26_consumption_index
