dataset,response_label,direction,horizon,lp_diff_ph_minus_wh,model_diff_ph_minus_wh,gap_diff_model_minus_lp
lp_controls,consumption,contractionary,0,0.0034145456380638714,-0.0015093724798293136,-0.004923918117893185
lp_controls,consumption,contractionary,1,0.013695107704298201,0.008728654961011648,-0.0049664527432865535
lp_controls,consumption,contractionary,2,0.0106644555695657,0.010012539906138224,-0.0006519156634274756
lp_controls,consumption,contractionary,3,0.014704368545100398,0.015092277859303602,0.0003879093142032039
lp_controls,consumption,contractionary,4,0.014606415729563199,0.01810481295862807,0.0034983972290648715
lp_controls,consumption,contractionary,5,0.0182108568432829,0.02177253260922213,0.003561675765939229
lp_controls,consumption,contractionary,6,0.016988633201854675,0.024856243216561557,0.007867610014706882
lp_controls,consumption,contractionary,7,0.0175217238042252,0.0279433598925242,0.010421636088299002
lp_controls,consumption,contractionary,8,0.012656443193251099,0.030777777787581395,0.018121334594330296
lp_controls,consumption,contractionary,9,0.028247421629657,0.0334916924723383,0.0052442708426812985
lp_controls,consumption,contractionary,10,0.0242453691529563,0.036037388668871094,0.011792019515914794
lp_controls,consumption,contractionary,11,0.014945804378937898,0.0384494086004092,0.0235036042214713
lp_controls,consumption,contractionary,12,0.0239698662905528,0.0407236510580125,0.016753784767459697
lp_controls,consumption,contractionary,13,0.032069331643330604,0.042873183902646356,0.010803852259315752
lp_controls,consumption,contractionary,14,0.0220765935926766,0.0449025337813746,0.022825940188697998
lp_controls,consumption,contractionary,15,0.0345478045378585,0.046819581507419494,0.012271776969560992
lp_controls,consumption,contractionary,16,0.0203875460439776,0.04863010743894397,0.02824256139496637
lp_controls,consumption,contractionary,17,0.0260290457159157,0.05034033885621565,0.024311293140299953
lp_controls,consumption,contractionary,18,0.031045656939714998,0.05195580417401141,0.020910147234296413
lp_controls,consumption,contractionary,19,0.011612773623721399,0.05348188924484278,0.04186911562112138
lp_controls,consumption,contractionary,20,0.0079077889242285,0.05492360693144705,0.04701581800721855
lp_controls,consumption,contractionary,21,0.025394906075926704,0.056285728168303184,0.03089082209237648
