dataset,response_label,group,direction,term,model_series,linear_sign_assumption,horizon,lp_estimate_1sd,lp_ci_low_1sd,lp_ci_high_1sd,lp_shock_sd,model_cum_response_at_model_shock,model_1sd_termshock,gap_model_minus_lp,model_in_lp_ci,sign_match
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,0,0.003844544744185,-0.0024835451846079,0.010172634672978,0.0078032329793046,-0.0044264622802838,-0.05102598291170598,-0.05487052765589098,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,1,0.0033056425821559,-0.0026003813347578,0.0092116664990696,0.0078032329793046,-0.004733666237971,-0.054567272298758095,-0.05787291488091399,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,2,-0.0021614769470905,-0.0087987093839962,0.0044757554898151,0.0078032329793046,-0.0047643674346079,-0.05492117991973594,-0.05275970297264544,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,3,-0.0016789704675766,-0.0068057542996334,0.0034478133644802,0.0078032329793046,-0.0047508372306427,-0.05476521068005772,-0.05308624021248112,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,4,0.001903359651271,-0.0107137509039402,0.0145204702064824,0.0078032329793046,-0.0047310960697296,-0.05453764471978831,-0.05644100437105931,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,5,0.0023634059648987,-0.0071616979468803,0.0118885098766778,0.0078032329793046,-0.0047113184096401,-0.05430965801576614,-0.056673063980664844,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,6,0.0008694275382036738,-0.0086354336374228,0.0103742887138301,0.0078032329793046,-0.0046924604766922,-0.054092273453689194,-0.05496170099189287,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,7,0.0030769149815056,-0.0054495739235532,0.0116034038865644,0.0078032329793046,-0.0046746259634039,-0.05388668634762917,-0.05696360132913477,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,8,-0.0031949160140502,-0.0142494251905979,0.0078595931624974,0.0078032329793046,-0.0046577816417618,-0.0536925136621197,-0.0504975976480695,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,9,0.0064967812837081,-0.0060595497831265,0.0190531123505427,0.0078032329793046,-0.0046418745159104,-0.05350914448816712,-0.06000592577187522,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,10,-0.0019028538252309,-0.0137787007800001,0.0099729931295383,0.0078032329793046,-0.0046268508586416,-0.05333595948612074,-0.05143310566088984,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,11,-0.0043916601905758,-0.0188364306658442,0.0100531102846925,0.0078032329793046,-0.0046126591675181,-0.05317236496234464,-0.04878070477176884,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,12,0.0054176416807116,-0.0136319503430391,0.0244672337044624,0.0078032329793046,-0.0045992504904686,-0.05301779662251175,-0.05843543830322335,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,13,0.0044074059043239,-0.0110051643165023,0.0198199761251502,0.0078032329793046,-0.0045865783252962,-0.05287171841318841,-0.05727912431751231,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,14,-0.0032370191730191,-0.017622863568545,0.0111488252225067,0.0078032329793046,-0.0045745984537295,-0.05273362060886065,-0.04949660143584155,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,15,0.006782240641648,-0.0061554727185509,0.0197199540018471,0.0078032329793046,-0.0045632687683024,-0.05260301781629349,-0.059385258457941494,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,16,-0.0026254404203348,-0.0236405050883329,0.0183896242476632,0.0078032329793046,-0.0045525491007454,-0.05247944699631408,-0.04985400657597928,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,17,0.0020381056607162,-0.0187265935560304,0.0228028048774629,0.0078032329793046,-0.0045424010523934,-0.052362465508839814,-0.05440057116955602,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,18,0.0027597184175956,-0.0168907975376653,0.0224102343728567,0.0078032329793046,-0.0045327878257174,-0.05225164917086245,-0.05501136758845805,False,False
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,19,-0.0143372498578476,-0.0364098454411271,0.0077353457254317,0.0078032329793046,-0.0045236740557963,-0.05214659031374159,-0.037809340455893986,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,20,-0.0145744215843933,-0.0344030739336728,0.005254230764886,0.0078032329793046,-0.0045150256404161,-0.05204689582467545,-0.03747247424028215,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,21,-0.0073107629414719,-0.0244056695646041,0.0097841436816602,0.0078032329793046,-0.0045068095673729,-0.051952185155938704,-0.044641422214466805,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,22,-0.0156911987203406,-0.0360341330107109,0.0046517355700297,0.0078032329793046,-0.0044989937374304,-0.051862088284027434,-0.03617088956368683,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,23,-0.0250979107849428,-0.0508921986968174,0.0006963771269317025,0.0078032329793046,-0.0044915467812477,-0.05177624359929688,-0.026678332814354083,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,24,-0.0072795213903107,-0.0269442212653894,0.0123851784847679,0.0078032329793046,-0.0044844378684393,-0.051694295704903206,-0.04441477431459251,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,25,-0.0125982627245454,-0.0311424557126568,0.005945930263566,0.0078032329793046,-0.0044776365067823,-0.05161589310216735,-0.039017630377621945,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,26,-0.0063878179897795,-0.0244455710340146,0.0116699350544554,0.0078032329793046,-0.004471112329457,-0.051540685737993815,-0.045152867748214316,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,27,-0.0214328406150697,-0.040818593412364,-0.0020470878177755,0.0078032329793046,-0.004464834868166,-0.05146832238950439,-0.03003548177443469,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,28,-0.0250217868895295,-0.0414872561101131,-0.0085563176689458,0.0078032329793046,-0.0044587733101347,-0.05139844786286466,-0.026376660973335162,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,29,-0.026334317606744,-0.043182241390432,-0.0094863938230561,0.0078032329793046,-0.004452896237621,-0.05133069999048571,-0.024996382383741706,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,30,-0.0196562041964654,-0.0381025013414578,-0.0012099070514729,0.0078032329793046,-0.004447171350192,-0.05126470642957258,-0.03160850223310718,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,31,-0.0207025609891652,-0.0359784822125685,-0.0054266397657619,0.0078032329793046,-0.004441565173807,-0.05120008130858257,-0.03049752031941737,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,32,-0.0181693008394836,-0.0376692912482592,0.0013306895692919,0.0078032329793046,-0.0044360427690572,-0.051136421863962445,-0.032967121024478845,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,33,-0.017722153520696,-0.0323566662998141,-0.003087640741578,0.0078032329793046,-0.0044305674687334,-0.05107330541496364,-0.03335115189426764,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,34,-0.0118706323750166,-0.0271882716711255,0.0034470069210923,0.0078032329793046,-0.004425100712585,-0.05101028745882897,-0.03913965508381237,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,35,-0.0081375433170314,-0.0229953450969291,0.0067202584628662,0.0078032329793046,-0.0044196021263066,-0.05094690258130953,-0.04280935926427813,False,True
lp_controls,consumption,PH2M,contractionary,mp_pos_x_ph2m,cP,1.0,36,-0.0185795172833773,-0.0317410757011228,-0.0054179588656319,0.0078032329793046,-0.0044140301574757,-0.05088267178742783,-0.032303154504050524,False,True
