draw,loss,mse,sign_penalty,persistence_penalty,impact_ph_model,impact_wh_model,r_R,r_pi,r_Y,rho_A,rho_j,rho_u,phi,kappa
306,0.060635288215519174,0.012002196529329913,0.04,0.008633091686189262,-0.04790669951491316,-0.043025117886677657,0.6420175380039873,0.729512041725709,0.1160251428697442,0.8344720065120359,0.7009033256920459,0.5398036684525407,0.08763138660454939,0.26009328586579095
391,0.06065921247511666,0.0120455554149681,0.04,0.008613657060148555,-0.04790407193663602,-0.041340696680937254,0.6597590442710883,0.7677145436276795,0.20001178719026713,0.98,0.8785765656137622,0.5413698695892364,0.07830516489013764,0.22626136310363476
27,0.06070754419623499,0.011873496489776309,0.04,0.00883404770645868,-0.04154103868147243,-0.03405768513103594,0.7016890446471266,0.9887942536877259,0.16099544917142614,0.98,0.78442582753161,0.3997842639194188,0.04153813672191712,0.2835439645167536
352,0.06086717322918857,0.011925080992266092,0.04,0.008942092236922473,-0.04052692683639869,-0.03640170198349117,0.674396318804264,0.6252311589724169,0.18586073847376453,0.959800593238064,0.7010234875281591,0.3768041907811651,0.05410894137634689,0.3770130062708458
427,0.06086772443842604,0.011870064385113982,0.04,0.008997660053312054,-0.03769496689021859,-0.02996054090107681,0.6519048293802124,0.6250541543978211,0.03,0.8661871474075038,0.8402173755907965,0.6187910561044307,0.02304682031206834,0.3345335228799004
12,0.060872828636055275,0.011887991411275835,0.04,0.008984837224779439,-0.03880667083790235,-0.0326117241208763,0.5842143049060262,0.28323160794215085,0.05381250232838644,0.8317883169920587,0.8402972420537225,0.3696110160281513,0.035705455457311075,0.35011804942718877
317,0.061391468232272255,0.01248380903671664,0.04,0.00890765919555561,-0.044160580352600565,-0.03594981478927228,0.7114028789518202,1.2133006122989571,0.11768530075744253,0.7768472574853821,0.96,0.5982645214130421,0.047353513936876146,0.24486734929349632
71,0.06149618625024981,0.012641701548189995,0.04,0.008854484702059818,-0.04766482495814606,-0.04206052283505364,0.6532079121368486,0.6796440500842034,0.14925539940146837,0.9034981168049679,0.722834044035085,0.6296265772188747,0.07794979901297582,0.25820882329907957
302,0.0615559039722263,0.012654789562321182,0.04,0.00890111440990512,-0.04603883609001232,-0.038839080980092,0.6914596057011567,0.9822949710414847,0.14619557434106442,0.8522870870688125,0.7127132597097057,0.26276053293716883,0.06098971412336589,0.2459276511898311
219,0.061654113380205246,0.012872019002226752,0.04,0.008782094377978493,-0.04909903044121979,-0.0405001156032778,0.6117759166915835,0.6454080126766878,0.08278217370279939,0.9076163693708308,0.7608257753484647,0.7127446877563524,0.0691488432283916,0.18562306722270233
